source,destination,distance
70.0,86.0,634.391834752
2.0,174.0,538.950832637
3.0,155.0,388.336194553
192.0,192.0,0.0
12.0,91.0,204.002450966
36.0,81.0,296.438863849
59.0,144.0,365.168454278
38.0,76.0,552.529637214
174.0,195.0,396.102259524
106.0,157.0,618.567700418
16.0,173.0,481.11641003
55.0,196.0,451.846212776
130.0,189.0,577.382022581
95.0,117.0,664.869912088
79.0,194.0,290.93126336
102.0,161.0,949.27867352
139.0,169.0,569.056236237
12.0,185.0,917.270407241
72.0,148.0,739.184685989
35.0,104.0,568.944637025
21.0,197.0,596.453686383
59.0,126.0,569.575280362
45.0,191.0,866.893880472
113.0,160.0,720.222187939
1.0,57.0,203.1206538
115.0,135.0,176.705970471
152.0,187.0,989.517559218
25.0,179.0,166.469216373
48.0,124.0,907.600132217
11.0,64.0,497.025150269
34.0,163.0,454.432613266
72.0,114.0,278.705938222
148.0,175.0,563.937939848
6.0,197.0,786.630790142
7.0,148.0,557.247700758
28.0,143.0,325.935576456
77.0,80.0,165.529453572
24.0,100.0,115.883562251
63.0,141.0,12.8062484749
10.0,27.0,816.605780043
111.0,145.0,557.904113625
134.0,168.0,839.185915039
90.0,156.0,178.600111982
76.0,159.0,566.91621956
39.0,101.0,952.214786695
63.0,99.0,846.179649956
33.0,52.0,689.220574272
56.0,147.0,840.43381655
57.0,190.0,626.007188457
5.0,38.0,293.846898912
171.0,194.0,642.720779188
119.0,136.0,706.615878678
156.0,182.0,1006.6786975
29.0,160.0,526.279393478
52.0,71.0,367.839638973
15.0,125.0,147.678705303
131.0,174.0,370.137812173
113.0,119.0,202.548759562
76.0,125.0,855.458356672
136.0,186.0,457.524862712
137.0,199.0,690.015941845
86.0,162.0,494.7746962
18.0,194.0,462.328887265
13.0,147.0,285.440011211
169.0,182.0,765.309087885
65.0,101.0,730.017123087
28.0,111.0,231.624696438
51.0,182.0,983.000508647
89.0,111.0,477.797028036
8.0,195.0,563.053283447
47.0,162.0,292.432898286
94.0,139.0,485.412195974
131.0,159.0,510.600626713
4.0,151.0,482.345311991
64.0,170.0,735.611990114
27.0,94.0,13.152946438
51.0,84.0,895.978794392
127.0,193.0,934.013383202
37.0,41.0,293.342802877
108.0,108.0,0.0
60.0,158.0,1066.35500655
61.0,179.0,252.812183251
28.0,129.0,311.194472959
175.0,191.0,942.845162262
107.0,157.0,767.419051106
144.0,161.0,1152.89244945
17.0,181.0,634.100938337
40.0,82.0,757.810002573
3.0,102.0,220.204450455
84.0,190.0,422.238084497
26.0,141.0,558.528423628
64.0,72.0,378.86277199
50.0,55.0,494.404692534
74.0,177.0,634.959053798
22.0,177.0,707.519611036
173.0,187.0,560.200856836
46.0,59.0,629.114456995
69.0,122.0,435.83941997
16.0,122.0,642.241387642
55.0,187.0,987.008611918
93.0,100.0,295.042369839
37.0,195.0,306.662681134
153.0,183.0,1005.62418428
103.0,143.0,345.253530033
35.0,183.0,1020.37493109
36.0,196.0,307.332067966
82.0,134.0,672.814981997
135.0,144.0,498.2258524
83.0,163.0,476.608854303
188.0,192.0,605.943891792
68.0,181.0,444.797706829
31.0,67.0,530.159409989
1.0,148.0,20.8806130178
55.0,89.0,969.507091258
13.0,63.0,896.644857232
25.0,30.0,731.730141514
48.0,137.0,741.043858351
11.0,31.0,507.190299592
49.0,160.0,843.531267944
163.0,168.0,352.846992335
58.0,94.0,348.281495345
96.0,133.0,607.556581727
17.0,196.0,627.064589975
44.0,93.0,792.626015218
7.0,107.0,743.38751671
30.0,152.0,678.872594822
68.0,107.0,604.966114754
128.0,128.0,0.0
37.0,137.0,611.498160259
78.0,132.0,679.365144823
10.0,172.0,465.816487471
176.0,188.0,221.199005423
161.0,200.0,948.271058295
34.0,54.0,118.595952713
185.0,194.0,511.409816097
58.0,176.0,470.179752861
43.0,172.0,519.353444198
81.0,113.0,936.028311538
157.0,188.0,234.273344621
90.0,193.0,259.724854413
91.0,184.0,271.919105618
117.0,123.0,707.053746189
39.0,184.0,350.442577322
88.0,138.0,353.872858524
33.0,103.0,267.686383666
87.0,172.0,225.499445676
56.0,192.0,135.41787179
110.0,119.0,782.612292262
57.0,105.0,711.399325274
5.0,137.0,433.526239114
43.0,74.0,398.207232481
52.0,180.0,795.071066006
15.0,32.0,764.973855762
53.0,157.0,384.832431066
2.0,198.0,552.264429418
62.0,69.0,452.216762184
9.0,95.0,536.009328277
137.0,146.0,1148.08928224
86.0,95.0,130.361037124
18.0,151.0,54.1202365109
19.0,146.0,524.253755351
132.0,147.0,649.037749287
10.0,47.0,342.252830522
66.0,139.0,205.360658355
14.0,155.0,138.322087896
15.0,198.0,770.823585524
75.0,91.0,1004.53422042
38.0,45.0,500.064995776
8.0,16.0,373.343005827
62.0,167.0,70.1783442381
122.0,146.0,1105.9425844
32.0,118.0,896.248291491
145.0,169.0,866.630832593
117.0,169.0,687.91278517
95.0,165.0,674.896288329
27.0,141.0,965.452225644
37.0,124.0,417.279282975
75.0,185.0,376.224666921
98.0,122.0,668.413793993
61.0,102.0,237.033752871
84.0,185.0,827.021765131
47.0,55.0,444.127234022
40.0,191.0,1057.89271668
3.0,53.0,322.374006396
41.0,138.0,759.432682994
169.0,178.0,585.849810105
155.0,158.0,332.3522228
50.0,72.0,455.510702399
88.0,171.0,586.938668005
141.0,159.0,376.240614501
164.0,192.0,447.235955621
97.0,163.0,515.538553359
23.0,159.0,233.893137993
70.0,158.0,165.8463144
2.0,150.0,1141.32598323
46.0,77.0,804.555156593
79.0,100.0,633.984226933
12.0,99.0,1044.63821489
50.0,170.0,471.102961145
35.0,194.0,559.008050031
36.0,105.0,611.284712716
26.0,115.0,604.811540895
31.0,150.0,191.606367326
46.0,118.0,565.031857509
25.0,73.0,250.838593522
79.0,186.0,246.333107803
102.0,105.0,415.388974336
49.0,115.0,734.886385777
72.0,172.0,873.808331386
186.0,188.0,166.481230173
117.0,157.0,595.909389085
44.0,178.0,268.972117514
7.0,62.0,644.224339807
45.0,135.0,646.409313052
54.0,127.0,750.105325938
92.0,166.0,625.544562761
115.0,127.0,457.28109517
78.0,113.0,561.513134308
101.0,176.0,1027.48090007
11.0,136.0,1077.65393332
6.0,141.0,1003.6558175
67.0,113.0,672.521375125
105.0,198.0,575.042607117
54.0,153.0,359.580310918
114.0,140.0,417.119886843
24.0,92.0,847.977004405
63.0,197.0,655.875750428
87.0,195.0,684.2550694
110.0,160.0,499.447694959
147.0,150.0,822.08332911
20.0,136.0,375.353167031
29.0,70.0,797.978696457
67.0,175.0,1041.53828542
53.0,64.0,480.650600749
76.0,167.0,859.823819163
39.0,45.0,361.935077051
123.0,132.0,158.619040471
124.0,187.0,283.001766779
56.0,75.0,869.184675429
19.0,65.0,53.5350352573
42.0,98.0,607.029653312
80.0,177.0,462.900637286
66.0,124.0,461.963201998
89.0,133.0,527.327222889
52.0,63.0,849.952939874
15.0,181.0,250.281841131
85.0,177.0,735.756073709
32.0,35.0,163.981706297
1.0,160.0,470.562429439
4.0,73.0,605.528694613
42.0,132.0,293.586443829
118.0,187.0,673.167141206
28.0,87.0,268.881014577
96.0,98.0,707.407944541
83.0,185.0,787.010165119
98.0,175.0,598.00083612
151.0,155.0,236.81216185
8.0,155.0,107.056060081
47.0,90.0,277.71388154
17.0,83.0,121.823643025
71.0,160.0,372.155881319
41.0,85.0,320.262392422
31.0,57.0,182.002747232
64.0,146.0,809.765398125
179.0,195.0,204.963411369
127.0,153.0,450.457545169
112.0,174.0,506.435583268
60.0,70.0,997.698351206
23.0,50.0,336.743225619
46.0,145.0,581.847058942
41.0,74.0,172.742583054
70.0,107.0,655.988566974
93.0,138.0,592.805195659
40.0,42.0,743.755336115
3.0,190.0,432.041664657
26.0,197.0,108.55873986
120.0,141.0,899.322522791
73.0,166.0,575.586657246
36.0,62.0,477.464134779
22.0,121.0,203.867604096
83.0,125.0,843.097266038
121.0,178.0,393.935273871
106.0,166.0,161.969132862
16.0,66.0,296.897288637
102.0,186.0,390.74928023
139.0,140.0,174.048843719
12.0,150.0,989.974747153
120.0,178.0,227.863994523
35.0,79.0,290.800618981
96.0,111.0,150.602124819
59.0,85.0,703.096010514
45.0,90.0,340.147027034
68.0,141.0,675.186640863
46.0,69.0,484.905145364
115.0,170.0,780.14998558
152.0,160.0,491.080441476
116.0,145.0,521.310847767
13.0,130.0,774.680579336
48.0,81.0,138.397976864
11.0,39.0,826.918375657
34.0,156.0,645.923370068
72.0,87.0,649.945382321
148.0,148.0,0.0
149.0,189.0,715.078317389
81.0,159.0,382.22768084
7.0,179.0,141.52384958
1.0,111.0,334.762602451
77.0,171.0,809.370743232
10.0,100.0,648.205214419
87.0,118.0,465.189208817
34.0,126.0,682.607500691
162.0,171.0,800.725296216
21.0,100.0,712.789590272
111.0,124.0,545.82231541
158.0,199.0,649.869217612
90.0,185.0,100.224747443
143.0,177.0,354.611054537
1.0,66.0,397.645570829
39.0,64.0,751.962765036
9.0,181.0,410.435134948
63.0,78.0,872.699833849
33.0,47.0,153.222061075
57.0,161.0,593.45513731
5.0,193.0,385.94559202
119.0,167.0,753.558226018
104.0,132.0,454.156360739
52.0,108.0,80.0062497559
15.0,24.0,807.545045183
38.0,139.0,350.382647972
76.0,90.0,636.845350144
136.0,159.0,476.530166936
137.0,170.0,373.226472802
97.0,107.0,471.23879297
58.0,62.0,534.043069424
86.0,135.0,221.812984291
65.0,152.0,425.318704033
14.0,83.0,818.345281651
75.0,99.0,275.835095664
113.0,180.0,753.923072999
166.0,190.0,782.465973701
98.0,192.0,240.010416441
8.0,40.0,583.168071828
47.0,137.0,559.003577806
32.0,190.0,263.40083523
94.0,172.0,969.115576183
131.0,162.0,755.119195889
4.0,188.0,597.850315715
27.0,117.0,558.183661531
13.0,186.0,237.227738682
51.0,123.0,715.103489014
37.0,52.0,405.744993808
61.0,174.0,697.226648946
107.0,176.0,963.465100562
17.0,200.0,608.133209092
40.0,119.0,1008.64513086
3.0,13.0,514.315078527
41.0,194.0,359.606729637
26.0,182.0,823.750569044
64.0,109.0,560.835983154
140.0,146.0,706.98302667
141.0,167.0,384.252521137
74.0,154.0,354.543368292
22.0,170.0,784.480082602
23.0,199.0,554.77743285
69.0,133.0,330.928995405
16.0,31.0,317.397227461
125.0,129.0,477.557326402
2.0,94.0,637.254266365
79.0,92.0,233.773394551
117.0,137.0,361.267214123
103.0,106.0,553.759875758
35.0,154.0,523.780488373
30.0,102.0,589.250371235
36.0,161.0,648.929117855
150.0,185.0,312.32835286
82.0,163.0,146.819617218
135.0,175.0,382.3937761
83.0,134.0,949.989473626
31.0,110.0,224.017856431
114.0,146.0,325.407436916
125.0,188.0,607.800131622
1.0,143.0,243.987704608
55.0,116.0,416.124981226
49.0,187.0,516.178263781
105.0,138.0,855.811310979
81.0,91.0,416.779318105
21.0,53.0,542.074718097
44.0,122.0,888.076573275
111.0,121.0,79.8811617342
30.0,189.0,693.577681302
68.0,112.0,209.002392331
128.0,165.0,832.72144202
101.0,104.0,505.407756173
129.0,156.0,762.965267886
78.0,169.0,826.424830217
101.0,200.0,1057.26675915
20.0,98.0,695.86349236
58.0,157.0,99.4786409236
6.0,85.0,516.991295865
67.0,73.0,655.476925605
30.0,95.0,843.443536937
114.0,200.0,111.615411122
91.0,95.0,61.2943716829
39.0,151.0,278.059346184
24.0,148.0,271.648670161
138.0,164.0,519.665276885
33.0,90.0,125.227792442
87.0,139.0,546.239874048
57.0,76.0,557.991039355
80.0,91.0,876.557471019
43.0,97.0,481.768616662
171.0,180.0,382.256458415
20.0,130.0,444.416471342
53.0,184.0,361.08309293
9.0,34.0,312.987220186
160.0,178.0,579.776681145
33.0,164.0,460.317281883
18.0,176.0,902.942966084
19.0,121.0,179.337670332
132.0,184.0,209.938086111
66.0,164.0,149.264865256
14.0,188.0,569.811372298
113.0,199.0,265.663320765
8.0,117.0,213.843400646
62.0,136.0,707.333726045
80.0,114.0,706.057363109
85.0,105.0,316.627541443
32.0,107.0,806.700068179
71.0,74.0,338.492245111
18.0,82.0,458.132077026
146.0,159.0,553.773419369
169.0,198.0,729.795176745
27.0,160.0,925.77535072
100.0,125.0,881.719343102
28.0,159.0,317.984276341
142.0,147.0,735.811117067
37.0,71.0,114.109596441
75.0,156.0,612.212381449
61.0,65.0,570.10613047
29.0,39.0,656.153945351
84.0,166.0,733.093445612
17.0,27.0,480.277003405
40.0,196.0,625.588522913
41.0,173.0,455.215333661
155.0,181.0,445.467170508
13.0,47.0,547.532647428
114.0,116.0,802.935240228
164.0,173.0,496.40004029
37.0,185.0,435.652384362
22.0,199.0,434.954020558
23.0,122.0,522.398315464
70.0,179.0,378.033067337
2.0,179.0,439.095661559
168.0,183.0,956.31218752
26.0,61.0,508.296173505
33.0,199.0,400.049996875
177.0,191.0,570.312195205
50.0,135.0,240.68444071
73.0,126.0,281.257888778
36.0,118.0,316.638595247
59.0,191.0,203.924005453
22.0,33.0,548.967212136
31.0,189.0,367.535032344
16.0,138.0,187.040102652
130.0,158.0,1019.72398226
25.0,108.0,306.111090946
79.0,161.0,979.528968433
49.0,86.0,687.379080275
72.0,177.0,778.386150956
187.0,192.0,764.463210364
120.0,157.0,280.174945347
68.0,197.0,171.33009076
159.0,174.0,441.376256724
1.0,4.0,399.170389683
152.0,152.0,0.0
25.0,142.0,756.825607389
101.0,155.0,584.143817908
11.0,111.0,684.328137665
34.0,196.0,556.231966
72.0,111.0,404.598566483
6.0,166.0,912.286139323
172.0,186.0,801.414374715
30.0,40.0,626.007188457
54.0,178.0,788.650746529
77.0,115.0,875.471301643
24.0,65.0,426.0
63.0,160.0,239.770723818
101.0,125.0,1284.85680136
100.0,182.0,944.170535444
161.0,184.0,771.245745531
71.0,78.0,514.125471067
110.0,133.0,823.969052817
111.0,180.0,388.289840197
43.0,60.0,628.313615959
42.0,69.0,166.973051718
134.0,149.0,873.615476053
29.0,97.0,566.562441395
67.0,178.0,805.820079174
5.0,95.0,471.640753116
90.0,113.0,734.006130765
53.0,107.0,426.825491272
76.0,188.0,247.681246767
14.0,194.0,326.989296461
124.0,144.0,70.7106781187
56.0,176.0,920.402629288
19.0,36.0,237.648900692
5.0,25.0,513.062374376
132.0,172.0,347.896536344
29.0,131.0,509.558632544
89.0,168.0,58.2151183113
15.0,80.0,961.573710123
76.0,98.0,995.26127223
38.0,73.0,302.001655625
85.0,156.0,791.106819589
18.0,39.0,318.311168513
4.0,86.0,611.062189961
42.0,161.0,754.499171636
132.0,137.0,810.262303208
28.0,76.0,661.60108827
51.0,149.0,261.323554239
165.0,165.0,0.0
166.0,198.0,499.376611387
98.0,136.0,687.991279014
99.0,161.0,729.098072964
47.0,65.0,68.6585755751
17.0,118.0,962.141881429
71.0,191.0,489.589624073
94.0,100.0,549.621688073
41.0,120.0,134.134261097
64.0,183.0,924.658315271
27.0,61.0,133.240384268
13.0,194.0,467.097420245
112.0,131.0,616.140406076
60.0,163.0,641.938470572
23.0,41.0,725.977961098
107.0,120.0,970.407131054
17.0,144.0,99.0201999594
93.0,165.0,706.476468115
40.0,79.0,967.777867075
3.0,69.0,192.626581759
64.0,85.0,566.361192173
73.0,137.0,779.775608749
8.0,97.0,649.06471172
22.0,82.0,581.237472983
83.0,96.0,436.835209204
46.0,84.0,93.4933152691
69.0,93.0,323.635597548
16.0,103.0,514.68825516
55.0,158.0,422.6819135
2.0,6.0,89.693923986
47.0,192.0,265.173528091
102.0,159.0,399.325681618
109.0,172.0,625.636475919
103.0,178.0,622.745533906
35.0,82.0,371.98521476
21.0,139.0,224.828823775
59.0,72.0,595.894285927
82.0,107.0,601.572938221
45.0,117.0,251.447807706
83.0,190.0,88.4590300648
113.0,169.0,722.795268385
68.0,170.0,448.793939353
31.0,38.0,408.592706739
182.0,182.0,0.0
95.0,105.0,548.362106641
116.0,190.0,802.200099726
48.0,182.0,941.408519188
11.0,58.0,458.428838534
49.0,195.0,308.081158139
58.0,115.0,506.811602077
96.0,162.0,318.454078322
149.0,152.0,702.692678203
81.0,178.0,842.449998516
44.0,66.0,221.472345904
7.0,78.0,428.477537334
5.0,116.0,359.289576804
68.0,72.0,516.003875954
129.0,196.0,366.203495341
77.0,134.0,966.541256233
24.0,46.0,925.376680061
10.0,65.0,323.692755557
87.0,109.0,417.958131874
125.0,154.0,435.827947704
20.0,26.0,503.358719007
43.0,139.0,292.984641236
81.0,92.0,688.98766317
157.0,159.0,410.862507416
90.0,162.0,397.997487429
91.0,135.0,224.859956417
39.0,95.0,242.621103781
9.0,152.0,730.540211077
63.0,85.0,542.517280831
87.0,179.0,563.848383876
57.0,132.0,425.865002084
170.0,173.0,465.96673701
119.0,194.0,379.710415975
104.0,169.0,597.575936597
52.0,137.0,947.299846933
62.0,102.0,624.724739385
100.0,189.0,444.527839398
137.0,141.0,927.502560643
86.0,120.0,646.578688173
56.0,59.0,731.557243146
19.0,177.0,376.62182624
88.0,99.0,775.092897658
65.0,179.0,375.378475675
28.0,33.0,504.485876908
13.0,163.0,411.870125161
14.0,116.0,462.615391011
165.0,200.0,900.245522066
38.0,78.0,568.876963851
95.0,197.0,604.974379623
8.0,13.0,668.161657086
122.0,183.0,719.973610628
32.0,147.0,87.2009174264
145.0,148.0,679.120755094
94.0,177.0,466.438634763
95.0,152.0,517.730624939
27.0,104.0,416.828501905
28.0,199.0,392.756922281
13.0,149.0,818.506566864
75.0,164.0,856.217262148
108.0,123.0,557.398421239
61.0,137.0,451.61488018
108.0,164.0,287.617801953
40.0,156.0,351.923287095
3.0,16.0,589.787249777
171.0,177.0,454.270844321
99.0,101.0,254.921556562
50.0,109.0,382.63559688
88.0,136.0,236.484671808
74.0,103.0,376.948272313
22.0,143.0,372.592270451
23.0,162.0,552.313316877
121.0,192.0,347.541364445
69.0,160.0,597.9272531
16.0,52.0,674.104591291
2.0,123.0,885.036722402
79.0,123.0,575.170409531
117.0,180.0,134.182711256
154.0,174.0,149.050327071
177.0,199.0,542.67209252
126.0,162.0,398.539834897
36.0,142.0,460.001086955
82.0,188.0,343.013119283
31.0,117.0,114.38968485
92.0,101.0,962.098747531
25.0,36.0,663.627907792
79.0,153.0,304.401051247
48.0,195.0,795.413100219
49.0,158.0,502.738500614
44.0,151.0,656.745003788
7.0,29.0,294.767705151
54.0,88.0,836.913376641
92.0,139.0,227.035239555
129.0,183.0,764.429198814
78.0,82.0,225.787510726
10.0,146.0,253.102745935
11.0,183.0,873.721351462
20.0,79.0,228.396584913
58.0,134.0,690.06811258
6.0,110.0,1062.86640741
7.0,195.0,155.630973781
67.0,108.0,789.000633713
105.0,161.0,1184.35889831
158.0,181.0,748.214541425
91.0,114.0,222.441003414
114.0,177.0,638.661099489
24.0,185.0,257.623756669
13.0,126.0,520.124023671
110.0,189.0,144.36758639
147.0,181.0,546.380819576
20.0,173.0,431.983795992
5.0,191.0,502.92345342
29.0,41.0,187.384631173
67.0,138.0,744.726795543
53.0,163.0,258.909250511
76.0,196.0,512.961012164
100.0,194.0,501.574520884
123.0,163.0,478.377466024
33.0,159.0,186.986630538
56.0,104.0,409.078232127
19.0,92.0,401.473535865
132.0,197.0,512.691915286
5.0,81.0,493.206853156
133.0,172.0,973.205528139
156.0,195.0,804.707400239
14.0,161.0,434.909185923
15.0,136.0,88.2779700718
8.0,90.0,77.4144689318
32.0,64.0,79.0569415042
71.0,97.0,411.02433018
109.0,174.0,77.2334124586
146.0,184.0,435.965594973
4.0,46.0,754.343423117
27.0,199.0,502.844906507
28.0,180.0,569.087866678
142.0,180.0,153.310143174
98.0,176.0,1024.23630086
151.0,190.0,891.585666103
8.0,184.0,400.824150969
84.0,131.0,456.005482423
47.0,121.0,225.623580328
17.0,62.0,925.533899973
71.0,135.0,79.649231007
41.0,176.0,155.540991382
155.0,168.0,636.22716069
49.0,175.0,931.684495953
127.0,188.0,169.799882214
37.0,132.0,322.218869714
60.0,107.0,647.475868276
23.0,81.0,273.766323714
46.0,178.0,55.0
84.0,97.0,520.038460116
70.0,84.0,813.600024582
2.0,172.0,1139.54113572
46.0,68.0,528.209238844
26.0,38.0,381.093164462
192.0,194.0,334.994029798
12.0,85.0,206.707522843
36.0,83.0,767.885408118
59.0,146.0,931.852456132
22.0,26.0,622.294142669
174.0,193.0,939.698887942
106.0,155.0,273.996350341
16.0,175.0,370.599514301
55.0,198.0,640.956316764
130.0,187.0,678.982326721
46.0,105.0,107.898100076
102.0,167.0,677.507195534
139.0,171.0,872.570914024
12.0,187.0,499.961998556
72.0,150.0,980.632448984
35.0,106.0,823.199246841
21.0,195.0,314.128954412
59.0,112.0,391.739709501
26.0,87.0,399.091468212
2.0,54.0,717.540939599
45.0,189.0,216.020832329
159.0,181.0,242.398432338
1.0,63.0,389.683204668
115.0,137.0,939.127254423
152.0,189.0,24.0416305603
25.0,177.0,637.913003473
48.0,126.0,355.316760089
11.0,66.0,665.751455124
34.0,161.0,1027.86185842
72.0,116.0,895.000558659
148.0,169.0,452.753796229
6.0,187.0,193.189026603
7.0,150.0,773.83783831
77.0,78.0,136.565002837
24.0,102.0,670.671305484
63.0,143.0,442.028279638
10.0,25.0,576.459885855
12.0,195.0,640.124987795
111.0,147.0,476.001050419
134.0,174.0,541.635486282
90.0,154.0,569.94122504
143.0,148.0,259.387740651
76.0,153.0,150.632001912
39.0,103.0,620.097572967
63.0,109.0,524.550283576
124.0,141.0,963.859429585
56.0,149.0,612.228715432
57.0,188.0,498.353288341
5.0,36.0,446.198386371
171.0,196.0,537.87730943
119.0,138.0,721.634949265
156.0,176.0,955.324552181
29.0,190.0,372.3922663
52.0,65.0,607.284118021
15.0,127.0,605.897681131
38.0,180.0,379.288808166
76.0,127.0,300.775663909
62.0,62.0,0.0
137.0,197.0,298.073816361
85.0,135.0,161.074516917
86.0,160.0,181.79383928
92.0,110.0,744.333930437
18.0,192.0,187.544661348
4.0,115.0,758.2908413
65.0,123.0,377.618855461
28.0,105.0,507.60713155
51.0,184.0,567.003527326
14.0,44.0,536.992551159
165.0,195.0,1048.49654267
8.0,197.0,45.8802789878
47.0,172.0,469.137506495
139.0,192.0,586.246535171
94.0,137.0,332.364258006
4.0,145.0,379.863133247
31.0,54.0,557.509641172
64.0,172.0,918.313671901
27.0,80.0,11.1803398875
51.0,86.0,542.064571799
13.0,86.0,633.369560367
127.0,195.0,205.548047911
112.0,152.0,472.78853624
60.0,152.0,643.038101515
61.0,177.0,521.176553579
175.0,185.0,846.482722801
107.0,159.0,376.175490961
144.0,163.0,388.479085666
17.0,171.0,1149.85651279
40.0,84.0,1087.62677422
3.0,104.0,310.54146261
26.0,139.0,507.385455054
64.0,74.0,126.178445069
50.0,53.0,201.201391645
45.0,187.0,974.672252606
74.0,191.0,229.139695383
22.0,183.0,544.893567589
173.0,185.0,258.089131891
46.0,57.0,635.560382655
69.0,120.0,446.448205283
16.0,124.0,749.022029049
70.0,195.0,574.575495475
55.0,181.0,654.639595503
2.0,35.0,317.014195266
153.0,181.0,635.645341366
12.0,200.0,198.123698734
45.0,150.0,197.570240674
35.0,185.0,597.101331434
36.0,198.0,657.778838212
82.0,132.0,456.303626985
135.0,146.0,366.305883109
83.0,165.0,1199.17680098
68.0,183.0,665.227780538
31.0,77.0,499.196354153
55.0,91.0,710.133086118
25.0,28.0,604.828901426
48.0,139.0,657.836605853
148.0,196.0,242.687041269
49.0,166.0,645.135644652
163.0,170.0,536.680538123
58.0,92.0,377.001326258
96.0,135.0,73.8241153012
44.0,95.0,229.019649812
7.0,101.0,748.054142426
30.0,158.0,48.3011387029
68.0,85.0,554.633212132
128.0,130.0,637.200910232
78.0,138.0,675.00074074
10.0,170.0,733.562539938
176.0,190.0,298.733995387
34.0,52.0,677.846590314
96.0,146.0,413.813967865
185.0,192.0,454.942853554
58.0,190.0,340.036762718
43.0,174.0,437.275656766
81.0,119.0,832.685414788
157.0,186.0,400.649472731
128.0,195.0,216.300716596
91.0,186.0,398.131887696
1.0,75.0,683.006588548
39.0,186.0,618.728534981
33.0,101.0,576.003472212
87.0,174.0,491.210749068
56.0,194.0,470.396641144
110.0,117.0,308.779856856
57.0,111.0,332.054212441
170.0,182.0,1039.95096038
43.0,76.0,456.01863997
54.0,58.0,384.033852674
195.0,198.0,344.419801986
15.0,34.0,967.456975788
53.0,155.0,65.9696900099
167.0,167.0,0.0
62.0,75.0,706.310130184
100.0,154.0,637.706045134
137.0,144.0,700.548356646
86.0,93.0,667.892206872
18.0,149.0,453.176566031
19.0,148.0,221.984233674
132.0,157.0,538.487697167
66.0,137.0,695.50700931
14.0,153.0,710.65955281
15.0,192.0,428.439027167
38.0,75.0,776.186189004
75.0,93.0,249.162597514
8.0,18.0,295.418347433
62.0,165.0,275.486841791
122.0,144.0,735.546055662
32.0,136.0,791.400025272
145.0,175.0,960.577430507
95.0,167.0,524.000954198
27.0,143.0,546.58668114
37.0,122.0,591.244450291
75.0,187.0,853.250256373
80.0,84.0,789.623961136
98.0,120.0,1031.85124897
61.0,100.0,602.655788987
84.0,187.0,189.23530326
47.0,49.0,474.237282381
198.0,199.0,317.605100715
40.0,161.0,50.2493781056
3.0,55.0,642.411861659
41.0,136.0,586.819392999
140.0,196.0,505.099000197
13.0,82.0,474.658824842
141.0,157.0,774.406224149
164.0,194.0,141.693330824
97.0,161.0,679.338648981
23.0,153.0,790.545381367
70.0,156.0,385.845824132
2.0,148.0,948.34645568
79.0,102.0,144.474911317
26.0,30.0,292.479059079
12.0,29.0,367.021797718
50.0,168.0,434.940225778
35.0,196.0,560.292780607
30.0,121.0,736.36947248
36.0,107.0,427.534793906
31.0,144.0,756.07208651
34.0,100.0,570.456834476
25.0,79.0,140.014284985
79.0,132.0,466.168424499
102.0,111.0,352.279718406
49.0,113.0,398.628900106
72.0,174.0,232.174503337
105.0,131.0,623.082659043
81.0,108.0,824.942422233
186.0,186.0,0.0
44.0,172.0,625.335909732
7.0,56.0,699.503395274
120.0,186.0,274.870878778
54.0,125.0,1112.90475783
92.0,160.0,432.477745092
129.0,170.0,810.63431953
78.0,119.0,363.319418694
101.0,190.0,787.939718506
11.0,138.0,735.43524528
81.0,194.0,468.773932722
67.0,115.0,878.728627052
105.0,196.0,563.48913033
91.0,105.0,526.051328294
54.0,159.0,605.655017316
114.0,138.0,547.588349036
24.0,94.0,639.550623485
34.0,72.0,652.966308472
63.0,199.0,652.200122662
110.0,166.0,172.351385257
147.0,152.0,945.419483616
20.0,138.0,529.555473959
29.0,68.0,579.34877233
67.0,145.0,270.933571194
53.0,78.0,331.122333889
76.0,161.0,1131.60638033
39.0,47.0,313.359218789
123.0,134.0,176.309387158
124.0,181.0,582.526394252
9.0,143.0,265.016980588
56.0,77.0,756.255247916
19.0,67.0,624.663909635
42.0,96.0,178.709261092
5.0,124.0,628.621507745
133.0,183.0,951.20344827
66.0,122.0,667.959579615
89.0,139.0,203.216633178
52.0,57.0,695.45740344
15.0,183.0,522.524640567
80.0,121.0,685.84910877
85.0,191.0,666.739079401
32.0,37.0,280.315893235
71.0,124.0,458.193190696
4.0,75.0,285.539839602
42.0,130.0,562.665975513
118.0,185.0,968.61395819
9.0,179.0,84.5340168216
28.0,81.0,416.581324593
98.0,173.0,702.481316478
8.0,157.0,382.106006234
80.0,94.0,14.4222051019
47.0,100.0,339.212322889
17.0,81.0,1050.58888248
71.0,162.0,292.10443338
41.0,91.0,505.593710404
64.0,148.0,666.406032386
179.0,197.0,355.069007377
127.0,155.0,705.761999544
112.0,160.0,463.893306699
60.0,64.0,908.366666055
23.0,76.0,778.257026952
46.0,151.0,804.299073728
70.0,105.0,794.269475682
93.0,136.0,963.606247385
40.0,44.0,920.195631374
3.0,160.0,790.282228068
26.0,195.0,618.256419295
33.0,200.0,583.781637258
73.0,164.0,192.093727123
36.0,56.0,393.451394711
59.0,137.0,335.410196625
22.0,127.0,524.798056399
83.0,127.0,216.633330769
