storeid,HealthyStore,StoreSize,StoreLayout,customerID,gender,WhoShoppingFor,Vegetarian,ShoppingStyle,CouponUser,week,CouponSequence,CarryOver,CouponValue,AmountSpent
28,Regular store,Large,No emphasis,4821-XXXLR,Male,Self,No,Often; what's on sale,From both,3,"2,4,1,3",4,00 No value,102.58
28,Regular store,Large,No emphasis,4821-XXXLR,Male,Self,No,Often; what's on sale,From both,4,"2,4,1,3",1,15 percent,119.59
28,Regular store,Large,No emphasis,8677-HQVKZ,Male,Self and spouse,Yes,Weekly; similar items,No,1,"2,4,1,3",0,05 percent,113.24
28,Regular store,Large,No emphasis,8677-HQVKZ,Male,Self and spouse,Yes,Weekly; similar items,No,2,"2,4,1,3",2,25 percent,107.83
28,Regular store,Large,No emphasis,8677-HQVKZ,Male,Self and spouse,Yes,Weekly; similar items,No,3,"2,4,1,3",4,00 No value,100.11
28,Regular store,Large,No emphasis,8677-HQVKZ,Male,Self and spouse,Yes,Weekly; similar items,No,4,"2,4,1,3",1,15 percent,120.13
29,Regular store,Medium,No emphasis,8250-GQQTR,Male,Self and family,Yes,Weekly; similar items,From mailings,1,"4,3,2,1",0,25 percent,189.62
29,Regular store,Medium,No emphasis,8250-GQQTR,Male,Self and family,Yes,Weekly; similar items,From mailings,2,"4,3,2,1",4,15 percent,168.04
29,Regular store,Medium,No emphasis,8250-GQQTR,Male,Self and family,Yes,Weekly; similar items,From mailings,3,"4,3,2,1",3,05 percent,162.65
29,Regular store,Medium,No emphasis,8250-GQQTR,Male,Self and family,Yes,Weekly; similar items,From mailings,4,"4,3,2,1",2,00 No value,158.14
29,Regular store,Medium,No emphasis,9217-EGXXI,Male,Self and spouse,No,Biweekly; in bulk,From mailings,1,"2,4,1,3",0,05 percent,0
29,Regular store,Medium,No emphasis,9217-EGXXI,Male,Self and spouse,No,Biweekly; in bulk,From mailings,2,"2,4,1,3",2,25 percent,243.51
29,Regular store,Medium,No emphasis,9217-EGXXI,Male,Self and spouse,No,Biweekly; in bulk,From mailings,3,"2,4,1,3",4,00 No value,0
29,Regular store,Medium,No emphasis,9217-EGXXI,Male,Self and spouse,No,Biweekly; in bulk,From mailings,4,"2,4,1,3",1,15 percent,231.61
29,Regular store,Medium,No emphasis,4500-WNZKL,Male,Self,No,Weekly; similar items,From both,1,"2,4,1,3",0,05 percent,123.39
29,Regular store,Medium,No emphasis,4500-WNZKL,Male,Self,No,Weekly; similar items,From both,2,"2,4,1,3",2,25 percent,117.33
29,Regular store,Medium,No emphasis,4500-WNZKL,Male,Self,No,Weekly; similar items,From both,3,"2,4,1,3",4,00 No value,113.96
29,Regular store,Medium,No emphasis,4500-WNZKL,Male,Self,No,Weekly; similar items,From both,4,"2,4,1,3",1,15 percent,120.67
29,Regular store,Medium,No emphasis,1696-KMZNN,Female,Self and family,No,Weekly; similar items,No,1,"2,4,1,3",0,05 percent,118.73
29,Regular store,Medium,No emphasis,1696-KMZNN,Female,Self and family,No,Weekly; similar items,No,2,"2,4,1,3",2,25 percent,121.8
29,Regular store,Medium,No emphasis,1696-KMZNN,Female,Self and family,No,Weekly; similar items,No,3,"2,4,1,3",4,00 No value,116.85
29,Regular store,Medium,No emphasis,1696-KMZNN,Female,Self and family,No,Weekly; similar items,No,4,"2,4,1,3",1,15 percent,111.85
29,Regular store,Medium,No emphasis,6140-WYMHE,Male,Self,No,Weekly; similar items,No,1,"4,3,2,1",0,25 percent,95.85
29,Regular store,Medium,No emphasis,6140-WYMHE,Male,Self,No,Weekly; similar items,No,2,"4,3,2,1",4,15 percent,98.92
29,Regular store,Medium,No emphasis,6140-WYMHE,Male,Self,No,Weekly; similar items,No,3,"4,3,2,1",3,05 percent,97.27
29,Regular store,Medium,No emphasis,6140-WYMHE,Male,Self,No,Weekly; similar items,No,4,"4,3,2,1",2,00 No value,99.56
29,Regular store,Medium,No emphasis,5913-ACWGC,Female,Self,No,Biweekly; in bulk,No,1,"3,1,4,2",0,15 percent,0
29,Regular store,Medium,No emphasis,5913-ACWGC,Female,Self,No,Biweekly; in bulk,No,2,"3,1,4,2",3,00 No value,148.55
29,Regular store,Medium,No emphasis,5913-ACWGC,Female,Self,No,Biweekly; in bulk,No,3,"3,1,4,2",1,25 percent,0
29,Regular store,Medium,No emphasis,5913-ACWGC,Female,Self,No,Biweekly; in bulk,No,4,"3,1,4,2",4,05 percent,154.04
29,Regular store,Medium,No emphasis,5511-JOUNL,Male,Self,No,Weekly; similar items,From mailings,1,"2,4,1,3",0,05 percent,106.33
29,Regular store,Medium,No emphasis,5511-JOUNL,Male,Self,No,Weekly; similar items,From mailings,2,"2,4,1,3",2,25 percent,116.58
29,Regular store,Medium,No emphasis,5511-JOUNL,Male,Self,No,Weekly; similar items,From mailings,3,"2,4,1,3",4,00 No value,87.59
29,Regular store,Medium,No emphasis,5511-JOUNL,Male,Self,No,Weekly; similar items,From mailings,4,"2,4,1,3",1,15 percent,110.23
29,Regular store,Medium,No emphasis,3339-ZQCRR,Male,Self,No,Weekly; similar items,No,1,"4,3,2,1",0,25 percent,97.39
29,Regular store,Medium,No emphasis,3339-ZQCRR,Male,Self,No,Weekly; similar items,No,2,"4,3,2,1",4,15 percent,91.24
29,Regular store,Medium,No emphasis,3339-ZQCRR,Male,Self,No,Weekly; similar items,No,3,"4,3,2,1",3,05 percent,103.2
29,Regular store,Medium,No emphasis,3339-ZQCRR,Male,Self,No,Weekly; similar items,No,4,"4,3,2,1",2,00 No value,94.55
30,Regular store,Large,No emphasis,6978-UTFEZ,Male,Self and spouse,No,Weekly; similar items,From mailings,1,"2,4,1,3",0,05 percent,107.81
30,Regular store,Large,No emphasis,6978-UTFEZ,Male,Self and spouse,No,Weekly; similar items,From mailings,2,"2,4,1,3",2,25 percent,120.74
30,Regular store,Large,No emphasis,6978-UTFEZ,Male,Self and spouse,No,Weekly; similar items,From mailings,3,"2,4,1,3",4,00 No value,98.64
30,Regular store,Large,No emphasis,6978-UTFEZ,Male,Self and spouse,No,Weekly; similar items,From mailings,4,"2,4,1,3",1,15 percent,108.42
30,Regular store,Large,No emphasis,3332-QSUPA,Male,Self and family,No,Weekly; similar items,From newspaper,1,"2,4,1,3",0,05 percent,172.06
30,Regular store,Large,No emphasis,3332-QSUPA,Male,Self and family,No,Weekly; similar items,From newspaper,2,"2,4,1,3",2,25 percent,163.54
30,Regular store,Large,No emphasis,3332-QSUPA,Male,Self and family,No,Weekly; similar items,From newspaper,3,"2,4,1,3",4,00 No value,152.16
30,Regular store,Large,No emphasis,3332-QSUPA,Male,Self and family,No,Weekly; similar items,From newspaper,4,"2,4,1,3",1,15 percent,148.81
30,Regular store,Large,No emphasis,5477-PRHTB,Male,Self,No,Weekly; similar items,No,1,"3,1,4,2",0,15 percent,86.12
30,Regular store,Large,No emphasis,5477-PRHTB,Male,Self,No,Weekly; similar items,No,2,"3,1,4,2",3,00 No value,82.01
30,Regular store,Large,No emphasis,5477-PRHTB,Male,Self,No,Weekly; similar items,No,3,"3,1,4,2",1,25 percent,79.62
30,Regular store,Large,No emphasis,5477-PRHTB,Male,Self,No,Weekly; similar items,No,4,"3,1,4,2",4,05 percent,83.71
30,Regular store,Large,No emphasis,8751-BHXVJ,Female,Self and spouse,No,Weekly; similar items,From mailings,1,"2,4,1,3",0,05 percent,126.05
30,Regular store,Large,No emphasis,8751-BHXVJ,Female,Self and spouse,No,Weekly; similar items,From mailings,2,"2,4,1,3",2,25 percent,141.67
30,Regular store,Large,No emphasis,8751-BHXVJ,Female,Self and spouse,No,Weekly; similar items,From mailings,3,"2,4,1,3",4,00 No value,103.55
30,Regular store,Large,No emphasis,8751-BHXVJ,Female,Self and spouse,No,Weekly; similar items,From mailings,4,"2,4,1,3",1,15 percent,142.39
30,Regular store,Large,No emphasis,5106-AGEJR,Female,Self and spouse,No,Weekly; similar items,No,1,"4,3,2,1",0,25 percent,136.9
30,Regular store,Large,No emphasis,5106-AGEJR,Female,Self and spouse,No,Weekly; similar items,No,2,"4,3,2,1",4,15 percent,134.91
30,Regular store,Large,No emphasis,5106-AGEJR,Female,Self and spouse,No,Weekly; similar items,No,3,"4,3,2,1",3,05 percent,113.41
30,Regular store,Large,No emphasis,5106-AGEJR,Female,Self and spouse,No,Weekly; similar items,No,4,"4,3,2,1",2,00 No value,134.83
30,Regular store,Large,No emphasis,3599-CXEWS,Male,Self,No,Weekly; similar items,From both,1,"3,1,4,2",0,15 percent,122.38
30,Regular store,Large,No emphasis,3599-CXEWS,Male,Self,No,Weekly; similar items,From both,2,"3,1,4,2",3,00 No value,92.49
30,Regular store,Large,No emphasis,3599-CXEWS,Male,Self,No,Weekly; similar items,From both,3,"3,1,4,2",1,25 percent,119.84
30,Regular store,Large,No emphasis,3599-CXEWS,Male,Self,No,Weekly; similar items,From both,4,"3,1,4,2",4,05 percent,91.45
30,Regular store,Large,No emphasis,7352-BLYBV,Female,Self and spouse,No,Often; what's on sale,From both,1,"3,1,4,2",0,15 percent,149.11
30,Regular store,Large,No emphasis,7352-BLYBV,Female,Self and spouse,No,Often; what's on sale,From both,2,"3,1,4,2",3,00 No value,118.22
30,Regular store,Large,No emphasis,7352-BLYBV,Female,Self and spouse,No,Often; what's on sale,From both,3,"3,1,4,2",1,25 percent,158.87
30,Regular store,Large,No emphasis,7352-BLYBV,Female,Self and spouse,No,Often; what's on sale,From both,4,"3,1,4,2",4,05 percent,127.2
30,Regular store,Large,No emphasis,1902-EUYOR,Female,Self,No,Weekly; similar items,From newspaper,1,"4,3,2,1",0,25 percent,114.5
30,Regular store,Large,No emphasis,1902-EUYOR,Female,Self,No,Weekly; similar items,From newspaper,2,"4,3,2,1",4,15 percent,104.95
30,Regular store,Large,No emphasis,1902-EUYOR,Female,Self,No,Weekly; similar items,From newspaper,3,"4,3,2,1",3,05 percent,95.85
30,Regular store,Large,No emphasis,1902-EUYOR,Female,Self,No,Weekly; similar items,From newspaper,4,"4,3,2,1",2,00 No value,91.3
31,Regular store,Large,Emphasizes deli,2392-HINIG,Male,Self,No,Often; what's on sale,From both,1,"2,4,1,3",0,05 percent,117.52
31,Regular store,Large,Emphasizes deli,2392-HINIG,Male,Self,No,Often; what's on sale,From both,2,"2,4,1,3",2,25 percent,128.22
31,Regular store,Large,Emphasizes deli,2392-HINIG,Male,Self,No,Often; what's on sale,From both,3,"2,4,1,3",4,00 No value,103.21
31,Regular store,Large,Emphasizes deli,2392-HINIG,Male,Self,No,Often; what's on sale,From both,4,"2,4,1,3",1,15 percent,126.6
31,Regular store,Large,Emphasizes deli,9752-XXOFT,Male,Self and spouse,No,Often; what's on sale,From mailings,1,"3,1,4,2",0,15 percent,133.07
31,Regular store,Large,Emphasizes deli,9752-XXOFT,Male,Self and spouse,No,Often; what's on sale,From mailings,2,"3,1,4,2",3,00 No value,94.65
31,Regular store,Large,Emphasizes deli,9752-XXOFT,Male,Self and spouse,No,Often; what's on sale,From mailings,3,"3,1,4,2",1,25 percent,126.2
31,Regular store,Large,Emphasizes deli,9752-XXOFT,Male,Self and spouse,No,Often; what's on sale,From mailings,4,"3,1,4,2",4,05 percent,109.4
31,Regular store,Large,Emphasizes deli,8232-SMARW,Male,Self,Yes,Often; what's on sale,From mailings,1,"2,4,1,3",0,05 percent,124.97
31,Regular store,Large,Emphasizes deli,8232-SMARW,Male,Self,Yes,Often; what's on sale,From mailings,2,"2,4,1,3",2,25 percent,132.9
31,Regular store,Large,Emphasizes deli,8232-SMARW,Male,Self,Yes,Often; what's on sale,From mailings,3,"2,4,1,3",4,00 No value,110.4
31,Regular store,Large,Emphasizes deli,8232-SMARW,Male,Self,Yes,Often; what's on sale,From mailings,4,"2,4,1,3",1,15 percent,120.35
31,Regular store,Large,Emphasizes deli,1109-EEOTV,Male,Self,No,Weekly; similar items,From newspaper,1,"2,4,1,3",0,05 percent,113.44
31,Regular store,Large,Emphasizes deli,1109-EEOTV,Male,Self,No,Weekly; similar items,From newspaper,2,"2,4,1,3",2,25 percent,111.9
31,Regular store,Large,Emphasizes deli,1109-EEOTV,Male,Self,No,Weekly; similar items,From newspaper,3,"2,4,1,3",4,00 No value,94.58
31,Regular store,Large,Emphasizes deli,1109-EEOTV,Male,Self,No,Weekly; similar items,From newspaper,4,"2,4,1,3",1,15 percent,114.39
31,Regular store,Large,Emphasizes deli,5385-GDIZH,Male,Self and spouse,No,Weekly; similar items,From mailings,1,"4,3,2,1",0,25 percent,162.99
31,Regular store,Large,Emphasizes deli,5385-GDIZH,Male,Self and spouse,No,Weekly; similar items,From mailings,2,"4,3,2,1",4,15 percent,136.64
31,Regular store,Large,Emphasizes deli,5385-GDIZH,Male,Self and spouse,No,Weekly; similar items,From mailings,3,"4,3,2,1",3,05 percent,136.45
31,Regular store,Large,Emphasizes deli,5385-GDIZH,Male,Self and spouse,No,Weekly; similar items,From mailings,4,"4,3,2,1",2,00 No value,128.23
31,Regular store,Large,Emphasizes deli,6299-JPWOA,Female,Self and spouse,No,Often; what's on sale,From both,1,"2,4,1,3",0,05 percent,132.87
31,Regular store,Large,Emphasizes deli,6299-JPWOA,Female,Self and spouse,No,Often; what's on sale,From both,2,"2,4,1,3",2,25 percent,170.3
31,Regular store,Large,Emphasizes deli,6299-JPWOA,Female,Self and spouse,No,Often; what's on sale,From both,3,"2,4,1,3",4,00 No value,127.82
31,Regular store,Large,Emphasizes deli,6299-JPWOA,Female,Self and spouse,No,Often; what's on sale,From both,4,"2,4,1,3",1,15 percent,153.44
32,Regular store,Medium,Emphasizes deli,9798-NKEXJ,Female,Self and spouse,No,Weekly; similar items,No,1,"2,4,1,3",0,05 percent,124.07
32,Regular store,Medium,Emphasizes deli,9798-NKEXJ,Female,Self and spouse,No,Weekly; similar items,No,2,"2,4,1,3",2,25 percent,132.25
32,Regular store,Medium,Emphasizes deli,9798-NKEXJ,Female,Self and spouse,No,Weekly; similar items,No,3,"2,4,1,3",4,00 No value,119.99
32,Regular store,Medium,Emphasizes deli,9798-NKEXJ,Female,Self and spouse,No,Weekly; similar items,No,4,"2,4,1,3",1,15 percent,124.07
32,Regular store,Medium,Emphasizes deli,8542-CZRFE,Female,Self,No,Weekly; similar items,From mailings,1,"3,1,4,2",0,15 percent,108.63
32,Regular store,Medium,Emphasizes deli,8542-CZRFE,Female,Self,No,Weekly; similar items,From mailings,2,"3,1,4,2",3,00 No value,82.35
32,Regular store,Medium,Emphasizes deli,8542-CZRFE,Female,Self,No,Weekly; similar items,From mailings,3,"3,1,4,2",1,25 percent,112.7
32,Regular store,Medium,Emphasizes deli,8542-CZRFE,Female,Self,No,Weekly; similar items,From mailings,4,"3,1,4,2",4,05 percent,89.54
32,Regular store,Medium,Emphasizes deli,6083-KZVUY,Male,Self,No,Weekly; similar items,From both,1,"3,1,4,2",0,15 percent,126.61
32,Regular store,Medium,Emphasizes deli,6083-KZVUY,Male,Self,No,Weekly; similar items,From both,2,"3,1,4,2",3,00 No value,104.44
32,Regular store,Medium,Emphasizes deli,6083-KZVUY,Male,Self,No,Weekly; similar items,From both,3,"3,1,4,2",1,25 percent,130.54
32,Regular store,Medium,Emphasizes deli,6083-KZVUY,Male,Self,No,Weekly; similar items,From both,4,"3,1,4,2",4,05 percent,108.98
32,Regular store,Medium,Emphasizes deli,9121-KDYHM,Male,Self and spouse,No,Often; what's on sale,From mailings,1,"2,4,1,3",0,05 percent,112.02
32,Regular store,Medium,Emphasizes deli,9121-KDYHM,Male,Self and spouse,No,Often; what's on sale,From mailings,2,"2,4,1,3",2,25 percent,128.34
32,Regular store,Medium,Emphasizes deli,9121-KDYHM,Male,Self and spouse,No,Often; what's on sale,From mailings,3,"2,4,1,3",4,00 No value,112.48
32,Regular store,Medium,Emphasizes deli,9121-KDYHM,Male,Self and spouse,No,Often; what's on sale,From mailings,4,"2,4,1,3",1,15 percent,119.58
32,Regular store,Medium,Emphasizes deli,4197-IYTMT,Male,Self,No,Often; what's on sale,No,1,"1,2,3,4",0,00 No value,90.12
32,Regular store,Medium,Emphasizes deli,4197-IYTMT,Male,Self,No,Often; what's on sale,No,2,"1,2,3,4",1,05 percent,89.8
32,Regular store,Medium,Emphasizes deli,4197-IYTMT,Male,Self,No,Often; what's on sale,No,3,"1,2,3,4",2,15 percent,92.56
32,Regular store,Medium,Emphasizes deli,4197-IYTMT,Male,Self,No,Often; what's on sale,No,4,"1,2,3,4",3,25 percent,95.26
33,Marketed as health food store,Small,No emphasis,4573-FMIXW,Female,Self and spouse,Yes,Biweekly; in bulk,From newspaper,1,"2,4,1,3",0,05 percent,131.65
33,Marketed as health food store,Small,No emphasis,4573-FMIXW,Female,Self and spouse,Yes,Biweekly; in bulk,From newspaper,2,"2,4,1,3",2,25 percent,11.33
33,Marketed as health food store,Small,No emphasis,4573-FMIXW,Female,Self and spouse,Yes,Biweekly; in bulk,From newspaper,3,"2,4,1,3",4,00 No value,123.57
33,Marketed as health food store,Small,No emphasis,4573-FMIXW,Female,Self and spouse,Yes,Biweekly; in bulk,From newspaper,4,"2,4,1,3",1,15 percent,10.79
33,Marketed as health food store,Small,No emphasis,5165-IAKXZ,Male,Self,Yes,Often; what's on sale,From mailings,1,"3,1,4,2",0,15 percent,120.97
33,Marketed as health food store,Small,No emphasis,5165-IAKXZ,Male,Self,Yes,Often; what's on sale,From mailings,2,"3,1,4,2",3,00 No value,85.67
33,Marketed as health food store,Small,No emphasis,5165-IAKXZ,Male,Self,Yes,Often; what's on sale,From mailings,3,"3,1,4,2",1,25 percent,122.37
33,Marketed as health food store,Small,No emphasis,5165-IAKXZ,Male,Self,Yes,Often; what's on sale,From mailings,4,"3,1,4,2",4,05 percent,89.23
33,Marketed as health food store,Small,No emphasis,0745-GEJMP,Male,Self,No,Often; what's on sale,From newspaper,1,"3,1,4,2",0,15 percent,110.61
33,Marketed as health food store,Small,No emphasis,0745-GEJMP,Male,Self,No,Often; what's on sale,From newspaper,2,"3,1,4,2",3,00 No value,87.96
33,Marketed as health food store,Small,No emphasis,0745-GEJMP,Male,Self,No,Often; what's on sale,From newspaper,3,"3,1,4,2",1,25 percent,111.06
33,Marketed as health food store,Small,No emphasis,0745-GEJMP,Male,Self,No,Often; what's on sale,From newspaper,4,"3,1,4,2",4,05 percent,96.69
33,Marketed as health food store,Small,No emphasis,4785-UTKYX,Male,Self,No,Biweekly; in bulk,No,1,"4,3,2,1",0,25 percent,134.73
33,Marketed as health food store,Small,No emphasis,4785-UTKYX,Male,Self,No,Biweekly; in bulk,No,2,"4,3,2,1",4,15 percent,0
33,Marketed as health food store,Small,No emphasis,4785-UTKYX,Male,Self,No,Biweekly; in bulk,No,3,"4,3,2,1",3,05 percent,135.91
33,Marketed as health food store,Small,No emphasis,4785-UTKYX,Male,Self,No,Biweekly; in bulk,No,4,"4,3,2,1",2,00 No value,0
34,Regular store,Large,No emphasis,2837-TKOOV,Female,Self,No,Biweekly; in bulk,From mailings,1,"1,2,3,4",0,00 No value,0
34,Regular store,Large,No emphasis,2837-TKOOV,Female,Self,No,Biweekly; in bulk,From mailings,2,"1,2,3,4",1,05 percent,199.56
34,Regular store,Large,No emphasis,2837-TKOOV,Female,Self,No,Biweekly; in bulk,From mailings,3,"1,2,3,4",2,15 percent,0
34,Regular store,Large,No emphasis,2837-TKOOV,Female,Self,No,Biweekly; in bulk,From mailings,4,"1,2,3,4",3,25 percent,207.07
34,Regular store,Large,No emphasis,9998-RDTWP,Female,Self and spouse,No,Often; what's on sale,From both,1,"3,1,4,2",0,15 percent,161.39
34,Regular store,Large,No emphasis,9998-RDTWP,Female,Self and spouse,No,Often; what's on sale,From both,2,"3,1,4,2",3,00 No value,123.68
34,Regular store,Large,No emphasis,9998-RDTWP,Female,Self and spouse,No,Often; what's on sale,From both,3,"3,1,4,2",1,25 percent,173.42
34,Regular store,Large,No emphasis,9998-RDTWP,Female,Self and spouse,No,Often; what's on sale,From both,4,"3,1,4,2",4,05 percent,147.56
34,Regular store,Large,No emphasis,2880-LHCAX,Female,Self and spouse,No,Weekly; similar items,From mailings,1,"4,3,2,1",0,25 percent,136.61
34,Regular store,Large,No emphasis,2880-LHCAX,Female,Self and spouse,No,Weekly; similar items,From mailings,2,"4,3,2,1",4,15 percent,132.36
34,Regular store,Large,No emphasis,2880-LHCAX,Female,Self and spouse,No,Weekly; similar items,From mailings,3,"4,3,2,1",3,05 percent,120.7
34,Regular store,Large,No emphasis,2880-LHCAX,Female,Self and spouse,No,Weekly; similar items,From mailings,4,"4,3,2,1",2,00 No value,119.81
34,Regular store,Large,No emphasis,1079-UMAET,Female,Self and family,No,Weekly; similar items,From newspaper,1,"2,4,1,3",0,05 percent,161.43
34,Regular store,Large,No emphasis,1079-UMAET,Female,Self and family,No,Weekly; similar items,From newspaper,2,"2,4,1,3",2,25 percent,157.35
34,Regular store,Large,No emphasis,1079-UMAET,Female,Self and family,No,Weekly; similar items,From newspaper,3,"2,4,1,3",4,00 No value,136.13
34,Regular store,Large,No emphasis,1079-UMAET,Female,Self and family,No,Weekly; similar items,From newspaper,4,"2,4,1,3",1,15 percent,162.83
34,Regular store,Large,No emphasis,5633-COIPU,Male,Self,No,Often; what's on sale,From mailings,1,"1,2,3,4",0,00 No value,101.03
34,Regular store,Large,No emphasis,5633-COIPU,Male,Self,No,Often; what's on sale,From mailings,2,"1,2,3,4",1,05 percent,108.05
34,Regular store,Large,No emphasis,5633-COIPU,Male,Self,No,Often; what's on sale,From mailings,3,"1,2,3,4",2,15 percent,112.41
34,Regular store,Large,No emphasis,5633-COIPU,Male,Self,No,Often; what's on sale,From mailings,4,"1,2,3,4",3,25 percent,118.99
34,Regular store,Large,No emphasis,0579-YXFEK,Female,Self and spouse,No,Weekly; similar items,From both,1,"1,2,3,4",0,00 No value,129.27
34,Regular store,Large,No emphasis,0579-YXFEK,Female,Self and spouse,No,Weekly; similar items,From both,2,"1,2,3,4",1,05 percent,137.09
34,Regular store,Large,No emphasis,0579-YXFEK,Female,Self and spouse,No,Weekly; similar items,From both,3,"1,2,3,4",2,15 percent,134.91
34,Regular store,Large,No emphasis,0579-YXFEK,Female,Self and spouse,No,Weekly; similar items,From both,4,"1,2,3,4",3,25 percent,151.11
35,Regular store,Large,Emphasizes produce,3238-SINJZ,Male,Self and family,No,Weekly; similar items,No,1,"3,1,4,2",0,15 percent,139.11
35,Regular store,Large,Emphasizes produce,3238-SINJZ,Male,Self and family,No,Weekly; similar items,No,2,"3,1,4,2",3,00 No value,114.86
35,Regular store,Large,Emphasizes produce,3238-SINJZ,Male,Self and family,No,Weekly; similar items,No,3,"3,1,4,2",1,25 percent,138.67
35,Regular store,Large,Emphasizes produce,3238-SINJZ,Male,Self and family,No,Weekly; similar items,No,4,"3,1,4,2",4,05 percent,137.61
35,Regular store,Large,Emphasizes produce,0703-LWUHG,Male,Self and spouse,No,Weekly; similar items,From newspaper,1,"4,3,2,1",0,25 percent,167.45
35,Regular store,Large,Emphasizes produce,0703-LWUHG,Male,Self and spouse,No,Weekly; similar items,From newspaper,2,"4,3,2,1",4,15 percent,158.06
35,Regular store,Large,Emphasizes produce,0703-LWUHG,Male,Self and spouse,No,Weekly; similar items,From newspaper,3,"4,3,2,1",3,05 percent,143.37
35,Regular store,Large,Emphasizes produce,0703-LWUHG,Male,Self and spouse,No,Weekly; similar items,From newspaper,4,"4,3,2,1",2,00 No value,144.84
35,Regular store,Large,Emphasizes produce,9074-YQGRY,Male,Self and spouse,No,Weekly; similar items,From mailings,1,"1,2,3,4",0,00 No value,107.04
35,Regular store,Large,Emphasizes produce,9074-YQGRY,Male,Self and spouse,No,Weekly; similar items,From mailings,2,"1,2,3,4",1,05 percent,135.07
35,Regular store,Large,Emphasizes produce,9074-YQGRY,Male,Self and spouse,No,Weekly; similar items,From mailings,3,"1,2,3,4",2,15 percent,128.75
35,Regular store,Large,Emphasizes produce,9074-YQGRY,Male,Self and spouse,No,Weekly; similar items,From mailings,4,"1,2,3,4",3,25 percent,126.59
35,Regular store,Large,Emphasizes produce,0342-HPZMB,Male,Self and spouse,Yes,Biweekly; in bulk,From mailings,1,"1,2,3,4",0,00 No value,232.94
35,Regular store,Large,Emphasizes produce,0342-HPZMB,Male,Self and spouse,Yes,Biweekly; in bulk,From mailings,2,"1,2,3,4",1,05 percent,0
35,Regular store,Large,Emphasizes produce,0342-HPZMB,Male,Self and spouse,Yes,Biweekly; in bulk,From mailings,3,"1,2,3,4",2,15 percent,261.24
35,Regular store,Large,Emphasizes produce,0342-HPZMB,Male,Self and spouse,Yes,Biweekly; in bulk,From mailings,4,"1,2,3,4",3,25 percent,0
35,Regular store,Large,Emphasizes produce,3930-TEBUF,Female,Self,No,Often; what's on sale,From both,1,"1,2,3,4",0,00 No value,107.99
35,Regular store,Large,Emphasizes produce,3930-TEBUF,Female,Self,No,Often; what's on sale,From both,2,"1,2,3,4",1,05 percent,113.17
35,Regular store,Large,Emphasizes produce,3930-TEBUF,Female,Self,No,Often; what's on sale,From both,3,"1,2,3,4",2,15 percent,120.68
35,Regular store,Large,Emphasizes produce,3930-TEBUF,Female,Self,No,Often; what's on sale,From both,4,"1,2,3,4",3,25 percent,123.6
35,Regular store,Large,Emphasizes produce,7395-FRNIW,Male,Self and spouse,No,Weekly; similar items,From mailings,1,"3,1,4,2",0,15 percent,137.36
35,Regular store,Large,Emphasizes produce,7395-FRNIW,Male,Self and spouse,No,Weekly; similar items,From mailings,2,"3,1,4,2",3,00 No value,101.49
35,Regular store,Large,Emphasizes produce,7395-FRNIW,Male,Self and spouse,No,Weekly; similar items,From mailings,3,"3,1,4,2",1,25 percent,128.5
35,Regular store,Large,Emphasizes produce,7395-FRNIW,Male,Self and spouse,No,Weekly; similar items,From mailings,4,"3,1,4,2",4,05 percent,111.64
35,Regular store,Large,Emphasizes produce,6142-RCMSJ,Male,Self and spouse,No,Weekly; similar items,From mailings,1,"4,3,2,1",0,25 percent,136.46
35,Regular store,Large,Emphasizes produce,6142-RCMSJ,Male,Self and spouse,No,Weekly; similar items,From mailings,2,"4,3,2,1",4,15 percent,139.73
35,Regular store,Large,Emphasizes produce,6142-RCMSJ,Male,Self and spouse,No,Weekly; similar items,From mailings,3,"4,3,2,1",3,05 percent,121.33
35,Regular store,Large,Emphasizes produce,6142-RCMSJ,Male,Self and spouse,No,Weekly; similar items,From mailings,4,"4,3,2,1",2,00 No value,136.42
36,Regular store,Medium,Emphasizes bakery,3481-JMQOL,Female,Self and spouse,No,Often; what's on sale,From newspaper,1,"1,2,3,4",0,00 No value,117.33
36,Regular store,Medium,Emphasizes bakery,3481-JMQOL,Female,Self and spouse,No,Often; what's on sale,From newspaper,2,"1,2,3,4",1,05 percent,129.15
36,Regular store,Medium,Emphasizes bakery,3481-JMQOL,Female,Self and spouse,No,Often; what's on sale,From newspaper,3,"1,2,3,4",2,15 percent,140.75
36,Regular store,Medium,Emphasizes bakery,3481-JMQOL,Female,Self and spouse,No,Often; what's on sale,From newspaper,4,"1,2,3,4",3,25 percent,148.57
36,Regular store,Medium,Emphasizes bakery,6358-FREBK,Female,Self,Yes,Weekly; similar items,From mailings,1,"3,1,4,2",0,15 percent,112.25
36,Regular store,Medium,Emphasizes bakery,6358-FREBK,Female,Self,Yes,Weekly; similar items,From mailings,2,"3,1,4,2",3,00 No value,83.47
36,Regular store,Medium,Emphasizes bakery,6358-FREBK,Female,Self,Yes,Weekly; similar items,From mailings,3,"3,1,4,2",1,25 percent,122.65
36,Regular store,Medium,Emphasizes bakery,6358-FREBK,Female,Self,Yes,Weekly; similar items,From mailings,4,"3,1,4,2",4,05 percent,89.79
36,Regular store,Medium,Emphasizes bakery,0169-WFAQB,Male,Self,No,Weekly; similar items,No,1,"4,3,2,1",0,25 percent,92.64
