Full Name,Primary Company,Founding Time,Previous startups?,Consulting before start-up,Undergraduate College,Standardized University,Education (Type of degree/major),Standardized Major,Degree Type,Graduate Degree Time,Graduate Institution,Standardized Graduate Institution,Graduate Studies,Standardized Graduate Studies,Graduate Diploma,Ever served as TA/Teacher/Professor/Mentor?,# Years of employment (non-founder),Worked as product manager/director/head/VP?,Worked at Google?,Worked at Microsoft?,Worked in Sales?
Susan Tynan,Framebridge,2014,0,1,University of Virginia,University of Virginia,English,English,BA,2001,Harvard Business School,Harvard University,Business,Business,MBA,0,10,1,0,0,0
Rick Morrison,Comprehend Systems,2010,0,0,Carnegie Mellon University,Carnegie Mellon University,Computer Science,Computer Science,BS,,,,,,,0,7,0,0,0,0
Mike Hurst,Exactuals,2011,0,0,Santa Clara University,Santa Clara University,Business Field Of StudyMarketing and English,Business,,2010,Stanford University Graduate School of Business,Stanford University,"Entrepreneurship, Leadership, Media and Entertainment",Business,MS,1,10,1,0,0,0
Sasan Amini,Clear Labs,2014,0,0,University of Tehran,University of Tehran,Biotechnology,Biology,BS,2005,Princeton University,Princeton University,Genomics & Systems Biology,Biology,PhD,1,3,0,0,0,0
Gene Wang,People Power,2009,1,0,"University of California, Berkeley",University of California Berkeley,Computer Science,Computer Science,BA,,,,,,,0,0,0,0,0,0
Jason Liebman,Howcast,2007,0,0,Duke University,Duke University,Political Science,Political Science,BA,,,,,,,0,9,0,1,0,1
Maxim Lobovsky,Formlabs,2011,0,0,Cornell University,Cornell University,Applied and Engineering Physics,Engineering,BS,2009,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Media Arts and Science,Media,MS,1,6,0,0,0,0
Daniela Perdomo,GoTenna,2012,0,0,Tufts University,Tufts University,,,,,,,,,,0,0,0,0,0,0
Adam Odessky,Sense.ly,2013,0,0,University of Illinois at Urbana-Champaign,University of Illinois Urbana-Champaign,Computer Science,Computer Science,BS,2006,University of San Francisco,University of San Francisco,Business,Business,MBA,0,14,1,0,0,0
Blake Hall,ID.me,2010,0,1,Vanderbilt University,Vanderbilt University,Economics GradeMagna Cum Laude,Economics,BS,2008,Harvard Business School,Harvard University,Business,Business,MBA,1,4,0,0,0,0
Aaron Gowell,SilverRail Technologies,2009,0,1,Northeastern University,Northeastern University,Finance,Business,BA,,,,,,,0,7,0,0,0,0
Javier de la Torre,CARTO,2012,1,1,Universidad Politécnica de Madrid,Universidad Politécnica de Madrid,,,,2002,Freie Universität Berlin,Freie Universität Berlin,Biodiversity Informatics,Biology,,1,11,0,0,0,0
Patrick Bosworth,Duetto,2010,0,0,University of San Diego,University of San Diego,Political Science,Political Science,BA,2005,Harvard Business School,Harvard University,Business,Business,MBA,0,8,0,0,0,0
Liang Lu,5miles,2014,1,0,University of Science and Technology of China,University of Science and Technology of China,Physics,Physics,BS,2001,Southern Methodist University,Southern Methodist University,Physics,Physics,PhD,0,2,0,0,0,0
George Bousis,Raise Marketplace,2013,1,0,DePaul University,DePaul University,Political Science,Political Science,BS,,,,,,,0,0,0,0,0,0
Reza Mohsin,Speakeasy,2014,1,0,Ohio Wesleyan University,Ohio Wesleyan University,Computer Science,Computer Science,BA,1993,Caltech,California Institute of Technology,Computer Engineering,Computer Science,BSc,0,12,0,0,0,0
Rujul Zaparde,FlightCar,2012,0,0,,,,,,,,,,,,0,0,0,0,0,0
Jay Radia,Yieldify,2013,0,0,"University College London, U. of London",UCL,Economics,Economics,BS,,,,,,,0,12,0,0,0,1
Benzi Ronen,Farmigo,2009,1,0,Tel-Aviv University,Tel-Aviv University,"Sociology, Anthropology, Management",Sociology,BA,1996,University of Michigan - Stephen M. Ross School of Business,University of Michigan,Business,Business,MBA,1,8,1,0,1,0
Tim Weingarten,The Hunt,2011,0,0,University of Pennsylvania,University of Pennsylvania,,,,,,,,,,0,11,0,0,0,0
Glen Coates,Handshake,2010,0,0,UNSW,UNSW,Computer Science,Computer Science,BS,,,,,,,1,6,0,0,0,0
Zachary Goldstein,Thanx,2012,0,1,Dartmouth College,Dartmouth College,Government and Art History,Political Science,BA,2009,Stanford University,Stanford University,Business,Business,MBA,0,4,0,0,0,1
Kevin Lustig,Scientist.com (formerly Assay Depot),2007,2,0,Cornell University,Cornell University,Molecular and Cell Biology,Biology,BA,1997,Harvard Medical School,Harvard University,Biology,Biology,PhD,1,0,0,0,0,0
David Ronick,Stash,2014,3,1,Brown University,Brown University,English History,History,BA,1992,Harvard Business School,Harvard University,Business,Business,MBA,1,2,0,0,0,0
Osama Elkady,INCORTA,2013,0,0,Ain Shams University,Ain Shams University,Computer Science,Computer Science,BS,,,,,,,0,11,0,0,0,0
Alejandro Cosentino,Afluenta,2010,0,1,Instituto San José de Flores,Instituto San José de Flores,Commercial,Business,,,,,,,,0,13,0,0,0,0
Erik Fairbairn,Pod Point,2009,1,0,The University of Sheffield,University of Sheffield,Mechanical Engineering,Mechanical Engineering,BE,2016,Stanford University Graduate School of Education,Stanford University,Entrepreneurship,Business,,0,10,1,0,0,0
Damian Kimmelman,DueDil,2010,0,0,,,,,,2001,University of St. Andrews,University of St. Andrews,International Relations,International Relations,MS,0,0,0,0,0,0
Jeff Flowers,SageCloud,2012,2,0,Georgia Institute of Technology,Georgia Institute of Technology,Computer Science,Computer Science,BS,1979,Northeastern University,Northeastern University,Business,Business,MBA,0,3,0,0,0,0
Nathan Burba,Survios,2013,0,1,Ithaca College,Ithaca College,Computer Science,Computer Science,BA,2011,University of Southern California,University of Southern California,Interactive Media,Media,MA,1,9,0,0,0,0
Brandon Rodman,Weave,2008,0,0,Brigham Young University,Brigham Young University,Communications Marketing and Advertising,Business,BS,,,,,,,0,5,0,0,0,0
Eldar Tuvey,Wandera,2012,1,0,University of Bristol,University of Bristol,Economics,Economics,BS,1996,INSEAD,INSEAD,Business,Business,MBA,0,0,0,0,0,0
Spencer Kimball,Cockroach Labs,2015,0,0,"University of California, Berkeley",University of California Berkeley,Computer Science,Computer Science,BA,,,,,,,0,10,0,1,0,0
Toby Olshanetsky,prooV,2014,6,0,Tel Aviv University,Tel Aviv University,Communications and Electronic Engineering,Electrical Engineering,BS,,,,,,,0,0,0,0,0,0
Brett Schulman,Cava Grill,2010,0,0,University of Maryland College Park,University of Maryland College Park,,,,,,,,,,0,11,0,0,0,0
Scott Crouch,Mark43,2012,0,0,Harvard University,Harvard University,Electrical Engineering,Electrical Engineering,BS,,,,,,,0,2,0,0,0,0
Lisa Gersh,Goop Inc.,2014,1,0,SUNY Binghamton,SUNY Binghamton,Political Science Economics,Political Science,BA,1980,Rutgers University School of Law - Newark,Rutgers University,Law,Law,JD,0,15,0,0,0,0
Narges Bani Asadi,Bina Technologies,2011,0,0,University of Tehran,University of Tehran,Computer Science,Computer Science,BS,2006,Stanford University,Stanford University,Electrical Engineering,Electrical Engineering,PhD,1,1,0,0,0,0
Assaf Resnick,BigPanda,2012,0,0,"University of California, Berkeley - Walter A. Haas School of Business",University of California Berkeley,Business Administration,Business,BS,,,,,,,0,9,0,0,0,0
Timothy Chi,WeddingWire,2006,1,0,Cornell University,Cornell University,Operations Research/Industrial Engineering,Operations Research,BS,2003,Tufts University,Tufts University,Engineering Management,Opreations Research,MS,0,0,0,0,0,0
Seth Lieberman,SnapApp,2011,0,1,Carleton College,Carleton College,Economics,Economics,BA,,,,,,,1,1,0,0,0,0
Jud Bowman,Appia,2008,2,0,North Carolina School of Science and Mathematics,North Carolina School of Science and Mathematics,,,,1999,Stanford University,Stanford University,,,,0,0,0,0,0,0
Nessan Bermingham,Intellia Therapeutics,,0,0,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
Sean Grundy,Bevi,2013,0,0,Princeton University,Princeton University,Philosophy,Philosophy,,,MIT Sloan School of Management,Massachusetts Institute of Technology,Business,Business,MBA,0,5,0,0,0,0
Matiss Ansviesulis,Creamfinance,2015,1,0,Lancaster University,Lancaster University,Business,Business,BS,2015,"University of California, Berkeley, Haas School of Business",,,,,1,2,0,0,0,0
Mike Whitmire,FloQast,2013,0,0,Syracuse University,Syracuse University,Accounting,Business,BS,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
Oren Levy,Zooz,2010,0,0,Shenkar College of Engineering,Shenkar College of Engineering,Industrial Management,Opreations Research,BE,2007,IDC Herzliya,IDC Herzliya,Business,Business,MBA,0,19,0,0,0,0
John West,Whistle Sports,2009,2,0,Worcester Polytechnic Institute,Worcester Polytechnic Institute,Engineering,Engineering,BS,1993,Harvard Business School,Harvard University,Business,Business,MBA,0,0,0,0,0,0
Juha Koponen,Swap.com,2008,0,0,Teknillinen korkeakoulu,Teknillinen korkeakoulu,Technical Physics,Physics,MS,1995,Teknillinen korkeakoulu-Tekniska högskolan,Teknillinen korkeakoulu,Technical Physics,Physics,PhD,1,14,0,0,0,0
Tony Mamone,Livingly Media,2005,0,1,Dartmouth College,Dartmouth College,Engineering,Engineering,BE,2004,Stanford Business School,Stanford University,Sloan Fellowship,Business,MS,1,9,1,0,0,1
Alberto Sheinfeld,Payfully,2015,1,0,Universidad Católica Andrés Bello,Universidad Católica Andrés Bello,,,,,,,,,,0,0,0,0,0,0
Javier Soltero,Acompli,2013,1,0,Carnegie Mellon University,Carnegie Mellon University,Information Systems,Computer Science,BS,,,,,,,0,6,0,0,0,0
Avner Ronen,Boxee,2007,1,0,,,,,,,,,,,,0,0,0,0,0,0
Denise Thomas,ApplePie Capital,2014,0,0,,,,,,,,,,,,0,3,0,0,0,0
Jason Oberfest,Mango Health,2012,0,1,Colby College,Colby College,,,BA,,,,,,,1,11,0,0,0,1
Babur Ozden,Maana,2012,0,0,The University of Texas at Austin,University of Texas Austin,Computer Science,Computer Science,BA,,Rice University,Rice University,Business,Business,MBA,0,0,0,0,0,0
Jim Gilliam,NationBuilder,2009,1,0,,,,,,,,,,,,0,2,0,0,0,0
Gregory Mark,Markforged,2013,1,0,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Aeronautics and Astronautics,Engineering,BS,2003,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Aeronautics and Astronautics,Engineering,MS,0,0,0,0,0,0
James Foster,ZeroFOX,2013,0,0,University of Maryland College Park,University of Maryland College Park,Software Engineering,Computer Science,,2003,The Wharton School,University of Pennsylvania,International Business,Business,,1,11,0,0,0,0
Sam Chandler,Nitro,2005,2,0,RMIT University,RMIT University,,,BA,,,,,,,1,0,0,0,0,0
Daniel Hegarty,Habito,2015,0,0,,,,,,,,,,,,0,7,0,0,0,0
Alex Freedland,Mirantis,2012,2,0,Gubkin Russian State University of Oil and Gas,Gubkin Russian State University of Oil and Gas,Applied Math,Mathematics,BS,1988,Santa Clara University,Santa Clara University,Computer Engineering,Computer Science,MS,0,8,0,0,0,0
Inder Singh,Kinsa,2012,1,1,University of Michigan,University of Michigan,Engineering,Engineering,BS,,MIT Sloan School of Management,Massachusetts Institute of Technology,Business,Business,MBA,0,1,0,0,0,1
Chandran Sankaran,Zyme Solutions,2004,0,1,Indian Institute of Technology Madras,Indian Institute of Technology Madras,,,BA,1983,Yale University,Yale University,Computer Science,Computer Science,MS,0,9,0,0,0,0
Dan Hu,Omni Prime Inc.,2014,0,1,Tsinghua University,Tsinghua University,Engineering,Engineering,BE,2009,Stanford University,Stanford University,Business,Business,MBA,0,10,0,0,0,0
Sajith Wickramasekara,Benchling,2012,0,0,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Electrical Engineering,BS,,,,,,,0,0,0,0,0,0
Eric Greenberg,Wrap Media,2013,3,1,The University of Texas at Austin,University of Texas Austin,Finance,Business,BA,,,,,,,1,3,1,0,0,1
Erik Eliason,storefront,2012,1,0,University of Minnesota,University of Minnesota,Business,Business,BS,,Harvard Business School,Harvard University,Business,Business,MBA,0,9,1,0,0,0
Nicholas Rellas,Drizly,2012,0,0,Boston College,Boston College,Finance,Business,BS,,,,,,,0,0,0,0,0,0
Brian NeSmith,Arctic Wolf Networks,2012,0,1,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Electrical Engineering,Electrical Engineering,BS,,,,,,,0,11,1,0,0,0
John Ham,Ustream,2006,0,0,United States Military Academy at West Point,United States Military Academy at West Point,Aerospace Engineering,Engineering,BS,,,,,,,0,5,0,0,0,0
Ben Katz,CARD.com,2012,0,1,University of Pennsylvania School of Nursing,University of Pennsylvania,Registered Nursing/Registered Nurse,Biology,BS,2000,The Wharton School,University of Pennsylvania,Business,Business,MBA,0,5,0,0,0,0
Omer Artun,AgilOne,2006,0,1,Boğaziçi University,Boğaziçi University,Electrical Engineering,Electrical Engineering,BS,1994,Brown University,Brown University,Physics and Computational Neuroscience,Physics,PhD,1,6,0,0,0,0
Manan Khurma,CueLearn/Cuemath,2013,1,0,Indian Institute of Technology Delhi,Indian Institute of Technology Delhi,Electronics and Communication Engineering,Electrical Engineering,BE,,,,,,,0,0,0,0,0,0
Michael Huang,Glow,2012,0,0,The University of Georgia,University of Georgia,Mathematics,Mathematics,BS,,North Carolina State University,North Carolina State University,"Operations Research, Applied Statistics",Opreations Research,MS,0,14,1,1,0,0
Asi Sharabi,Wonderbly,2014,1,0,,,,,,,The London School of Economics and Political Science (LSE),London School of Economics,Social Psychology,Psychology,PhD,1,7,0,0,0,0
Brian Berger,BDB Ventures,2011,1,1,University of Colorado Boulder,University of Colorado Boulder,Political Science,Political Science,BA,2001,Columbia Business School,Columbia University,Business,Business,MBA,0,5,0,0,0,1
Benny De-Kalo,Worthy,2014,1,0,New York University,New York University,Finance,Business,BS,1993,Columbia Business School,Columbia University,Business,Business,MBA,0,5,0,0,0,0
Ari Tulla,BetterDoctor,2011,0,0,,,,,,1998,Vaasan yliopisto,,"Marketing, Computer Science, Consumer Studies",Business,MS,1,9,1,0,0,0
Phil Harris,Geofeedia,2011,1,0,The Ohio State University,Ohio State University,Finance/Japanese,Business,BS,,Harvard Business School,Harvard University,Business,Business,MBA,0,2,0,0,0,0
Bonnie Crater,Full Circle Insights,2011,0,1,Princeton University,Princeton University,Biology,Biology,BA,,,,,,,1,16,0,0,0,0
Matt Zitzmann,Kamcord,2012,0,0,Massachusetts Institute of Technology,Massachusetts Institute of Technology,"Electrical Engineering and Computer Science, Management ",Electrical Engineering,BS,,,,,,,0,4,1,1,0,0
Matthew Bellows,Yesware,2010,1,0,Brown University,Brown University,Environmental Studies,Biology,,1997,Babson College - Franklin W. Olin Graduate School of Business,Babson College,Business,Business,MBA,0,4,0,0,0,1
Paul Albright,Captora,2012,0,0,James Madison University,James Madison University,Computer Science,Computer Science,BS,,,,,,,0,14,0,0,0,1
Martin Floreani,FloSports,2006,0,0,California Polytechnic State University- San Luis Obispo,California Polytechnic State University San Luis Obispo,Mechanical Engineering,Mechanical Engineering,BS,,,,,,,0,0,0,0,0,0
Hugo Fiennes,Electric Imp,2011,0,0,University of Warwick,University of Warwick,Computer Systems Engineering,Computer Science,,,,,,,,0,5,0,1,0,0
Eli Singer,Jethro,2012,1,1,Pace University,Pace University,Management Information Systems,Operations Research,BS,,,,,,,0,11,0,0,0,0
Tal Weiss,OverOps,2012,1,0,,,,,,,,,,,,0,7,0,0,0,0
Ross Shanken,Jornaya,2011,0,0,Haverford College,Haverford College,Political Science,Political Science,BS,,,,,,,0,17,0,0,0,0
Don Spear,OpenSesame,2011,1,0,Rice University,Rice University,Electrical Engineering & Economics,Electrical Engineering,BS,1984,Harvard Business School,Harvard University,Business,Business,MBA,0,13,0,0,0,1
Fred Shilmover,InsightSquared,2010,0,0,Tufts University,Tufts University,International Relations,International Relations,BA,2008,Harvard Business School,Harvard University,Business,Business,MBA,0,13,0,0,0,0
Chris Giordano,MiMedia,2010,0,0,Bowdoin College,Bowdoin College,Master in Economics and Government,Economics,MA,,,,,,,0,11,0,0,0,0
Mark T. Lynn,DSTLD,,0,0,,,,,,,,,,,,0,0,0,0,0,0
Jason Brown,Tally Technologies,,0,0,,,,,,,,,,,,0,0,0,0,0,0
Gregg Sando,Cell Medica,,0,0,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
Demet Suzan Mutlu,Trendyol Group,,0,0,,,,,,,,,,,,0,0,0,0,0,0
Wen Chu,GWC,2008,0,0,,,,,,,,,,,,0,0,0,0,0,0
Ran Sarig,Datorama,2012,1,0,,,,,,,,,,,,0,16,1,0,0,0
Asaf Somekh,iguazio,2015,0,0,Technion - Israel Institute of Technology,Israel Institute of Technology,Computer Engineering,Computer Science,BS,2000,IMD Business School,IMD Business School,Business,Business,MBA,0,17,0,0,0,1
Michael Carvin,SmartAsset,2011,1,0,Princeton University,Princeton University,Economics,Economics,BA,,,,,,,0,5,0,0,0,0
Andrej Henkler,Leblon Capital,2011,1,0,,,,,,,,,,,,0,6,0,0,0,0
Amit Chatterjee,Leap Commerce,2011,2,1,,,,,,,,,,,,0,11,0,0,0,1
Bob Richards,"Moon Express, Inc.",2010,4,0,Ryerson University,Ryerson University,Industrial Engineering,Operations Research,BE,1983,Cornell University,Cornell University,Engineering Physics & Space Science,Engineering,MEng,0,11,0,0,0,0
Ethan Song,Frank & Oak,2012,0,1,The University of British Columbia,University of British Columbia,Engineering,Engineering,BA,,,,,,,0,2,0,0,0,0
Jay Desai,PatientPing,2013,0,0,University of Michigan,University of Michigan,,,,,University of Pennsylvania - The Wharton School,University of Pennsylvania,Business,Business,MBA,0,7,0,0,0,1
Kumar Mehta,Versa Networks,2012,0,0,IIT Kharagpur,IIT Kharagpur,Engineering,Engineering,BE,2011,Stanford University,Stanford University,Business,Business,Executive Education,0,8,0,0,0,0
Saki Dodelson,Achieve3000,2000,0,0,,,,,,,Tel Aviv University,Tel Aviv University,Business,Business,MBA,0,12,0,0,0,0
Brian Schechter,HowAboutWe,2009,0,0,Marlboro College,Marlboro College,Philosophy and American Studies,Philosophy,BA,2002,Lesley University,Lesley University,Curriculum Development,Education,MA,1,4,0,0,0,0
Tony Zhao,Agora.io,2014,1,0,Peking University,Peking University,,,,,,,,,,0,7,1,0,0,0
David Soloff,Premise,2012,1,0,Columbia University in the City of New York,Columbia University,Near Eastern Linguistics,English,BA,,"University of California, Berkeley",University of California Berkeley,Economic & Social History; Greek; Latin,Economics,PhD,0,8,1,0,0,0
Alex Gorelik,Waterline Data,2013,2,1,Columbia University in the City of New York,Columbia University,Computer Science,Computer Science,BS,1987,Stanford University,Stanford University,Computer Science,Computer Science,MS,0,11,0,0,0,0
Jeffrey Marrazzo,Spark Therapeutics,2011,0,0,University of Pennsylvania,University of Pennsylvania,Economics,Economics,BA,,University of Pennsylvania - The Wharton School,University of Pennsylvania,Business,Business,MBA,0,6,0,0,0,0
Georg Petschnigg,FiftyThree,2011,1,0,Columbia University in the City of New York,Columbia University,"Computer Engineering, Economics",Computer Science,BS,2001,Stanford University,Stanford University,"Computer Graphics, Product Design",Design,MEng,0,8,1,0,1,0
Amit Narayan,Autogrid,2010,2,0,"Indian Institute of Technology, Kanpur",Indian Institute of Technology Kanpur,Electrical Engineering,Electrical Engineering,BE,1993,"University of California, Berkeley",University of California Berkeley,Electrical Engineering and Computer Sciences,Electrical Engineering,PhD,1,3,0,0,0,0
Vinicius Vacanti,YipitData,2007,0,0,Harvard University,Harvard University,Applied Mathematics,Mathematics,BA,,,,,,,0,4,0,0,0,0
Anand Babu Periasamy,"Minio, Inc.",2014,0,0,Annamalai University,Annamalai University,Computer Science and Engineering,Computer Science,,,,,,,,1,1,0,0,0,0
Manu Mathew,Visual IQ,2006,0,0,Rochester Institute of Technology,Rochester Institute of Technology,Mechnical Engineering,Mechanical Engineering,BS,,Rochester Institute of Technology,Rochester Institute of Technology,,,MS,0,17,0,0,0,0
T.J. Clark,TurnKey Vacation Rentals,2012,0,0,University of Notre Dame,University of Notre Dame,Preprofessional Science,Biology,BS,1991,Loyola University Chicago School of Law,Loyola University,Law,Law,JD,0,13,0,0,0,0
Nick Francis,Help Scout,2011,0,0,Middle Tennessee State University,Middle Tennessee State University,"Music Business, Marketing",Business,BS,,,,,,,0,0,0,0,0,0
J. Venter,Human Longevity,,0,0,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
Rachel Carlson,Guild Education,2015,1,1,Stanford University,Stanford University,Political Science,Political Science,BA,,Stanford University,Stanford University,Business,Business,MBA,NaN,NaN,NaN,NaN,NaN,NaN
Orazio Buzza,Fooda,2011,0,0,University of Illinois at Urbana-Champaign - College of Business,University of Illinois Urbana-Champaign,Supplied Chain Management,Operations Research,BA,,,,,,,0,10,0,0,0,0
Bo Lu,FutureAdvisor,2010,0,0,University of Illinois at Urbana-Champaign,University of Illinois Urbana-Champaign,Computer Science,Computer Science,BA,,,,,,,0,6,1,0,1,0
Nikhil Sethi,Adaptly,2010,2,0,Northwestern University,Northwestern University,Electrical Engineering,Electrical Engineering,BS,2012,Stanford University,Stanford University,Business,Business,Executive Education,0,0,0,0,0,0
Saar Yoskovitz,Augury,2011,1,0,Technion - Israel Institute of Technology,Israel Institute of Technology,Electrical Engineering,Electrical Engineering,BS,,,,,,,0,5,0,0,0,0
Kreg Peeler,SpinGo,2012,1,0,Brigham Young University,Brigham Young University,Media Technology,Media,,,,,,,,1,0,0,0,0,0
Jean-Daniel Guyot,Trainline France,2017,2,0,,,,,,2000,Institut national des Sciences appliquées de Rouen,INSA Rouen,Information Systems,Computer Science,MS,0,5,0,0,0,0
David Perry,Gaikai,2009,0,0,Queen's University Belfast,Queen's University Belfast,,,,2006,Westwood College,Westwood College,,,MS,0,9,0,0,0,0
Mallik Sundaram,Mitra Biotech,2010,2,0,"Indian Institute of Technology (Banaras Hindu University), Varanasi",Indian Institute of Technology Varanasi,Pharmaceutical Engineering,Engineering,BS,2004,The Wharton School,University of Pennsylvania,Business,Business,MBA,1,0,0,0,0,0
Sachin Kamdar,Parsely,2008,0,1,New York University,New York University,Economics,Economics,BA,,Pace University,Pace University,Education,Education,MA,1,4,0,0,0,0
Russell Fradin,Dynamic Signal,2010,1,0,The Wharton School,University of Pennsylvania,Economics,Economics,BS,,,,,,,0,9,0,0,0,1
Aaron Schildkrout,HowAboutWe,2009,1,0,Harvard University,Harvard University,Social Studies,Sociology,BA,,,,,,,1,3,0,0,0,0
Alexis Prenn,Receipt Bank,2010,0,0,Boston University,Boston University,History,History,BA,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
Rashid Mansoor,Hadean,2015,5,0,University of Portsmouth,University of Portsmouth,Computing,Computer Science,BS,2011,University of Sussex,University of Sussex,Topological spaces on chaotic/complex dynamical systems and self-assembly,Mathematics,PhD,1,0,0,0,,
John Belizaire,FirstBest,2006,1,0,Cornell University,Cornell University,Computer Science,Computer Science,BS,2001,The Wharton School,University of Pennsylvania,Business,Business,Executive Education,0,4,0,0,0,0
Jacob Taylor,"Replicat, Inc.",2015,3,0,University of California at Los Angeles,University of California Los Angeles,Computer Science,Computer Science,BS,1997,University of California at Los Angeles,University of California Los Angeles,"Artificial Life, Artificial Intelligence, Computer Science",Computer Science,MS,1,11,0,0,0,0
Spencer Hutchins,Reflexion Health,2012,0,0,Colby College,Colby College,"Economics, Government",Economics,BA,,Yale University - Yale School of Management,Yale University,Business,Business,MBA,1,8,0,0,0,1
Sheeroy D. Desai,Gild,,0,0,,,,,,,,,,,,0,3,0,0,0,0
Frank Huerta,TransLattice,,0,0,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
Jon Radoff,Disruptor Beam,2011,3,0,Harvard University,Harvard University,Psychology,Psychology,,,,,,,,0,0,0,0,0,0
Ola Sars,Soundtrack Your Brand,2013,4,0,Copenhagen Business School,Copenhagen Business School,,,,2005,Harvard Business School,Harvard University,Graduate School of Business,Business,,0,3,0,0,0,1
Jason Kassin,FilmTrack,,0,0,Vassar College,Vassar College,,,,,,,,,,0,0,0,0,0,0
Inder Guglani,Guru,2000,0,0,Delhi University,Delhi University,Commerce,Business,BA,1998,Carnegie Mellon University,Carnegie Mellon University,Business,Business,MBA,NaN,NaN,NaN,NaN,NaN,NaN
Carlin Wiegner,CubeTree,2008,1,0,Stanford University,Stanford University,Interdisciplinary Degree,Interdisciplinary Degree,BS,,,,,,,0,8,1,0,0,0
Nisan Gabbay,Sociable Labs,2009,1,0,"University of California, Berkeley",University of California Berkeley,IEOR,Operations Research,BS,,,,,,,0,6,0,0,0,0
Angelique Augereau,Zafu,2007,1,1,The University of British Columbia,University of British Columbia,Finance,Business,BA,,Northwestern University,Northwestern University,Kellogg School of Management,Business,PhD,0,6,0,0,0,0
Richard Price,Academia.edu,2008,2,0,University of Oxford,University of Oxford,"Philosophy, Politics, Economics",Economics,BA,2003,University of Oxford,University of Oxford,Philosophy of perception,Philosophy,PhD,1,0,0,0,0,0
Jianzhang Liang,Ctrip,,0,0,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
Vince Passione,"LendKey Technologies, Inc.",2008,0,1,NYU Polytechnic University,NYU Polytechnic University,Computer Science,Computer Science,BS,,,,,,,1,16,0,0,0,0
James Gwertzman,"PlayFab, Inc.",2014,2,0,Harvard University,Harvard University,Computer Science,Computer Science,BA,,,,,,,1,12,0,0,1,1
Sravish Sridhar,Kinvey,2011,0,0,The University of Texas at Austin,University of Texas Austin,Computer Science,Computer Science,BS,,,,,,,0,12,1,0,0,1
Hironobu Yoshikawa,Treasure Data,2011,0,0,Waseda University,Waseda University,,,BA,,,,,,,0,10,0,0,0,1
Mike Cook,XOR Data Exchange,2014,1,0,Texas State University-San Marcos,Texas State University San Marcos,Journalism,English,BA,,,,,,,0,16,1,0,0,1
Amar Arsikere,Infoworks,2014,1,0,,,,,,,Iowa State University,Iowa State University,Computer Engineering,Computer Science,MS,0,19,0,1,0,0
Yoshinari Yoshikawa,Miselu Inc.,2008,3,0,Hosei University,Hosei University,,,LLB,,,,,,,0,0,0,0,0,0
Opher Kahane,Origami Logic,2011,2,0,Tel Aviv University,Tel Aviv University,Computer Science and Mathematics,Computer Science,BS,,,,,,,0,18,0,0,0,0
McKay Thomas,"First Opinion, Inc.",2012,2,0,Brigham Young University,Brigham Young University,,,Drop,,,,,,,0,0,0,0,0,0
Eugene Danilkis,Mambu,2010,0,0,The University of British Columbia,University of British Columbia,Computer Science,Computer Science,BS,2008,Carnegie Mellon University,Carnegie Mellon University,Human Computer Interactions,Computer Science,MS,1,4,1,0,0,0
Noah Ready-Campbell,Twice,2011,0,0,University of Pennsylvania - The Wharton School,University of Pennsylvania,Economics and Business,Economics,BS,2006,University of Pennsylvania,University of Pennsylvania,Computer Science,Computer Science,MEng,0,1,1,1,0,0
Daniel Roth,Semantic Machines,2014,3,0,Trinity College-Hartford,Trinity College Hartford,Biology,Biology,BA,,,,,,,0,0,0,0,0,0
David Friedman,Ayla Networks,2010,0,0,Colgate University,Colgate University,History,History,BA,1995,University of Michigan - Stephen M. Ross School of Business,University of Michigan,Business,Business,MBA,0,17,0,0,0,0
Steven Lam,GOGOVAN,2011,0,0,"University of California, Berkeley - Walter A. Haas School of Business",University of California Berkeley,Business Administration,Business,BS,,,,,,,0,2,0,0,0,0
Philippe Corrot,Mirakl,2012,3,0,,,,,,,,,,,,0,3,0,0,0,0
Neil Warren,eHarmony,,0,0,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
Joshua Feast,Cogito Corporation,2007,1,1,Massey University,Massey University,Product Development,Engineering,BE,2005,Massachusetts Institute of Technology - Sloan School of Management,Massachusetts Institute of Technology,Business,Business,MBA,0,6,0,0,1,0
James Sider,Bandpage,,0,0,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
David Vinca,eSpark,2010,0,1,Penn State University,Penn State University,Management and Economics,Business,BS,2003,The University of Chicago - Booth School of Business,University of Chicago,Business,Business,MBA,0,8,0,0,0,0
