NameCorp,AfterEmerging,Assets1Before,Assets2Before,Assets3Before,AssetsBefore,AssetsCurrDollar,AssetsEmerging,AssetsPetCurrDollar,AssetsPetition,BondISIN,BondPriceDisp,BondPriceFile,BondPriceMoveDuring,CaseNum,CaseNumRefile,CaseNumTransfer,CeoFiling,CeoNotes,CeoReplaced,Chapter,CikBefore,CikEmerging,CityChange,CityDisposed,CityFiled,CityRefile,ClaimsAgent,ClaimsAgentFirm,ClaimsSecDiscloState,ClaimsUnsec,CommCred,CommCredAtty,CommCredAttyCol,CommCredAttySubstit,CommEquity,CommEquityAtty,CommEquityAttyCol,CommEquityAttySubstit,CommRetirees,CommRetireesName,CommRetireesRequest,CommonName,CPIndexAtConf,CPIndexAtFiling,Cusip6,Cusip9,Date10k1Before,Date10k2Before,Date10k3Before,Date10kBefore,Date10kBeforeLink,Date10kDuring,Date10kDuringLink,Date10kEmerging,Date10kEmergLink,Date10kSalesEmerge,Date363Sale,DateCeoBegin,DateCeoEnd,DateCommCred,DateCommCredBy,DateConfirmed,DateConvDismiss,DateDipLoan1FinOrd,DateDiscloState,DateDisposed,DateEffective,DateEmerging,DateFeeRev,DateFiled,DateJudgeAppt,DateRefile,DateTransferred,DateTurnEngage,DaysDocsAfter,DaysFiledTo363,DaysEmergeToRefile,DaysIn,DENYOther,DipAtty,DipAttyColDoc,DipAttyColDkt,DipFinAdvPetition,DipLoan1Lender,DipLoan1Total,DipLoan2Lender,DipLoan2Total,DipLoanAdditional,DipLoanDoc,DipLoan,Disposition,DistFiled,DistribComments,DistribEquity,DistribSecDiscloState,DistribUnsec,DistribUnsecPct,DktNumConf,DktOnPacer,DocsOnPacer,DocsPublic,EbitBefore,EbitCurrDollars,EbitdaBefore,EbitdaEmerging,EbitEmerging,Emerge,Emerg10k,EmplBefore,EmplEmerging,EmplUnionBefore,EmplUnionEmerging,Examiner,ExaminerName,ExaminerRequest,FeeReviewer,FilingRate,FirmEnd,FreshStartAccounting,GdpDisp,GdpFiling,GdpRefiling,GdpYear1AftDisp,GdpYear1BefFile,GdpYear2AftDisp,GdpYear2BefFile,GvkeyBefore,GvkeyEmerging,HeadCAtFiling,HeadCityPctPop,HeadCityPop,HeadCourtCity,HeadCourtCityToDE,HeadStAtFiling,HqToForum,HqToHqCtCity,IncomeBEBefore,IncomeBEEmerging,IncPublic,InterCompanyClaims,InterCompanyPct,InterCompanyDistrib,JudgeApptDist,JudgeDisposition,JudgeFiling,Liab1Before,Liab2Before,Liab3Before,LiabBefore,LiabCurrDollar,LiabEmerging,LiabPetCurrDollar,LiabPetition,MonthDisp,MonthFiled,MonthRefile,MonthsIn,Multiple363Sales,NameEmerging,NetIncomeBefore,NetIncomeEmerging,NumberFiling,Prepackaged,PrimaryKey,Prime1YearAftDisp,Prime1YearBefFile,Prime2YearAftDisp,Prime2YearBefFile,PrimeDisp,PrimeFiling,PrimeRefiling,ProfFees10k,ProfFees10kNotes,Refile,Refile5,Refile5RepRange,RelatedFilings,Sale,Sale363,SaleConf,SaleIntended,Sales1Before,Sales2Before,Sales3Before,SalesBefore,SalesCurrDollar,SalesEmerging,Shop,SICDescription,SICDivision,SICIndustryGroup,SICMajGroup,SICPrimary,SubCon,TortCause,TransferCity,TransferDist,Transferred,Trustee,TrusteeFor,TrusteeName,TrusteeRequest,TrusteeRequestor,TurnFirm,TurnOffice,TurnPerson,TurnRepRange,TurnType,UsPopFiling,Voluntary,YearConfirmed,YearDisposed,YearEmerged,YearFiled,YearsEmergeToRefile
"Revel AC, Inc. (2014)",,,1148.162323,,1148.162323,1212,,,,,,,,14-22654,,14-22654,"Scott Kreeger, President & COO",,NoReplace,11,0001551510,,,Trenton,"Camden
Court	 New Jersey,",,yes,"AlixPartners, LLP",,,yes,Cole Schotz,"Cole, Schotz, Meisel, Forman & Leonard, P.A.",,no,,,,no,,,,238.638,238.343,761352,,,12/31/2012,,12/31/2012,12/31/2012#http://www.sec.gov/Archives/edgar/data/1551510/000119312513203682/0001193125-13-203682-index.htm#,,,,,,4/6/2015,10/10/2013,10/27/2014,7/2/2014,,6/30/2015,,1/30/2015,5/4/2015,6/30/2015,6/30/2015,,,6/19/2014,10/2/2006,,5/8/2015,,,291,,376,OT,White Case,White & Case LLP / Fox Rothschild LLP,,,"Wells Fargo and JPMorgan Chase Bank, N.A.",41.9,,,,yes,yes,confirmed,NJ,,,,,,1914,yes,yes,yes,-206.106654,-217.5602425,,,,no,no,3100,,100,,,,,pending,17,,,114.163,110.279,,115.568,107.501,118.118,106.367,999999,,Atlantic City,0.000125085,39543,NJ Camden,26,NJ,53,58,,,DE,,,,NJ,Michael B. Kaplan,Gloria M. Burns,,1503.125917,,1503.125917,1586.656387,,,,6,6,,12.53333333,,liquidated,,,6,free fall,1012,3.5,3.25,4.25,3.25,3.25,3.25,,,,,not emerged 5,no,,yes,yes,,"yes, no buyer",,174.917338,,174.917338,184637699.6,,No,Hotels and Motels,I: Services,701 Hotels and Motels,"70 Hotels, Rooming Houses, Camps, and Other Lodging Places",7011,,Not tort,Trenton,NJ,yes,,,,,,,,,,,316128839,voluntary,2015,2015,,2014,
Revere Copper & Brass Inc.,Became subsidiary of Oxford Financial Group 1986,473.756,432.81,458,473.756,1214,,1030,402,,,,,82-12073,,,William F. Collins,,Replaced,11,,,,New York,New York,,,,60.642,196.484,yes,Wachtell Lipton,"Wachtell, Lipton, Rosen & Katz",,yes,,,,,,,,107.8,98.2,761406,107,12/31/1981,12/31/1980,12/31/1979,12/31/1981,,,,12/31/1985,,,,4/30/1975,9/4/1984,,,7/29/1985,,,,7/29/1985,,7/29/1985,,10/27/1982,9/1/1982,,,,5069,,,1006,NY,Weil Gotshal,"Weil, Gotshal & Manges",,,,,,,,,,confirmed,NY SD,,83737757,60.642,176.449,0.89803241,,some,docs after date,no,19.675,50.40726986,32.984,14.63,9.616,yes,yes,6507,,,,no,,,no hits,13,,,54.644,46.471,,56.349,47.136,58.04,46.569,009103,009103,New York,0.030742571,7121824,NY New York,106,NY,1,1,9.356,12.406,MD,,,,NY SD,Prudence Carter Beatty,Prudence B. Abram,285.039,251.834,,285.039,730.2687569,,,,7,10,,33.53333333,,Revere Copper & Brass,9.356,12.826,15,free fall,250,8,18,8.25,14,9.5,12,,,,,emerged no refile 5,yes,,no,no,no,,820.9,,,820.9,2103142456,,No,"Rolling, Drawing, and Extruding of Copper",D: Manufacturing,335 Nonferrous Rolling and Drawing,33 Primary Metal Industries,3351,,Not tort,,,no,no,,,,,,,,,,231660000,voluntary,1985,1985,1985,1982,
Rex Energy Corporation,,942.137,,,942.137,942,,,,,,,,18-22032,,,Thomas C. Stabley,,CEO still in office 6/3/2018,11,0001397516,,,,Pittsburgh,,yes,Prime Clerk LLC,,,case not disposed,,,,case not disposed,,,,,,,,,251.588,761565,506,12/31/2017,,,12/31/2017,12/31/2017#https://www.sec.gov/Archives/edgar/data/1397516/000156459018008166/0001564590-18-008166-index.htm#,,,,,,,10/10/2011,9/9/9999,,,,,,,,,,,5/18/2018,,,,,,,,,OT,Jones Day,Jones Day,,,,,,,,,case not disposed,pending,PA WD,,,,,,,yes,yes,yes,-25.035,-25.035,45.476,,,pending,pending,105,,1,,,,,pending,,,,,,,,118.118,,115.568,177896,,State College,0.000132493,41885,PA Williamsport,131,PA,113,66,-64.242,,DE,,,,,,Jeffery A. Deller,995.699,,,995.699,995.699,,,,,5,,,,pending,-64.242,,4,free fall,1132,,4,,3.5,,4.75,,,,,not emerged 5,no,,,pending,,yes,205.266,,,205.266,205266000,,Yes,Crude Petroleum and Natural Gas,B: Mining,131 Crude Petroleum and Natural Gas,13 Oil And Gas Extraction,1311,,Not tort,,,,,,,,,,,,,,316128839,voluntary,,,,2018,
Rexene Corp.,Changed name to Rexene Corporation; merged with Huntsman Centennial to form Huntsman Polymers Corp.,461.2,556,511,461.2,844,423.591,,,,,,,91-01057,,,William J. Gilliam,,Replaced,11,,0000829218,,Wilmington,Wilmington,,,,,,yes,,"Kramer, Levin, Nessen, Kamin & Frankel / Bayard, Handelman & Murdoch P.A.",,no data in published sources,,,,,,,Rexene Products Company,140.5,137.4,447015,942,12/31/1990,12/31/1989,12/31/1988,12/31/1990,,,,12/31/1992,,12/31/1993,,1/1/1991,3/2/1992,11/1/1991,,7/7/1992,,,4/29/1992,7/7/1992,9/18/1992,7/7/1992,,10/18/1991,5/21/1974,,,,,,,263,DE,Simpson Thacher,Simpson Thacher & Bartlett,,,,,,,,,,confirmed,DE,,,,,,258,some,none,no,81.1,148.4991761,100.186,32.163,10.81,yes,yes,1295,1300,110,120,,,,no hits,41,,yes,65.93,63.869,,67.526,63.234,70.48,62.885,014628,014628,Dallas,0.004051727,1025006,TX Dallas,1275,TX,1274,1,2.705,-38.004,DE,,,,DE,Helen S. Balick,Helen S. Balick,517,,,517,946.6593595,403.485,,,7,10,,8.766666667,,Rexene Products,19.874,85.668,3,prenegotiated,184,6,10,7.25,10.5,6,8,,,No. No 10-K for 1991No. No 10-K for any years,,emerged no refile 5,yes,,no,no,no,,502.186,609,553,502.186,919533998.3,429.353,Yes,"Plastics Materials, Synthetic Resins, and Nonvulcanizable Elastomers",D: Manufacturing,"282 Plastics Materials And Synthetic Resins, Synthetic",28 Chemicals and Allied Products,2821,,Not tort,,,no,no hits,,,,,,,,,,252980000,voluntary,1992,1992,1992,1991,
"RHI Entertainment, Inc.",,587.852,,,587.852,675,,602,524.722,,,,,10-16536,,,"Robert A Halmi, Jr",,Replaced,11,0001410637,,,New York,New York,,yes,"Logan & Company, Inc.",,,no,,,,no,,,,no,,,,223.467,219.179,74957T,104,12/31/2009,,,12/31/2009,12/31/2009#http://edgar.sec.gov/Archives/edgar/data/1410637/000095012310028862/0000950123-10-028862-index.htm#,,,,,,,5/2/1994,7/15/2011,,,3/29/2011,,1/11/2011,12/10/2010,3/29/2011,4/1/2011,3/29/2011,,12/10/2010,11/24/1993,,,,,,,109,NY,Latham Watkins,Latham & Watkins LLP,,,"JPMorgan Chase Bank, N.A., acting as administrative agent to be arranged by J.P.Morgan Securities Inc.",15,,,,yes,yes,confirmed,NY SD,,,,,,323,yes,yes,yes,-34.117,-39.16172533,-32.761,,,yes,no,80,,1,,no,,no,pending,36,,,103.302,104.423,,105.939,101.981,107.202,102.064,179783,,New York,0.026426808,8175133,NY New York,106,NY,1,1,-251.114,,DE,,,,NY SD,Stuart M. Bernstein,Stuart M. Bernstein,821,,,821,942.397529,,957.4276791,834.094,3,12,,3.633333333,,"RHI Entertainment, Inc.",-251.114,,17,prepackaged,909,3.25,3.25,3.25,4,3.25,3.25,,,,,emerged no refile 5,yes,,no,no,no,no,77.772,,,77.772,89271791.26,,No,Motion Picture and Videotape Production,I: Services,781 Motion Picture Production And Allied Services,78 Motion Pictures,7812,,Not tort,,,no,no,,,no,no,none,no turnfirm,none,no,none,309350000,voluntary,2011,2011,2011,2010,
"Rhythms NetConnections, Inc.",,1056.2,,,1056.2,1497,,990,698.527,US762430AE66,11.75,9.75,2,01-14283,,,"Steve Stringer, acting CEO",,NoReplace,11,0001065869,,,New York,New York,,,,,,yes,Milbank Tweed,"Milbank, Tweed, Hadley & McCloy, LLP",,no,,,,no,,,,177.8,177.5,762430,205,12/31/2000,,,12/31/2000,12/31/2000#http://edgar.sec.gov/Archives/edgar/data/1065869/000092735601000372/0000927356-01-000372-index.htm#,,,,,,9/25/2001,5/1/2001,12/15/2001,8/6/2001,,2/26/2002,,10/11/2001,1/7/2002,2/26/2002,3/11/2002,,10/23/2001,8/1/2001,3/28/1980,,,,,55,,209,NY,Weil Gotshal,"Weil, Gotshal & Manges LLP",,,,32,,,,,yes,confirmed,NY SD,,,,,,312,yes,yes,no,-504.362,-714.8812781,-460.971,,,no,no,2000,,1,,no,,no,joint fee review committee,97,,,90.844,89.76,,92.204,89.189,95.999,85.643,119477,,Englewood,0.000110819,31580,CO Denver,1555,CO,1629,8,-568.164,,DE,,,,NY SD,Burton R. Lifland,Burton R. Lifland,972,,,972,1377.710062,,1200.828815,847.207,2,8,,6.966666667,,liquidated,-568.164,,5,free fall,439,4.25,9.5,4,8,4.75,6.75,,,No. No 10k for any years,,not emerged 5,yes,,yes,yes,,maybe,46.138,,,46.138,65395871.23,,Yes,,I: Services,"737 Computer Programming, Data Processing, And",73 Business Services,7370,,Not tort,,,no,no,,,no,no,,,,,,284970000,voluntary,2002,2002,,2001,
Rickel Home Centers Inc.,,265.1,,,265.1,432,,,,,,,,96-26,,,Jules A. Borshadel,,Replaced,11,,,,Wilmington,Wilmington,,,,,,yes,Wachtell Lipton,"Wachtell, Lipton, Rosen & Katz / Morris, Nichols, Arsht & Tunnell",,no,,,,no,,,,,154.4,765635,10,1/28/1995,,,1/28/1995,,,,,,,,7/19/1990,7/24/1996,1/23/1996,,,2/21/2001,2/13/1996,,2/21/2001,,,6/20/1996,1/10/1996,10/28/1993,,,,155,,,1869,DE,Fried Frank,"Fried, Frank, Harris, Shriver & Jacobson",,,,,,,,,yes,converted,DE,,,,,,,yes,docs after date,no,,,,,,no,no,5500,,,,no,,no,fee auditor,15,,,89.422,73.194,,90.844,71.438,92.204,69.084,999999,,South Plainfield,7.7037E-05,20753,NJ Trenton,53,NJ,82,36,,,DE,,,,DE,Peter J. Walsh,Helen S. Balick (8 months),250.426,,,250.426,408.0581379,,436.6941969,268,2,1,,62.3,,Not applicable,,,,prenegotiated,566,4.75,8.5,4.25,6,8.5,8.5,,,,,not emerged 5,yes,,no,no,no confirmation,no,143.019,,,143.019,233043161.7,,Yes,Hardware Stores,G: Retail Trade,525 Hardware Stores,"52 Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",5251,,Not tort,,,no,no,,,no,no,,,,,,269390000,voluntary,,2001,,1996,
Roses Stores Inc.,"Change name to Rose's Holdings, Inc.1997, sold to Variety Wholesalers Inc. 12/2/97",337.759,416.318,,337.759,586,171.244,575,331.7,,,,,93-01365,,,George L. Jones,,Replaced,11,,0000085149,,Raleigh,Raleigh,,,,,,yes,Otterbourg Steindler,"Otterbourg, Steindler, Houston & Rosen, P.C.",,yes,,,,no,,,,149.7,145.1,94767P,209,1/30/1993,1/25/1992,1/26/1991,1/30/1993,,,,1/27/1996,1/27/1996#http://edgar.sec.gov/Archives/edgar/data/85149/0000085149-96-000003-index.html#,1/25/1997,,7/26/1991,8/22/1994,9/16/1993,,12/14/1994,,10/14/1993,10/5/1994,12/14/1994,4/28/1995,12/14/1994,,9/5/1993,12/14/1982,,,,,,,465,OT,Proskauer Rose,Proskauer Rose Goetz & Mendelsohn,,,,,,,,yes,yes,confirmed,NC ED,,,,,,2132,yes,none,no,-55.444,-96.13401152,-41.783,4.936,2.968,yes,yes,18000,8000,1,1,no,,no,fee auditor,25,,yes,71.263,67.526,,72.696,65.93,75.927,63.62,009240,009240,Henderson,6.07995E-05,15803,NC Raleigh,320,NC,40,44,-58.56,-16.336,DE,,,,NC ED,A. Thomas Small,A. Thomas Small,255.65,273.598,,255.65,443.2699669,130.684,,,12,9,,15.5,,Rose's Stores,-63.591,74.588,1,free fall,518,8.75,6,8.25,8.5,8.5,6,,,,,emerged no refile 5,yes,,no,no,no,,1404.302,1423.345,,1404.302,2434910624,641.884,No,Variety Stores,G: Retail Trade,533 Variety Stores,53 General Merchandise Stores,5331,,Not tort,,,no,no,,,no,no,,,,,,259920000,voluntary,1994,1994,1994,1993,
Rotech Healthcare Inc.,,,277.044,,277.044,300,,,,,,,,13-10741,,,Steven P. Alsene,,Replaced,11,0001175108,,,Wilmington,Wilmington,,yes,"Epiq Bankruptcy Solutions, LLC",,,yes,Otterbourg Steindler,"Otterbourg, Steindler, Houston & Rosen, P.C.",,yes,Baker McKenzie,Baker & McKenzie LLP,,no,,,,233.877,232.531,778669,101,,12/31/2011,,12/31/2011,12/31/2011#http://www.sec.gov/Archives/edgar/data/1175108/000117510812000008/0001175108-12-000008-index.htm#,,,,,,,1/1/2013,1/15/2014,4/18/2013,,8/29/2013,,5/14/2013,6/13/2013,8/29/2013,9/27/2013,8/29/2013,,4/8/2013,10/28/1993,,,2/28/2013,,,,143,DE,Proskauer Rose,Proskauer Rose LLP,,,Silver Point Finance LLC; Capital Research and Management Co.,30,,,,yes,yes,confirmed,DE,,,,,,1007,yes,yes,yes,45.948,49.71365291,105.975,,,yes,no,3800,,1,,,,,pending,26,,,108.293,107.501,,111.622,106.367,114.626,104.115,149578,,Orlando,0.000808148,255479,FL Orlando,843,FL,835,1,-14.759,,DE,,,,DE,Peter J. Walsh,Peter J. Walsh,,571.216,,571.216,618.0298154,,,,8,4,,4.766666667,,Rotech Healthcare Inc.,-14.759,,119,prenegotiated,985,3.25,3.25,3.25,3.25,3.25,3.25,,,,,not emerged 5,no,,no,no,no,no,,483.791,,483.791,523439928.9,,Yes,Home Health Care Services,I: Services,808 Home Health Care Services,80 Health Services,8082,,Not tort,,,no,,,,,,AlixPartners,no office,Randall S. Eisenberg,,advise,316128839,voluntary,2013,2013,2013,2013,
"Rouge Industries, Inc.",sold to OAO Severstal,652.4,,,652.4,887,,759,558.131,,,,,03-13272,,,Carl L. Valdiserri,End date is approximate; sale of assets closed on 1/30/2004; proof of retirement by 5/19/2004,Replaced,11,0000918577,,,Wilmington,Wilmington,,,,,,yes,Reed Smith,Reed Smith LLP,,no,,,,no,,,,213.856,185,779088,103,12/31/2002,,,12/31/2002,12/31/2002#http://edgar.sec.gov/Archives/edgar/data/918577/000095012403000375/0000950124-03-000375-index.htm#,,,,,,12/22/2003,7/1/1989,2/28/2004,11/7/2003,,5/4/2009,,1/6/2004,2/13/2009,5/4/2009,6/30/2009,12/22/2003,,10/23/2003,9/9/1998,,,,,60,,2020,DE,Morris Nichols,"Morris, Nichols, Arsht and Tunnell",,,,,,,,yes,yes,confirmed,DE,,,,,,2662,yes,yes,no,-77.035,-104.7626031,-52.252,,,yes,no,2705,,2075,,no,,no,no,57,,,100.618,95.371,,103.142,91.821,104.115,90.074,029954,,Dearborn,0.000337189,97822,MI Detroit,435,MI,436,7,-52.333,,DE,,,,DE,Mary F. Walrath,Mary F. Walrath,573,,,573,779.2428324,,759.0219569,558.131,5,10,,67.33333333,,"Severstal Dearborn, Inc.",-52.333,,4,free fall,242,3.25,4.75,3.25,5.5,3.25,4,,,No. No 10k for any years,,emerged no refile 5,yes,,yes,yes,,"yes, contract",1127,,,1127,1532646897,,Yes,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling",D: Manufacturing,"331 Steel Works, Blast Furnaces, And Rolling And",33 Primary Metal Industries,3312,,Not tort,,,no,no,,,no,no,Development Specialists Inc.,,,,,290110000,voluntary,2009,2009,2003,2003,
"RSL Communications, Ltd.",Liquidated during bankruptcy,,1803,,1803,2574,,441,308.562,,,,,01-11457,,,Michael A. Marino,,NoReplace,11,0001036297,,,New York,New York,,,,,,yes,Stroock Stroock,Stroock & Stroock & Lavan LLP,,no,,,,no,,,"RSL COM PrimeCall, Inc.",185,176.2,G7702U,102,,12/31/1999,,12/31/1999,12/31/1999#http://edgar.sec.gov/Archives/edgar/data/1036297/0000889812-00-001425-index.html#,,,,,,12/9/2002,12/2/1999,12/12/2002,3/29/2001,by date,10/17/2003,,,7/15/2003,10/17/2003,11/18/2003,,,3/19/2001,10/4/2000,,,,,630,,942,NY,LeBoeuf Lamb,"LeBoeuf, Lamb, Greene & MacRae, L.L.P.",,,,,,,,,no,confirmed,NY SD,,,,,,908,yes,yes,no,-188.233,-268.7693757,-97.756,,,no,no,2800,,1,,no,,no,no,97,,,95.371,89.422,,98.133,87.409,100.892,83.912,065512,,Hamilton,1.15626E-05,3295,Outside United States,,Bermuda,775,,-358.227,,Bermuda,,,,NY SD,Allan L. Gropper,Allan L. Gropper,,1814,,1814,2590.128445,,766.6323284,536.912,10,3,,31.4,,liquidated,-358.227,,,free fall,440,4.75,8.75,6.75,7.75,4,8.5,,,No. No 10k for any years,,not emerged 5,yes,,yes,yes,,maybe,,1470,,1470,2098946425,,Yes,"Telephone Communications, Except Radiophones","E: Transportation, Communications, Electric, Gas",481 Telephone Communications,48 Communications,4813,,Not tort,,,no,no,,,no,no,,,,,,284970000,voluntary,2003,2003,,2001,
Sabine Oil & Gas Corporation,,2438.35,,,2438.35,2570,,2618,2483.373,,,,,15-11835,,,David J. Sambrooks,,NoReplace,11,0000038079,,,New York,New York,,yes,Prime Clerk LLC,,,yes,Ropes Gray,Ropes & Gray LLP,,no,,,,no,,,,240.628,238.654,78532P,107,12/31/2014,,,12/31/2014,12/31/2014#http://www.sec.gov/Archives/edgar/data/38079/000155837015000424/0001558370-15-000424-index.htm#,,,,,,,12/16/2014,10/14/2016,7/29/2015,,7/27/2016,,,4/29/2016,7/27/2016,8/11/2016,7/27/2016,,7/15/2015,3/5/2010,,,,,,,378,NY,Kirkland Ellis,Kirkland & Ellis LLP,,,,,,,,no,no,confirmed,NY SD,,,,,,1359,yes,yes,yes,-98.096,-103.4123729,92.378,,,yes,not as of 4/2/2018,289,,1,,,,,pending,25,,,116.363,114.626,,119.039,111.622,,108.293,184262,,Houston,0.006950881,2197374,TX Houston,1318,TX,1421,1,-326.72,,NY,,,,NY SD,Shelley C. Chapman,Shelley C. Chapman,2502.142,,,2502.142,2637.747121,,3063.861422,2906.35,7,7,,12.6,,Sabine Oil & Gas Corporation,-326.72,,10,free fall,1037,4.25,3.25,,3.25,3.5,3.25,,,,,not emerged 5,no,,no,no,no,no,464.723,,,464.723,489908948.2,,Yes,Crude Petroleum and Natural Gas,B: Mining,131 Crude Petroleum and Natural Gas,13 Oil And Gas Extraction,1311,,Not tort,,,no,,,,,,,,,,,316128839,voluntary,2016,2016,2016,2015,
Safelite Glass Corporation,,,574,,574,838,,816,559.2,,,,,00-02252,,,John F. Barlow,,Replaced,11,0001033671,,,Wilmington,Wilmington,,,,,,yes,Young Conaway,"Young, Conaway, Stargatt & Taylor LLP",,no,,,,no,,,,173.7,172.4,786450,932,,4/3/1999,,4/3/1999,4/3/1999#http://edgar.sec.gov/Archives/edgar/data/1033671/0000950135-99-003174-index.html#,,,,,,,12/20/1996,10/13/2003,6/30/2000,,9/12/2000,,,7/31/2000,9/12/2000,9/29/2000,9/12/2000,,6/9/2000,9/9/1998,,,,320,,,95,DE,Willkie Farr,,"Willkie Farr & Gallagher / Richards, Layton & Finger PA",,,,,,,yes,yes,confirmed,DE,,,,,,333,yes,docs after date,no,44.285,64.62630267,67.048,,,yes,no,6300,,400,,no,,no,no,80,,,89.189,89.114,,89.76,84.568,91.79,80.691,116125,,Columbus,0.002521513,711470,OH Columbus,397,OH,394,1,-9.982,,DE,,,,DE,Mary F. Walrath,Mary F. Walrath,,580,,580,846.4097448,,863.0460742,591.4,9,6,,3.166666667,,Safelite Glass Corporation dba Safelite AutoGlass,-14.01,,,prenegotiated,844,6.5,7.75,4.75,8.5,9.5,9.5,,,No. No 10k for any years,,emerged no refile 5,yes,,no,no,no,no,,877,483,877,1279829907,,Yes,,I: Services,,"75 Automotive Repair, Services, and Parking",7500,,Not tort,,,no,no,,,no,no,,,,,,282160000,voluntary,2000,2000,2000,2000,
Safety Kleen Corp.,,4366.804,,,4366.804,6373,,,,US78648RAB06,5,999999,,00-02303,,,David E. Thomas Jr.,,Replaced,11,0000701856,,,Wilmington,Wilmington,,,,,,yes,Milbank Tweed,"Milbank, Tweed, Hadley & McCloy LLP / Morris, Nichols, Arsht and Tunnel",,no,,,,no,,,,184.6,172.4,78648R,203,8/31/1999,,,8/31/1999,8/31/1999#http://www.sec.gov/Archives/edgar/data/701856/000095014401509666/0000950144-01-509666-index.htm#,,,,,,,5/22/2000,9/5/2001,6/29/2000,by date,8/1/2003,,7/19/2000,,8/1/2003,12/24/2003,,,6/9/2000,10/28/1993,,,,,,,1148,DE,Skadden Arps,,"Skadden, Arps, Slate, Meagher & Flom LLP",,,,,,,yes,yes,confirmed,DE,,,,,,7245,yes,docs after date,no,344.783,503.1511914,480.785,,,no,no,9990,,799,,,,,pending,80,,,94.516,89.114,,97.336,84.568,100.377,80.691,009224,,Columbia,0.0004121,116278,SC Columbia,492,SC,499,1,103.912,,DE,,,,DE,Peter J. Walsh,Peter J. Walsh,3084.552,,,3084.552,4501.370467,,,,8,6,,38.26666667,,liquidated,88.876,,74,free fall,957,4.25,7.75,6.25,8.5,4,9.5,,,,,not emerged 5,yes,,no,no,no,no,1685.9,,,1685.9,2460279636,,Yes,Hazardous Waste Management,"E: Transportation, Communications, Electric, Gas",495 Sanitary Services,"49 Electric, Gas, And Sanitary Services",4955,,Not tort,,,no,,,,,,,,,,,282160000,voluntary,2003,2003,,2000,
Salant Corp. (1990),,332.942,316.937,79.996,332.942,645,253.39,676,349,,,,,90-12037,98-10107,,Ray W. Williams,,Replaced,11,,0000086346,no,New York,New York,New York,,,,,yes,,,,yes,,,,,,,,144.4,129.9,794004,200,12/30/1989,12/3/1988,11/28/1987,12/30/1989,,,,1/1/1994,,12/31/1994,,6/2/1987,3/27/1991,,,7/30/1993,,,,7/30/1993,9/20/1993,7/30/1993,,6/27/1990,11/25/1985,12/29/1998,,,1969,,1978,1129,NY,Fried Frank,"Fried, Frank, Harris, Shriver & Jacobson",,,,,,,,,,confirmed,NY SD,,,,,,,some,docs after date,no,23.56,45.63058722,36.214,30.792,22.647,yes,yes,6900,3900,,,,,,no hits,30,continuing 2011-11-17,no information in 10-K,67.526,63.794,83.171,70.48,62.254,72.193,60.1,009382,009382,New York,0.029334845,7322564,NY New York,106,NY,1,1,-9.354,7.227,DE,,,,NY SD,Cornelius Blackshear,Cornelius Blackshear,316.394,285.376,,316.394,612.7862484,174.488,,,7,6,12,37.63333333,,Salant Corp.,-9.354,43.706,2,free fall,11,7.25,11,8.75,9,6,10,7.75,,,Refiled,emerged no refile 5,yes,,,no,,,469.621,371,136,469.621,909553565.4,419.285,No,Men's And Boy's Work Clothing,D: Manufacturing,"232 Men's And Boy's Furnishings, Work Clothing And",23 Apparel And Other Finished Products Made From Fabrics And Similar Materi,2326,,Not tort,,,no,no hits,,,,,,,,,,249620000,voluntary,1993,1993,1993,1990,5.419178
