date,price,change,future_1m_index,Diff_future_1m_index,Ratio_future_1m_index,future_1m_up,future_1m_down,future_1m_up_2pct,future_1m_down_2pct,future_3m_index,Diff_future_3m_index,Ratio_future_3m_index,future_3m_up,future_3m_down,future_3m_up_2pct,future_3m_down_2pct,future_6m_index,Diff_future_6m_index,Ratio_future_6m_index,future_6m_up,future_6m_down,future_6m_up_2pct,future_6m_down_2pct,future_12m_index,Diff_future_12m_index,Ratio_future_12m_index,future_12m_up,future_12m_down,future_12m_up_2pct,future_12m_down_2pct,cnt_up,cnt_down,cnt_up_2pct,cnt_down_2pct
2001/4/23,2150.426,-1.909,2153.781065,3.355064516,0.001560186,25,6,0,1,2182.032505,31.60650549,0.014697788,53,38,0,1,2012.794691,-137.6313094,-0.064001881,81,100,6,13,1810.38462,-340.0413795,-0.15812745,163,198,16,35,0,1,0,0
2001/4/24,2166.174,15.748,2154.665,-11.509,-0.005313054,24,7,0,1,2181.705912,15.53191209,0.007170205,52,39,0,1,2009.228365,-156.9456354,-0.072452922,80,101,6,14,1808.913701,-357.2602992,-0.164926871,163,198,16,35,1,0,0,0
2001/4/25,2119.18,-46.994,2157.064871,37.88487097,0.017877137,24,7,0,0,2181.629824,62.44982418,0.029468863,52,39,0,0,2006.749812,-112.4301878,-0.053053628,81,100,7,13,1807.572958,-311.6070416,-0.147041328,164,197,16,34,0,1,0,1
2001/4/26,2105.056,-14.124,2159.920355,54.86435484,0.026063133,24,7,0,0,2181.508429,76.45242857,0.036318477,52,39,0,0,2004.611713,-100.4442873,-0.047715732,82,99,8,13,1806.250033,-298.8059668,-0.141946802,164,197,16,34,0,1,0,0
2001/4/27,2115.109,10.053,2162.003903,46.89490323,0.022171388,23,8,0,0,2180.96578,65.85678022,0.031136353,51,40,0,0,2002.188453,-112.920547,-0.053387578,81,100,8,14,1804.891133,-310.217867,-0.146667556,163,198,16,34,1,0,0,0
2001/4/28,2115.109,10.053,2164.106065,48.99706452,0.023165267,23,8,0,0,2180.423132,65.31413187,0.030879795,50,41,0,0,1999.772812,-115.3361878,-0.054529666,81,100,8,14,1803.49485,-311.6141496,-0.147327703,162,199,16,34,1,0,0,0
2001/4/29,2115.109,10.053,2167.205806,52.09680645,0.02463079,23,8,0,0,2179.880484,64.77148352,0.030623237,49,42,0,0,1997.357171,-117.7518287,-0.055671754,81,100,8,14,1802.112053,-312.9969474,-0.147981474,162,199,16,34,1,0,0,0
2001/4/30,2119.184,4.075,2170.272677,51.08867742,0.024107712,23,8,0,0,2178.096297,58.9122967,0.027799519,48,43,0,1,1994.919017,-124.2649834,-0.058638128,81,100,8,14,1800.786305,-318.3976953,-0.150245422,162,199,16,34,1,0,0,0
2001/5/1,2119.184,4.075,2173.511613,54.3276129,0.0256361,23,8,0,0,2175.910956,56.72695604,0.026768301,47,44,0,1,1992.605718,-126.5782818,-0.059729727,81,100,8,14,1799.460557,-319.7234432,-0.150871016,162,199,16,34,1,0,0,0
2001/5/2,2119.184,4.075,2176.750548,57.56654839,0.027164488,23,8,0,0,2174.457593,55.27359341,0.026082489,47,44,1,1,1990.194586,-128.9894144,-0.060867492,80,101,8,14,1798.134809,-321.0491911,-0.15149661,162,199,16,34,1,0,0,0
2001/5/3,2119.184,4.075,2179.989484,60.80548387,0.028692876,23,8,0,0,2172.675604,53.4916044,0.025241605,46,45,1,1,1987.818818,-131.3651823,-0.061988568,80,101,8,14,1796.878931,-322.3050693,-0.152089233,162,199,16,34,1,0,0,0
2001/5/4,2119.184,4.075,2183.46029,64.27629032,0.030330679,23,8,0,0,2170.911956,51.72795604,0.024409375,46,45,1,1,1985.545724,-133.6382762,-0.063061195,80,101,8,14,1795.628418,-323.5555817,-0.152679325,162,199,16,34,1,0,0,0
2001/5/5,2119.184,4.075,2187.195871,68.01187097,0.032093424,23,8,0,0,2169.148308,49.96430769,0.023577145,46,45,1,1,1983.182006,-136.0019945,-0.064176586,79,102,8,14,1794.377906,-324.8060942,-0.153269416,162,199,16,34,1,0,0,0
2001/5/6,2119.184,4.075,2191.044806,71.86080645,0.033909659,23,8,0,0,2167.384659,48.20065934,0.022744915,46,45,1,1,1980.818287,-138.3657127,-0.065291977,78,103,8,14,1793.127393,-326.0566066,-0.153859508,162,199,16,34,1,0,0,0
2001/5/7,2119.184,4.075,2194.613452,75.42945161,0.03559363,22,9,0,0,2164.779626,45.59562637,0.021515652,45,46,1,2,1978.454569,-140.7294309,-0.066407368,77,104,8,14,1791.876881,-327.3071191,-0.154449599,162,199,16,34,1,0,0,0
2001/5/8,2137.994,18.81,2197.357774,59.36377419,0.027766109,21,10,0,0,2162.207516,24.21351648,0.011325344,45,46,1,2,1975.921851,-162.0721492,-0.075805708,76,105,8,14,1790.574263,-347.4197368,-0.162497994,162,199,16,34,1,0,0,0
2001/5/9,2132.89,-5.104,2200.266742,67.37674194,0.031589412,21,10,0,0,2159.595198,26.7051978,0.012520663,45,46,1,2,1973.371508,-159.5184917,-0.074789835,76,105,8,14,1789.285784,-343.6042161,-0.161097954,163,198,16,34,0,1,0,0
2001/5/10,2147.283,14.393,2202.711419,55.42841935,0.025813281,20,11,0,0,2157.148022,9.865021978,0.004594188,45,46,1,2,1970.314972,-176.9680276,-0.08241486,75,106,8,15,1787.957435,-359.3255651,-0.16733964,163,198,16,34,1,0,0,0
2001/5/11,2155.405,8.122,2204.621677,49.21667742,0.022834074,19,12,0,0,2154.946165,-0.458835165,-0.000212877,45,46,1,2,1967.278873,-188.1261271,-0.087281104,75,106,8,15,1786.606587,-368.7984127,-0.171103998,163,198,16,34,1,0,0,0
2001/5/12,2155.405,8.122,2206.800839,51.39583871,0.023845096,19,12,0,0,2152.744308,-2.660692308,-0.001234428,45,46,1,2,1964.378066,-191.0269337,-0.088626933,75,106,8,15,1785.213133,-370.191867,-0.171750491,162,199,16,34,1,0,0,0
2001/5/13,2155.405,8.122,2209.607871,54.20287097,0.025147418,19,12,0,0,2150.542451,-4.862549451,-0.002255979,45,46,1,2,1961.47726,-193.9277403,-0.089972762,75,106,8,15,1783.81472,-371.5902798,-0.172399284,161,200,16,34,1,0,0,0
2001/5/14,2178.466,23.061,2210.379871,31.91387097,0.014649699,18,13,0,0,2148.087879,-30.37812088,-0.01394473,45,46,1,2,1958.449044,-220.0169558,-0.100996277,75,106,8,15,1782.318133,-396.147867,-0.181847165,160,201,16,34,1,0,0,0
2001/5/15,2191.064,12.598,2211.022,19.958,0.009108817,18,13,0,0,2145.323901,-45.7400989,-0.020875748,44,47,1,2,1955.300597,-235.7634033,-0.107602244,74,107,8,15,1780.786648,-410.2773518,-0.187250282,159,202,16,34,1,0,0,0
2001/5/16,2199.505,8.441,2211.391839,11.88683871,0.005404324,18,13,0,0,2142.553066,-56.95193407,-0.025893069,44,47,1,2,1952.076431,-247.4285691,-0.112492842,73,108,8,15,1779.231781,-420.2732188,-0.191076273,158,203,16,34,1,0,0,0
2001/5/17,2194.647,-4.858,2211.918387,17.2713871,0.007869779,19,12,0,0,2139.531066,-55.11593407,-0.025113804,44,47,1,2,1948.885575,-245.7614254,-0.111982212,74,107,8,15,1777.650875,-416.9961247,-0.190006012,158,203,16,34,0,1,0,0
2001/5/18,2203.372,8.725,2210.765968,7.393967742,0.003355751,18,13,0,0,2136.461077,-66.91092308,-0.030367511,44,47,1,2,1945.66995,-257.7020497,-0.116958031,74,107,8,15,1776.024446,-427.347554,-0.193951613,157,204,16,34,1,0,0,0
2001/5/19,2203.372,8.725,2209.704097,6.332096774,0.002873821,18,13,0,0,2133.391088,-69.98091209,-0.031760825,44,47,1,2,1942.594762,-260.7772376,-0.118353704,74,107,8,15,1774.348496,-429.0235042,-0.194712243,156,205,16,34,1,0,0,0
2001/5/20,2203.372,8.725,2208.405742,5.033741935,0.002284563,17,14,0,0,2130.321099,-73.0509011,-0.033154139,44,47,1,2,1939.519575,-263.8524254,-0.119749378,74,107,8,15,1772.537219,-430.8347812,-0.195534291,155,206,16,35,1,0,0,0
2001/5/21,2213.595,10.223,2207.617032,-5.977967742,-0.00270057,17,14,0,0,2127.254,-86.341,-0.039004877,44,47,1,2,1936.387906,-277.2070939,-0.125229364,74,107,8,15,1770.747474,-442.8475263,-0.200058062,155,206,16,35,1,0,0,0
2001/5/22,2210.337,-3.258,2207.47929,-2.857709677,-0.001292884,18,13,0,0,2124.270857,-86.06614286,-0.038938018,45,46,1,2,1933.402033,-276.9349669,-0.125290834,75,106,8,15,1768.966753,-441.3702465,-0.199684594,156,205,16,35,0,1,0,0
2001/5/23,2197.595,-12.742,2207.752581,10.15758065,0.004622135,19,12,0,0,2121.038451,-76.55654945,-0.034836514,45,46,1,2,1930.651409,-266.9435912,-0.121470786,76,105,8,15,1767.22133,-430.3736704,-0.195838483,157,204,16,35,0,1,0,0
2001/5/24,2198.297,0.702,2208.003226,9.706225806,0.004415339,19,12,0,0,2117.793319,-80.50368132,-0.03662093,44,47,1,2,1927.92968,-270.3673204,-0.122989442,76,105,8,15,1765.40203,-432.8949695,-0.196922877,156,205,16,35,1,0,0,0
2001/5/25,2193.576,-4.721,2209.184548,15.60854839,0.007115572,20,11,0,0,2114.422154,-79.15384615,-0.036084387,44,47,1,2,1925.290105,-268.285895,-0.122305265,77,104,8,15,1763.724834,-429.8511662,-0.195959094,157,204,17,35,0,1,0,0
2001/5/26,2193.576,-4.721,2210.475355,16.89935484,0.007704021,21,10,0,0,2111.050989,-82.52501099,-0.037621223,44,47,1,2,1922.63258,-270.9434199,-0.123516769,77,104,8,15,1761.982211,-431.5937895,-0.196753515,157,204,17,35,0,1,0,0
2001/5/27,2193.576,-4.721,2211.644774,18.06877419,0.008237132,21,10,0,0,2107.679824,-85.89617582,-0.039158058,44,47,1,2,1919.975055,-273.6009448,-0.124728272,77,104,8,15,1760.259316,-433.3166842,-0.197538943,158,203,17,35,0,1,0,0
2001/5/28,2179.699,-13.877,2212.920613,33.2216129,0.015241376,21,10,0,0,2103.806758,-75.89224176,-0.034817762,44,47,1,3,1917.394199,-262.3048011,-0.120339919,77,104,8,15,1758.513518,-421.185482,-0.19323103,158,203,17,35,0,1,0,0
2001/5/29,2180.276,0.577,2214.138452,33.86245161,0.015531268,20,11,0,0,2100.104659,-80.17134066,-0.036771189,44,47,1,3,1914.773254,-265.5027459,-0.121774833,76,105,8,15,1756.766122,-423.5098781,-0.194245994,157,204,17,35,1,0,0,0
2001/5/30,2211.201,30.925,2214.35871,3.157709677,0.001428052,19,12,0,0,2096.108341,-115.0926593,-0.05204984,44,47,1,3,1912.07374,-299.1272597,-0.135278186,76,105,8,15,1754.933061,-456.2679391,-0.206343946,156,205,17,35,1,0,0,0
2001/5/31,2214.257,3.056,2214.480387,0.223387097,0.000100886,18,13,0,0,2091.991571,-122.2654286,-0.055217361,43,48,1,3,1909.425912,-304.8310884,-0.137667438,76,105,8,15,1753.106997,-461.1500028,-0.208263992,156,205,17,35,1,0,0,0
2001/6/1,2219.591,5.334,2214.041484,-5.549516129,-0.002500243,17,14,0,0,2087.755824,-131.8351758,-0.059396157,42,49,1,3,1906.733674,-312.857326,-0.140952692,75,106,8,15,1751.275787,-468.3152133,-0.210991671,156,205,17,35,1,0,0,0
2001/6/2,2219.591,5.334,2213.791129,-5.799870968,-0.002613036,17,14,0,0,2083.520077,-136.0709231,-0.061304503,41,50,1,3,1904.12816,-315.4628398,-0.142126563,75,106,8,15,1749.351175,-470.2398255,-0.211858773,155,206,17,36,1,0,0,0
2001/6/3,2219.591,5.334,2213.225548,-6.365451613,-0.002867849,16,15,0,0,2079.28433,-140.3066703,-0.063212849,40,51,1,3,1901.522646,-318.0683536,-0.143300434,75,106,8,15,1747.423006,-472.1679945,-0.212727477,154,207,17,36,1,0,0,0
2001/6/4,2226.779,7.188,2211.770194,-15.00880645,-0.006740142,15,16,0,0,2074.783352,-151.9956484,-0.068258075,39,52,1,3,1898.87742,-327.9015801,-0.14725376,75,106,8,15,1745.453349,-481.325651,-0.21615331,153,208,17,36,1,0,0,0
2001/6/5,2234.987,8.208,2209.690645,-25.29635484,-0.011318345,14,17,0,0,2070.688549,-164.2984505,-0.073512039,39,52,2,3,1896.267337,-338.719663,-0.151553303,75,106,8,15,1743.460956,-491.5260443,-0.219923447,152,209,17,36,1,0,0,0
2001/6/6,2238.501,3.514,2207.497742,-31.00325806,-0.013850009,13,18,0,0,2066.620077,-171.8809231,-0.076783938,39,52,2,3,1893.677171,-344.8238287,-0.154042294,75,106,8,15,1741.458828,-497.0421717,-0.222042417,151,210,17,36,1,0,0,0
2001/6/7,2229.812,-8.689,2205.585129,-24.22687097,-0.010864984,13,18,0,0,2062.573363,-167.2386374,-0.075001228,39,52,2,3,1890.999906,-338.8120939,-0.151946484,75,106,8,15,1739.391061,-490.4209391,-0.219938245,151,210,17,37,0,1,0,0
2001/6/8,2223.068,-6.744,2203.862129,-19.20587097,-0.008639354,13,18,0,0,2058.021451,-165.0465495,-0.07424269,39,52,2,4,1888.392801,-334.6751989,-0.150546541,76,105,8,15,1737.361825,-485.7061745,-0.218484623,152,209,17,37,0,1,0,0
2001/6/9,2223.068,-6.744,2202.788484,-20.27951613,-0.00912231,14,17,0,0,2053.469538,-169.5984615,-0.076290272,39,52,2,5,1885.75379,-337.3142099,-0.151733645,76,105,8,15,1735.253604,-487.8143961,-0.219432962,152,209,17,37,0,1,0,0
2001/6/10,2223.068,-6.744,2201.035968,-22.03203226,-0.009910643,14,17,0,0,2048.917626,-174.1503736,-0.078337853,39,52,2,6,1883.114779,-339.953221,-0.152920748,76,105,8,15,1733.309546,-489.7584543,-0.220307455,153,208,18,37,0,1,0,0
2001/6/11,2214.623,-8.445,2199.451065,-15.17193548,-0.006850798,14,17,0,0,2044.982527,-169.6404725,-0.076600158,40,51,3,6,1880.522425,-334.1005746,-0.150861151,76,105,8,15,1731.411717,-483.2112825,-0.218191215,154,207,18,37,0,1,0,0
2001/6/12,2222.959,8.336,2197.463355,-25.49564516,-0.011469238,13,18,0,0,2041.035505,-181.9234945,-0.081838439,40,51,3,6,1877.90211,-345.0568895,-0.155224136,76,105,8,15,1729.490798,-493.4682022,-0.221987091,154,207,18,37,1,0,0,0
2001/6/13,2242.423,19.464,2194.847774,-47.57522581,-0.021215991,12,19,0,0,2036.75178,-205.6712198,-0.091718297,39,52,3,6,1875.064845,-367.3581547,-0.163821971,75,106,8,15,1727.515961,-514.9070388,-0.229620834,154,207,18,37,1,0,0,0
2001/6/14,2202.398,-40.025,2193.523323,-8.874677419,-0.004029552,12,19,0,0,2032.768385,-169.6296154,-0.077020418,39,52,3,6,1872.372989,-330.025011,-0.149848034,75,106,8,15,1725.617989,-476.7800111,-0.216482221,154,207,18,37,0,1,0,0
2001/6/15,2210.97,8.572,2191.435129,-19.53487097,-0.00883543,11,20,0,0,2028.454231,-182.5157692,-0.082550089,38,53,3,6,1869.483724,-341.4862762,-0.154450886,74,107,8,15,1723.734313,-487.235687,-0.220371912,154,207,18,37,1,0,0,0
2001/6/16,2210.97,8.572,2189.177419,-21.79258065,-0.00985657,10,21,0,0,2024.140077,-186.8299231,-0.084501338,37,54,3,6,1866.525403,-344.4445967,-0.155788906,73,108,8,15,1721.833681,-489.1363186,-0.221231549,153,208,18,37,1,0,0,0
2001/6/17,2210.97,8.572,2187.099065,-23.87093548,-0.010796589,10,21,0,0,2019.825923,-191.1440769,-0.086452587,36,55,3,6,1863.567083,-347.4029171,-0.157126925,72,109,8,15,1719.896676,-491.0733241,-0.222107638,152,209,18,37,1,0,0,0
2001/6/18,2167.647,-43.323,2186.538355,18.89135484,0.008715144,11,20,0,0,2015.616703,-152.0302967,-0.070136095,36,55,3,6,1860.848116,-306.798884,-0.141535446,72,109,8,15,1718.031299,-449.6157008,-0.207421089,152,209,18,37,0,1,0,0
2001/6/19,2170.454,2.807,2186.834161,16.38016129,0.007546882,11,20,0,0,2011.530637,-158.9233626,-0.073221254,36,55,3,6,1858.060735,-312.3932652,-0.143929918,71,110,8,15,1716.158147,-454.2958532,-0.209309137,151,210,18,37,1,0,0,0
2001/6/20,2163.123,-7.331,2187.366452,24.24345161,0.011207616,12,19,0,0,2007.78967,-155.3333297,-0.071809754,37,54,3,6,1855.431823,-307.6911768,-0.142243958,72,109,8,15,1714.305302,-448.8176981,-0.207485981,151,210,18,37,0,1,0,0
2001/6/21,2189.145,26.022,2187.059323,-2.085677419,-0.000952736,12,19,0,0,2003.715758,-185.4292418,-0.084703956,36,55,3,6,1852.578525,-336.5664751,-0.153743345,71,110,8,15,1712.385903,-476.759097,-0.217783243,151,210,18,37,1,0,0,0
2001/6/22,2206.067,16.922,2185.863839,-20.20316129,-0.009158,11,20,0,0,1999.330615,-206.7363846,-0.09371265,35,56,3,6,1849.404326,-356.662674,-0.161673546,70,111,8,16,1710.496709,-495.5702909,-0.224639728,151,210,18,37,1,0,0,0
2001/6/23,2206.067,16.922,2183.618258,-22.44874194,-0.010175911,10,21,0,0,1994.945473,-211.1215275,-0.095700415,34,57,3,6,1846.277669,-359.7893315,-0.163090845,70,111,8,16,1708.562086,-497.5049141,-0.225516684,150,211,18,37,1,0,0,0
2001/6/24,2206.067,16.922,2180.592097,-25.47490323,-0.011547656,9,22,0,0,1990.56033,-215.5066703,-0.09768818,33,58,3,6,1843.151011,-362.915989,-0.164508145,70,111,8,16,1706.650961,-499.4160388,-0.226382988,150,211,18,37,1,0,0,0
2001/6/25,2230.197,24.13,2176.198935,-53.99806452,-0.02421224,8,23,0,0,1985.777516,-244.4194835,-0.109595468,32,59,3,6,1839.891039,-390.3059613,-0.175009634,70,111,8,16,1704.802,-525.395,-0.235582327,150,211,19,37,1,0,0,0
2001/6/26,2233.591,3.394,2170.784,-62.807,-0.028119293,7,24,0,0,1980.945571,-252.6454286,-0.113111769,31,60,3,6,1836.42426,-397.1667403,-0.177815339,69,112,8,17,1702.943637,-530.6473629,-0.237575887,150,211,20,37,1,0,0,0
2001/6/27,2229.828,-3.763,2165.490452,-64.33754839,-0.028853144,7,24,0,0,1975.868495,-253.9595055,-0.113891971,31,60,3,6,1833.00626,-396.8217403,-0.177960695,70,111,8,17,1701.095698,-528.7323019,-0.237117976,151,210,21,37,0,1,0,0
2001/6/28,2219.25,-10.578,2160.538129,-58.71187097,-0.026455726,7,24,0,0,1970.875989,-248.374011,-0.111917995,31,60,3,6,1829.770862,-389.4791381,-0.175500344,71,110,8,17,1699.67759,-519.57241,-0.234120721,152,209,22,37,0,1,0,0
2001/6/29,2218.029,-1.221,2152.112129,-65.91687097,-0.02971867,7,24,0,1,1965.896187,-252.1328132,-0.113674264,31,60,3,6,1826.510608,-391.5183923,-0.176516354,71,110,8,17,1698.260864,-519.7681357,-0.234337845,152,209,22,37,0,1,0,0
2001/6/30,2218.029,-1.221,2142.508548,-75.52045161,-0.034048451,7,24,0,1,1960.916385,-257.1126154,-0.115919411,31,60,3,6,1823.314227,-394.7147735,-0.177957445,72,109,8,17,1696.861643,-521.1673573,-0.234968685,153,208,22,37,0,1,0,0
2001/7/1,2218.029,-1.221,2135.053677,-82.97532258,-0.037409485,8,23,1,1,1955.936582,-262.0924176,-0.118164559,31,60,3,6,1820.117845,-397.9111547,-0.179398536,73,108,8,17,1695.491881,-522.5371191,-0.235586243,154,207,22,37,0,1,0,0
2001/7/2,2205.985,-12.044,2127.022645,-78.96235484,-0.035794602,8,23,1,1,1951.089132,-254.8958681,-0.115547417,31,60,3,6,1816.988006,-388.9969945,-0.176337099,74,107,8,17,1694.180994,-511.8040055,-0.23200702,155,206,22,37,0,1,0,0
2001/7/3,2211.83,5.845,2118.856903,-92.97309677,-0.042034468,8,23,1,1,1946.177451,-265.6525495,-0.12010532,30,61,3,6,1813.861713,-397.9682873,-0.179927159,74,107,8,17,1692.853917,-518.9760831,-0.234636515,155,206,22,37,1,0,0,0
2001/7/4,2202.058,-9.772,2111.006387,-91.0516129,-0.041348417,9,22,1,1,1941.373154,-260.6848462,-0.118382371,30,61,3,6,1810.789409,-391.2685912,-0.177683145,75,106,8,17,1691.553909,-510.5040914,-0.231830447,156,205,22,37,0,1,0,0
2001/7/5,2181.663,-20.395,2103.813774,-77.84922581,-0.035683433,10,21,1,1,1936.792978,-244.870022,-0.112240076,30,61,3,6,1807.829785,-373.8332155,-0.171352411,76,105,8,17,1690.257626,-491.405374,-0.225243484,156,205,22,37,0,1,0,0
2001/7/6,2170.521,-11.142,2094.51071,-76.01029032,-0.035019376,10,21,1,2,1932.335242,-238.1857582,-0.109736675,30,61,3,6,1804.931718,-365.5892818,-0.168433884,77,104,8,17,1689.023355,-481.4976454,-0.221835055,157,204,22,37,0,1,0,0
2001/7/7,2170.521,-11.142,2085.911065,-84.60993548,-0.038981395,11,20,1,2,1927.877505,-242.6434945,-0.111790439,30,61,3,6,1801.842613,-368.6783867,-0.169857093,77,104,8,18,1687.80562,-482.7153795,-0.222396088,158,203,22,37,0,1,0,0
2001/7/8,2170.521,-11.142,2077.028742,-93.49225806,-0.043073648,11,20,1,2,1923.419769,-247.1012308,-0.113844202,30,61,3,6,1798.753508,-371.7674917,-0.171280302,77,104,8,19,1686.538623,-483.9823767,-0.222979818,158,203,22,37,0,1,0,0
2001/7/9,2169.655,-0.866,2069.123419,-100.5315806,-0.046335284,12,19,1,2,1918.550297,-251.1047033,-0.115734853,30,61,3,7,1795.669188,-373.9858122,-0.172371097,77,104,8,20,1685.299102,-484.3558975,-0.223240975,159,202,22,37,0,1,0,0
2001/7/10,2189.785,20.13,2061.550871,-128.234129,-0.058560146,12,19,1,2,1913.658593,-276.1264066,-0.126097497,30,61,3,7,1792.392807,-397.3921934,-0.181475439,76,105,8,20,1684.00382,-505.7811801,-0.230972986,159,202,22,37,1,0,0,0
2001/7/11,2168.74,-21.045,2054.657194,-114.0828065,-0.052603266,13,18,1,2,1908.360484,-260.3795165,-0.120060273,30,61,3,8,1789.159221,-379.580779,-0.175023645,76,105,8,20,1682.766834,-485.9731662,-0.224080879,160,201,22,37,0,1,0,0
2001/7/12,2165.491,-3.249,2047.868323,-117.6226774,-0.054316863,14,17,1,2,1902.567462,-262.9235385,-0.121415207,30,61,3,9,1785.82142,-379.6695801,-0.175327249,76,105,8,20,1681.568615,-483.922385,-0.223470051,161,200,22,37,0,1,0,0
2001/7/13,2161.34,-4.151,2041.215419,-120.1245806,-0.055578752,15,16,1,2,1897.402473,-263.9375275,-0.122117542,31,60,4,9,1782.589912,-378.7500884,-0.17523855,77,104,8,20,1680.373729,-480.9662715,-0.222531518,161,200,22,37,0,1,0,0
2001/7/14,2161.34,-4.151,2034.060645,-127.2793548,-0.058889094,15,16,1,2,1892.237484,-269.1025165,-0.124507258,32,59,5,9,1779.132746,-382.2072541,-0.176838098,77,104,8,21,1679.100831,-482.239169,-0.223120457,161,200,22,37,0,1,0,0
2001/7/15,2161.34,-4.151,2027.158032,-134.1819677,-0.062082767,16,15,1,2,1887.072495,-274.2675055,-0.126896974,33,58,6,9,1775.67558,-385.6644199,-0.178437645,77,104,8,22,1677.814404,-483.5255956,-0.223715656,161,200,22,37,0,1,0,0
2001/7/16,2146.236,-15.104,2019.848645,-126.3873548,-0.058887911,16,15,1,2,1882.029022,-264.206978,-0.123102482,33,58,6,9,1772.301862,-373.9341381,-0.174227875,77,104,8,23,1676.573579,-469.6624211,-0.218830744,162,199,22,37,0,1,0,0
2001/7/17,2140.981,-5.255,2012.849355,-128.1316452,-0.059847166,17,14,1,2,1876.698484,-264.2825165,-0.123439917,33,58,6,9,1768.678254,-372.3027459,-0.173893531,77,104,8,24,1675.34731,-465.6336898,-0.217486138,163,198,22,37,0,1,0,0
2001/7/18,2146.541,5.56,2005.67071,-140.8702903,-0.065626648,17,14,1,2,1871.165791,-275.3752088,-0.128287887,32,59,6,9,1764.883293,-381.6577072,-0.177801266,76,105,8,24,1674.10564,-472.4353601,-0.220091468,163,198,22,37,1,0,0,0
2001/7/19,2150.265,3.724,1998.371935,-151.8930645,-0.07063923,17,14,1,2,1865.290121,-284.9748791,-0.13253012,31,60,6,9,1761.178066,-389.0869337,-0.180948364,76,105,8,24,1672.824975,-477.4400249,-0.22203776,162,199,22,37,1,0,0,0
2001/7/20,2179.624,29.359,1990.464355,-189.1596452,-0.086785448,17,14,1,2,1858.617912,-321.0060879,-0.147275901,30,61,6,10,1756.978591,-422.6454088,-0.193907485,75,106,8,25,1671.473172,-508.1508283,-0.233136921,162,199,22,37,1,0,0,0
2001/7/21,2179.624,29.359,1982.698129,-196.925871,-0.090348551,17,14,1,2,1851.945703,-327.6782967,-0.150337075,29,62,6,11,1752.756569,-426.8674309,-0.195844527,74,107,8,25,1670.149332,-509.4746676,-0.233744291,162,199,22,37,1,0,0,0
2001/7/22,2179.624,29.359,1973.789161,-205.8348387,-0.094435939,16,15,1,2,1845.273495,-334.3505055,-0.153398249,28,63,6,12,1748.534547,-431.089453,-0.197781568,73,108,8,25,1668.834341,-510.7896593,-0.234347603,162,199,22,37,1,0,0,0
2001/7/23,2169.007,-10.617,1965.207968,-203.7990323,-0.093959601,16,15,1,2,1838.148901,-330.8580989,-0.152538972,28,63,6,13,1744.371182,-424.6358177,-0.195774296,73,108,8,25,1667.573548,-501.4334515,-0.231181113,163,198,22,37,0,1,0,0
2001/7/24,2136.454,-32.553,1957.154613,-179.2993871,-0.083923823,16,15,1,2,1833.029209,-303.4247912,-0.142022618,29,62,7,13,1740.119878,-396.3341215,-0.185510253,73,108,8,26,1666.402931,-470.0510693,-0.220014599,164,197,22,37,0,1,0,0
2001/7/25,2112.256,-24.198,1949.881839,-162.3741613,-0.076872387,16,15,1,2,1828.697385,-283.5586154,-0.134244436,30,61,8,13,1735.956536,-376.2994641,-0.178150501,73,108,8,26,1665.299343,-446.9566565,-0.211601556,165,196,22,37,0,1,0,0
2001/7/26,2094.009,-18.247,1943.197677,-150.8113226,-0.072020379,16,15,1,2,1824.109363,-269.8996374,-0.128891345,30,61,8,14,1732.370657,-361.6383425,-0.172701427,74,107,9,26,1664.155299,-429.8537008,-0.205277867,165,196,22,37,0,1,0,0
2001/7/27,2065.728,-28.281,1935.504839,-130.2231613,-0.063039839,16,15,1,3,1819.847275,-245.8807253,-0.119028607,31,60,8,14,1729.004227,-336.7237735,-0.163004894,75,106,9,26,1663.069795,-402.658205,-0.194923148,165,196,22,37,0,1,0,0
2001/7/28,2065.728,-28.281,1928.332484,-137.3955161,-0.066511911,17,14,1,3,1815.585187,-250.1428132,-0.121091844,32,59,8,14,1725.610613,-340.1173867,-0.164647711,75,106,9,26,1661.980244,-403.7477562,-0.19545059,165,196,22,37,0,1,0,0
2001/7/29,2065.728,-28.281,1921.294032,-144.4339677,-0.069919161,18,13,1,3,1811.323099,-254.4049011,-0.123155082,33,58,8,14,1722.217,-343.511,-0.166290528,75,106,9,26,1660.870496,-404.8575042,-0.195987809,165,196,22,37,0,1,0,0
2001/7/30,1956.823,-108.905,1917.513645,-39.30935484,-0.020088355,18,13,1,2,1808.50611,-148.3168901,-0.07579474,34,57,8,13,1719.425072,-237.3979282,-0.121318039,75,106,9,25,1660.041343,-296.7816565,-0.151665049,165,196,22,36,0,1,0,1
2001/7/31,1920.318,-36.505,1914.733645,-5.584354839,-0.002908037,18,13,1,2,1805.895681,-114.4223187,-0.059585089,34,57,8,13,1716.326901,-203.9910994,-0.10622777,75,106,9,26,1659.313313,-261.004687,-0.13591743,165,196,22,36,0,1,0,0
2001/8/1,1986.928,66.61,1909.804935,-77.12306452,-0.038815229,17,14,0,2,1802.623615,-184.3043846,-0.092758462,34,57,7,13,1713.044287,-273.8837127,-0.137842797,75,106,9,26,1658.400767,-328.5272327,-0.165344307,164,197,21,36,1,0,1,0
