label,documents,class
insurance & takaful,Concept Paper on Financing Facilities with Connected Parties,insurance
insurance & takaful,Concept paper on Ijarah,insurance
insurance & takaful,Concept paper on Istisna’,insurance
insurance & takaful,Concept Paper on Principles for a Fair and Effective Financial Market for the Malaysian Financial Market,insurance
insurance & takaful,Concept Paper on Shariah Parameter Reference 4: Musharakah Contract,insurance
insurance & takaful,Concept Paper on Shariah Parameter Reference 5: Istisna' Contract,insurance
insurance & takaful,"Concept paper on Shariah Requirements, Optional Practices and Operational Requirements of Mudarabah",insurance
insurance & takaful,"Concept paper on Shariah Requirements, Optional Practices and Operational Requirements of Musharakah",insurance
insurance & takaful,Concept Paper on Wadi'ah,insurance
insurance & takaful,Enhancement of the Policy and Guidelines of the Small Debt Resolution Scheme (SDRS),insurance
insurance & takaful,Exposure Draft on Employee Screening,insurance
insurance & takaful,Exposure Draft on Outsourcing,insurance
insurance & takaful,External Auditor,insurance
insurance & takaful,Financing Facilities with Connected Parties*NEW 2016/07/13,insurance
insurance & takaful,Guideline on Corporate Governance Standards on Directorship for Development Financial Institutions,insurance
insurance & takaful,Guideline on Minimum Audit Standards for Internal Auditors of Development Financial Institutions,insurance
insurance & takaful,Guidelines on Best Practices for the Management of Credit Risk for Development Financial Institutions,insurance
insurance & takaful,Guidelines on Corporate Governance for Development Financial Institutions,insurance
insurance & takaful,Guidelines on Data Management and MIS Framework for Development Financial Institutions,insurance
insurance & takaful,Guidelines on Financial Reporting for Development Financial Institutions,insurance
insurance & takaful,Guidelines on Fit and Proper for Key Responsible Persons for Development Financial Institutions,insurance
insurance & takaful,Guidelines on Handling of Suspected Counterfeit Malaysian Currency Notes,insurance
insurance & takaful,"Guidelines on Ibra' (Rebate) for Sale-Based Financing * Same guideline applies to Banking, Insurance & Takaful and Development Financial Institutions",insurance
insurance & takaful,Introduction of New Products * Same guideline applies to Banking and Development Financial Institutions,insurance
insurance & takaful,Islamic Corporation for the Development of the Private Sector (ICD) as an Interbank Player,insurance
insurance & takaful,Murabahah,insurance
insurance & takaful,Operational Guidelines and Procedures on Special Relief Facility 2015,insurance
insurance & takaful,Process Improvement to Expedite Issuance of Redemption Statement and Release of Original Title of Property,insurance
insurance & takaful,Reference Rate Framework,insurance
insurance & takaful,Regulated Short-Selling of Securities in the Wholesale Money Market,insurance
insurance & takaful,Regulatory Treatment of BNM Mudarabah Certificate (BMC) for Development Financial Institutions,insurance
insurance & takaful,Resolusi Syariah dalam Kewangan Islam MPS BNM (2010-2012),insurance
insurance & takaful,Resolutions of Shariah Advisory Council of Bank Negara Malaysia 2010 - 2011,insurance
insurance & takaful,"Risk Governance * Same guideline applies to Banking, Insurance & Takaful and Development Financial Institutions",insurance
insurance & takaful,Schedule of Shariah Advisory Council Meetings for 2013,insurance
insurance & takaful,Shariah Governance Framework for Islamic Financial Institutions,insurance
insurance & takaful,Shariah Leaders Education Programme,insurance
insurance & takaful,Staff Training Expenditure (STE),insurance
interbank settlements - nigeria central switch ,Operational Rules and Regulations for the Nigeria Central Switch (NCS),banking
investment and securities ,"THE INVESTMENTS AND SECURITIES ACT, 2007",securities
investment banking,Guidelines on Investment Banks,banking
investment banking,Investment Account,banking
investments of insurance companies,Investments (structured products),companies
investments of insurance companies,Derivative Financial Instruments,companies
listed companies and corporate financing,"ESMA update of the CESR recommendations for the consistent implementation of the European Commission’s Regulation on « Prospectus » n°809/2004, published 20 March 2013",companies
listed companies and corporate financing,Commission delegated regulation (EU) No 759/2013 of 30 April 2013 amending Regulation (EC) No 809/2004 as regards the disclosure requirements for convertible and exchangeable debt securities,companies
listed companies and corporate financing,ESMA (European Securities and Markets Authority) - Questions and Answers - Prospectuses - 21st updated version - 15 January 2014,companies
listed companies and corporate financing,"Directive 2006/43/EC of the European Parliament and of the Council of 17 May 2006 on statutory audits of annual accounts and consolidated accounts, amending Council Directives 78/660/EEC and 83/349/EEC and repealing Council Directive 84/253/EEC",companies
listed companies and corporate financing,Directive 2003/71/EC of the European Parliament and of the Council of 4 November 2003 on the prospectus to be published when securities are offered to the public or admitted to trading and amending Directive 2001/34/EC,companies
listed companies and corporate financing,Directive 2001/34/EC of the European Parliament and of the Council of 28 May 2001 on the admission of securities to official stock exchange listing and on information to be published on those securities,companies
listed companies and corporate financing,Council Directive 90/211/EEC of 23 April 1990 amending Directive 80/390/EEC in respect of the mutual recognition of public-offer prospectuses as stock- exchange listing particulars,companies
listed companies and corporate financing,"Council Directive of 17 April 1989 coordinating the requirements for the drawing-up, scrutiny and distribution of the prospectus to be published when transferable securities are offered to the public (89/298/EEC)",companies
listed companies and corporate financing,Council Directive of 12 December 1988 on the information to be published when a major holding in a listed company is acquired or disposed of (88/627/EEC),companies
listed companies and corporate financing,"Council Directive of 17 March 1980 coordinating the requirements for the drawing up, scrutiny and distribution of the listing particulars to be published for the admission of securities to official stock exchange listing (80/390/EEC)",companies
listed companies and corporate financing,Council Directive coordinating the conditions for the admission of securities to official stock exchange listing (79/279/EEC),companies
listed companies and corporate financing,Commission Directive 2003/125/EC of 22 December 2003 implementing Directive 2003/6/EC of the European Parliament and of the Council as regards the fair presentation of investment recommendations and the disclosure of conflicts of interest,companies
listed companies and corporate financing,Council directive of 15 February 1982 on information to be published on a regular basis by companies the shares of which have been admitted to official stock-exchange listing,companies
listed companies and corporate financing,Directive 2004/25/EC of the European Parliament and of the Council of 21 April 2004 on takeover bids,companies
listed companies and corporate financing,Guidelines on the application of the endorsement regime under Article 4 (3) of the Credit Rating Agencies Regulation No 1060/2009,companies
listed companies and corporate financing,CESR’s Guidance on the enforcement practices and activities to be conducted under Article 21.3(a) of the Regulation,companies
listed companies and corporate financing,CESR’s Guidance on common standards for assessment of compliance of credit rating methodologies with the requirements set out in Article 8.3,companies
listed companies and corporate financing,CESR’s Guidelines for the implementation of the Central Repository (CEREP),companies
listed companies and corporate financing,"CESR’s Guidance on Registration Process, Functioning of Colleges, Mediation Protocol, Information set out in Annex II, Information set for the application for Certification and for the assessment of CRAs systemic importance",companies
listed companies and corporate financing,Regulation (EC) n°1060/2009 of the European Parliament and of the Council of 16 September 2009 on Credit rating agencies,companies
merchat banks,Monetary Authority of Singapore (Merchant Banks - Annual Fees) Notification 2005,banking
merchat banks,SRD TR 01/2016 - MAS Circular (Cancellation) 2016,banking
merchat banks,SRD TR 02/2014 IT Security Risks Posed By Personal Mobile Devices,banking
merchat banks,Borrowers Who are Individuals and Who Own Residential Property Gazetted for Acquisition August 2014,banking
merchat banks,SRD TR 01/2014 System Vulnerability Assessments and Penetration Testing,banking
merchat banks,FSG Circular No. BD 08/2013:&nbsp;Conduct of Renminbi Business in Singapore,banking
merchat banks,Borrowers Who are Individuals and Who Own Residential Property Gazetted for Acquisition (Amended from Circular dated 22 July 2013),banking
merchat banks,SRD TR 02/2013: MAS Circular (Cancellation) 2013,banking
merchat banks,SRD Cir 01/2006 : Further Guidance on Business Continuity Management,banking
merchat banks,BD Cir 04/2005 : Central Provident Fund Board's Measures to Address Cashback Transactions for Resale HDB Flats,banking
merchat banks,BD Cir 14/2004 : Cash Rebates Offered for Housing Loans,banking
merchat banks,RMD Cir No. 26/04: MAS Notice 1105 - Lending of Singapore Dollar to Non-Resident of Financial Institutions,banking
merchat banks,RMD Cir No. 34/03: MAS Notice 1104 - Weekly Report on S$ Transactions,banking
merchat banks,BD 5/2003 : Lifting of Limits on Car Loans,banking
merchat banks,FSG 02/2000: Posting of Financial Product Information On Third Party Internet Websites [Cancelled with effect from 15 Mar 2004],banking
merchat banks,Directive 1 Minimum Capital Requirement,banking
merchat banks,Directive 5 Provision for Bad and Doubtful Debts,banking
merchat banks,Directive 33 Financial Statements,banking
merchat banks,Directive 26 Rules and Market Practices of The Singapore&nbsp;Government Securities Market,banking
merchat banks,27 Dealings by Employees of a Dealer,banking
merchat banks,Directive 31 Trust Accounts,banking
merchat banks,Directive 32 Exempt Merchant Bank Government Securities Dealer,banking
merchat banks,Directive 25 Conduct of Business,banking
merchat banks,30 Information to be Furnished by a Dealer,banking
merchat banks,Directive 24 Definitions,banking
merchat banks,Directive 28 Accounts,banking
merchat banks,Directive 23 Compliance and Approval,banking
merchat banks,29 Time Stamping,banking
merchat banks,Directive 15 Operation of an Asian Currency Unit,banking
merchat banks,Directive 8 Credit Facilities and Limits,banking
merchat banks,Directive 21 General Penalty,banking
merchat banks,Directive 18 Offences by Directors and Chief Executives of Merchant Banks,banking
merchat banks,Directive 11 Inspection and Investigation of Merchant Banks,banking
merchat banks,13 Auditing,banking
merchat banks,"Directive 19 Offences by Directors, Employees and Agents",banking
merchat banks,"Directive 7 Credit Facilities to Directors, Related Corporations, etc",banking
merchat banks,Directive 17 Declaration of Bank Holidays,banking
merchat banks,10 Acquisition of Shares in Companies,banking
merchat banks,Directive 22 Indemnity,banking
merchat banks,Directive 4 Amendment of Merchant Bank's Constitution,banking
merchat banks,Directive 3 Place of Business,banking
merchat banks,Directive 2 Changes in Shareholders,banking
merchat banks,Directive 6 Information to be Furnished by Merchant Banks,banking
merchat banks,Directive 20 Disqualification of Directors and Employees of Merchant Banks,banking
merchat banks,Directive 16 Power of the Authority to Aggregate the Assets or Liabilities of a Merchant Bank with its Related Corporations,banking
merchat banks,Directive 14 Action by the Authority if a Merchant Bank is Unable to Meet Obligations etc or is Conducting Business to the Detriment of Depositors,banking
merchat banks,"Guidelines on the Application of Total Debt Servicing Ratio for Property Loans under MAS Notice 645, 1115, 831 and 128",banking
merchat banks,Guidelines on Standards of Conduct for Marketing and Distribution Activities,banking
merchat banks,Guidelines to MAS Notice 1014 on Prevention of Money Laundering and Countering the Financing of Terrorism - Merchant Banks,banking
merchat banks,Guide to Conduct and Market Practice in Foreign Exchange and Currency Deposit Transactions,banking
merchat banks,Guidelines on Fit and Proper Criteria [Guideline No. FSG-G01],banking
merchat banks,Guidelines for Financial Institutions to Safeguard the Integrity of Singapore's Financial System,banking
merchat banks,Guidelines to MAS Notice 1014,banking
merchat banks,Asian Currency Unit Terms and Conditions of Operation,banking
merchat banks,Guidelines for Operation of Merchant Banks,banking
merchat banks,"Guidelines on Definition of a ""Deposit""",banking
merchat banks,Notice 1109 Unsecured Credit Facilities to Individuals,banking
merchat banks,Notice 1106 Residential Property Loans,banking
merchat banks,Notice 1115 Computation of Total Debt Servicing Ratio for Property Loans,banking
merchat banks,MAS Notice 1106A (Amendment) 2016,banking
merchat banks,MAS Notice 1113 (Amendment) 2016,banking
merchat banks,MAS Notice 1015 Minimum Liquid Assets and Liquidity Coverage Ratio,banking
merchat banks,MAS Notice 1014 (Amendment) 2015,banking
merchat banks,MAS Notice 1014 on Prevention of Money Laundering and Countering the Financing of Terrorism - Merchant Banks,banking
merchat banks,MAS Notice 1117 on Collection of Statistical Returns for Renminbi Business Activities,banking
merchat banks,Notice 1116 Foreign Exchange Conversion in China via the Renminbi Clearing Bank for the Settlement of Eligible Cross-Border Trade,banking
merchat banks,Prevention of Money Laundering and Countering the Financing of Terrorism,banking
merchat banks,Notice 1107 Bridging Loans for the Purchase of Immovable Properties,banking
merchat banks,Notice 1114 Technology Risk Management,banking
merchat banks,Notice 1003 Submission of Statistics and Returns,banking
merchat banks,Notice 1113 Motor Vehicle Loans,banking
merchat banks,Notice 1112 Reporting of Suspicious Activities&nbsp;&amp; Incidents of Fraud,banking
merchat banks,Notice 1111 Notice&nbsp;on Risk Based Capital Adequacy Requirements for Merchant Banks Incorporated in Singapore,banking
merchat banks,Notice 1001 Definition of Capital Funds and Net Head Office Funds,banking
merchat banks,Notice 1106A Residential Property Loans - Fact Sheet,banking
merchat banks,Notice 1011 Appointment of Chief Executives,banking
merchat banks,Notice 1102 Appointment of Head of Treasury and Register of Dealers,banking
merchat banks,Notice 1002 Auditors' Reports and Additional Information to be Submitted with Annual Accounts,banking
merchat banks,Notice 1013 Disclosure in Financial Statements,banking
merchat banks,Notice 1005 Credit Files and Classification of Loans,banking
merchat banks,Notice 1105 Lending of Singapore Dollar to Non-Resident Financial Institutions,banking
merchat banks,Notice 1110 Negotiable Certificates of Deposit,banking
merchat banks,Notice 1009 Withholding Tax on NCDs Denominated in Foreign Currencies [Cancelled with effect from 1 Mar 2004],banking
merchat banks,Notice 1008 Authorised Depositories,banking
merchat banks,Notice 1104 Weekly Report on S$ Transactions,banking
merchat banks,Notice 1108 Banking Secrecy Conditions for Outsourcing,banking
merchat banks,Notice 1012 Credit Facilities to a Single Borrower or Group of Borrowers,banking
merchat banks,"Notice 1004 Credit Facilities to Merchant Bank Directors, Staff and Related Concerns",banking
merchat banks,1007 Appointment of External Auditors,banking
merchat banks,Notice 1101 Standardisation of Commercial Bills of Exchange,banking
merchat banks,Notice 1103 Exchange Control Liberalisation,banking
mutual funds,"SEBI (Mutual Funds) Regulations, 1996 [Last amended on March 6, 2017]",funds
mutual funds,"SEBI (Portfolio Managers) Regulations, 1993 [Last amended on March 6, 2017]",funds
mutual funds,Master Circular for Mutual Funds,funds
non-banking,"Core Investment Companies (Reserve Bank) Directions, 2016",banking
non-banking,"Non-Banking Financial Company - Systemically Important Non-Deposit taking Company and Deposit taking Company (Reserve Bank) Directions, 2016",banking
non-banking,"Non-Banking Financial Companies Acceptance of Public Deposits (Reserve Bank) Directions, 2016.",banking
non-banking,"Non-Banking Financial Company Returns (Reserve Bank) Directions, 2016",banking
non-banking,Information Technology Framework for the NBFC Sector,banking
non-banking,"Non-Banking Financial Company – Peer to Peer Lending Platform (Reserve Bank) Directions, 2017",banking
non-banking,"Miscellaneous Non-Banking Companies (Reserve Bank) Directions, 2016",banking
non-banking,"Exemptions from the provisions of RBI Act, 1934",banking
non-banking,"Non-Banking Financial Company –Non-Systemically Important Non-Deposit taking Company (Reserve Bank) Directions, 2016",banking
non-banking,"Non-Banking Financial Company - Account Aggregator (Reserve Bank) Directions, 2016",banking
offer of securities,Offer of Securities to Public,securities
own funds,Sale of customer receivables in connection with Asset-Backed Securities Transactions by German Credit Institution,funds
own funds,Treatment of Credit Derivatives in Principle I,funds
own funds,Act on the Establishment of a Financial-Market Stabilisation Fund,funds
payment and settlement system,Master Directions on Access Criteria for Payment Systems,payment
payment and settlement systems,Bills of Exchange Act (CHAPTER 23),payment
payment and settlement systems,Payment and Settlement Systems (Finality and Netting) Act (CHAPTER 231),payment
payment and settlement systems,Payment Systems (Oversight) Act (CHAPTER 222A),payment
payment and settlement systems,Payment Systems (Oversight) (Amendment) Act 2013 (No. 4 of 2013),payment
payment and settlement systems,Payment Systems (Oversight) (Withdrawal of Designated Payment System) Order 2011,payment
payment and settlement systems,Payment Systems (Oversight) (Designated Payment Systems) Order 2011,payment
payment and settlement systems,Payment and Settlement Systems (Finality and Netting) (Designated Systems) Order 2010,payment
payment and settlement systems,Payment Systems (Oversight) (Exclusion of Single Purpose Stored Value Facilities) Order,payment
payment and settlement systems,Payment Systems (Oversight) (Designated Payment Systems) (Consolidation) Order,payment
payment and settlement systems,Payment Systems (Oversight) (Exemption) Regulations,payment
payment and settlement systems,Payment and Settlement Systems (Finality and Netting) (Designated System) Order 2006,payment
payment and settlement systems,Payment Systems (Oversight) Regulations,payment
payment and settlement systems,Payment Systems (Oversight) (Transitional and Savings Provisions) Regulations,payment
payment and settlement systems,Payment Systems (Oversight) (Singapore Dollar Cheque Clearing System and Inter-bank GIRO System),payment
payment and settlement systems,Payment Systems (Oversight) (Composition of Offences) Regulations,payment
payment and settlement systems,Interpretation (Payment Systems (Oversight) Act 2006 — Fees) Order 2006,payment
payment and settlement systems,Payment and Settlement Systems (Finality and Netting) (Composition of Offences) Regulations,payment
payment and settlement systems,Payment and Settlement Systems (Finality and Netting) (Designated System) Order,payment
payment and settlement systems,Payment and Settlement Systems (Finality and Netting) (Transitional Provisions) Regulations,payment
payment and settlement systems,Payment and Settlement Systems (Finality and Netting) Act (CHAPTER 231),payment
payment and settlement systems,Guidelines to MAS Notice PSOA-N02 Notice on Prevention of Money Laundering and Countering the Financing of Terrorism – Holders of Stored Value Facilities,payment
payment and settlement systems,Guidelines to MAS Notice PSOA-N02 Notice on Prevention of Money Laundering and Countering the Financing of Terrorism - Holders of Stored Value Facilities (April 2015),payment
payment and settlement systems,Guidelines on Fit and Proper Criteria [Guideline No. FSG-G01],payment
payment and settlement systems,Stored Value Facility Guidelines,payment
payment and settlement systems,PSOA-N02 Notice on Prevention of Money Laundering and Countering the Financing of Terrorism – Holders of Stored Value Facilities,payment
payment and settlement systems,PSOA-N02 (Amendment No.2) 2015,payment
payment and settlement systems,PSOA-N02 (Amendment) 2015,payment
payment and settlement systems,PSOA-N02 Notice to Holders of Stored Value Facilities on Prevention of Money Laundering and Countering the Financing of Terrorism (November 2015),payment
payment and settlement systems,PSOA-N02 Notice to Holders of Stored Value Facilities on Prevention of Money Laundering and Countering the Financing of Terrorism (April 2015),payment
payment and settlement systems,PSOA-N02 Notice to Holders of Stored Value Facilities on Prevention of Money Laundering and Countering the Financing of Terrorism (July 2014),payment
payment and settlement systems,PSOA-N05 Notice on Technology Risk Management,payment
payment and settlement systems,PSOA-N04 Notice on Reporting of Suspicious Activities and Incidents of Fraud,payment
payment and settlement systems,PSOA-N02 (Amendment) 2013,payment
payment and settlement systems,PSOA-N02 Notice to Holders of Stored Value Facilities on Prevention of Money Laundering and Countering the Financing of Terrorism,payment
payment and settlement systems,PSOA-N03 Notice on Reporting of Suspicious Activities and Incidents of Fraud,payment
payment and settlement systems,PSOA-N01 Notice on Responsibilities of Approved Banks,payment
payment services,Directive No1. The Provision and Use of Payment Services,payment
payment services,Directive No.2 Payment and Securities Settlement Systems,payment
payment services,Directive No. 6 Harmonised Conditions for Participation in Targert 2 Malta,payment
payment services,Directive No.7 Provision of Intraday Credit,payment
payment services,Directive No. 13 Approval of Payment Systems,payment
payment services,Application Form for Payment Systems,payment
payment services,Guidelines for Application Process for Payment Systems,payment
payment system,NATIONAL PAYMENT SYSTEM REGULATIONS 2014,payment
payment system,GUIDELINES FOR APPLICATION FOR THE AUTHORISATION OF PAYMENT SERVICE PROVIDERS,payment
payment system,KEPSS RULES AND PROCEDURES,payment
payment system,Rwanda Integrated Payments Processing System (RIPPS) in 2011,payment
payment system,ENTITIES LICENSED BY THE NATIONAL BANK OF RWANDA UNDER THE LAWS OF PAYMENT SYSTEMS& CSD,payment
payment system,Overview of Payment System,payment
payment system,Payment Systems Statistics ,payment
payment system,The Payment System Act ,payment
payment system,Payment & Settlement Systems Licensing and Accreditation Requirements,payment
payment system ,NPS Act-2015,payment
payment system ,GN-The Payment Systems Licencing and- Approval Regulations 2015,payment
payment system ,GN-The Electronic money Regulations 2015,payment
payment system ,"National Payment Systems Vision & Mission, objectives and function ",payment
payment system ,TACH Rules 2016N,payment
payment system ,Notice to All Payments Stackholders,payment
payment system ,TISS Rules and Regulations,payment
payment system ,Cheque Standards and Specifications,payment
payment system ,Tanzania Paper Instrument Standards,payment
payment system ,Payment Systems Statistics ,payment
payments,Cap. 584 Payment Systems and Stored Value Facilities Ordinance,payment
payments,Ordinance on the submission of monthly statements under the Payment Services Supervision Act,payment
payments,Regulation on the accounts of payment institutions and electronic money institutions,payment
payments,Regulation on the audit of the annual accounts of payment institutions and the reports to be drawn up,payment
payments,Regulation on the capital adequacy of payment institutions and electronic money institutions under the Payment Services Supervision Act,payment
payments,Regulation on the display and submission of documents under the Payment Services Supervision Act,payment
payments,"Ordinance on the type, scope and form of the required evidence within the meaning of § 19 (2) sentence 2 of the Payment Services Supervision Act",payment
payments,Act on the Prudential Supervision of Payment Services - Payment Services Supervision Act,payment
payments,Regulation on the determination of documents authorized to verify the identity of a person to be identified under the Money Laundering Act for the purpose of concluding a payment account contract,payment
payments,Law on the supervision of payment services,payment
private asset management companies ,"Exposure draft of the framework for licensing, regulation and supervision of private asset management companies in Nigeria",companies
provident fund,Cap. 485 Mandatory Provident Fund Schemes Ordinance,funds
public companies,Governing operations on trading venues,companies
restructuring fund,Act for the Establishment and Administration of the Financial Restructuring Fund,funds
securities,Securities Commission (Amendment) Act 2015 (pdf),securities
securities,Securities Commission Malaysia Act 1993,securities
securities,Securities Industry (Central Depositories) Act 1991,securities
securities,Securities Industry Act 1983,securities
securities,Securities and Exchange Act,securities
securities,Cap. 571 Securities and Futures Ordinance,securities
securities,Securities Act,securities
securities,Securities Laws (Amendment) Act.,securities
securities,Securities and Exchange Board of India Act (Updated),securities
securities,"The Securities Contracts (Regulation) Act, 1956 (Updated)",securities
securities,Companies (Prospectus and Allotment of Securities) Rules,securities
securities,Companies (Share Capital and debentures) Rules,securities
securities,Depositories (Procedure for Holding Inquiry and Imposing Penalties by Adjudicating Officer) Rules,securities
securities,Depositories (Appeal to Central Government) Rules,securities
securities,Securities Contracts (Regulations) 3rd Amendment Rules,securities
securities,SEBI (Procedure for Holding Inquiry and Imposing Penalties by Adjudicating Officer) Rules,securities
securities,SEBI (Appeal to Central Government),securities
securities,Securities Contracts (Reference to the Company Law Board) Rules,securities
securities,"SEBI (Issue and Listing of Debt Securities by Municipalities) Regulations, 2015 [Last amended on February 15, 2017]",securities
securities,"SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 [Last amended on March 06, 2017]",securities
securities,"SEBI (Prohibition of Insider Trading) Regulations, 2015",securities
securities,"SEBI (Foreign Portfolio Investors) Regulations, 2014 [Last amended on July 20, 2017]",securities
securities,"SEBI (Research Analysts) Regulations, 2014 [Last amended on December 08, 2016]",securities
securities,"SEBI (Investment Advisers) Regulations 2013 [Last amended on December 08, 2016]",securities
securities,"SEBI (Issue And Listing Of Non-Convertible Redeemable Preference Shares) Regulations, 2013 [Last amended on March 6, 2017]",securities
securities,"Securities Contracts (Regulation) (Stock Exchanges and Clearing Corporations) Regulations, 2012 [Last amended on May 29, 2017]",securities
securities,"SEBI (Issue of Capital and Disclosure Requirements) Regulations, 2009 (Last amended on August 14, 2017)",securities
securities,"SEBI (Investor Protection and Education Fund) Regulations, 2009 [Last amended on March 6, 2017]",securities
securities,"SEBI (Delisting of Equity Shares) Regulations, 2009 [Last amended on March 6, 2017]",securities
securities,"SEBI (Public Offer and Listing of Securitised Debt Instruments) Regulations, 2008 [last amended on March 6, 2017]",securities
securities,"SEBI (Issue and Listing of Debt Securities)Regulations, 2008 [Last amended on March 6, 2017]",securities
securities,"SEBI (Intermediaries) Regulations, 2008 [Last amended on May 25, 2016]",securities
securities,"SEBI (Certification of Associated Persons in the Securities Markets) Regulations, 2007 [Last amended on February 07, 2014]",securities
securities,"SEBI (Regulatory Fee on Stock Exchanges) Regulations, 2006 [Last amended on March 6, 2017]",securities
securities,"SEBI (Self Regulatory Organisations) Regulations, 2004 [last amended on March 6, 2017]",securities
securities,"SEBI (Prohibition of Fraudulent and Unfair Trade Practices relating to Securities Market) Regulations, 2003 [Last amended on September 6, 2013]",securities
securities,"SEBI (Ombudsman) Regulations, 2003 [Last Amended on Nov 09, 2006]",securities
securities,"SEBI (Central Database Of Market Participants) Regulations, 2003 [Last amended on January 07, 2014]",securities
securities,"SEBI (Issue of Sweat Equity) Regulations, 2002",securities
securities,"SEBI (Procedure for Board Meetings) Regulations, 2001",securities
securities,"SEBI (Employees' Service) Regulations, 2001 [Last amended on July 13, 2017]",securities
securities,"SEBI (Credit Rating Agencies) Regulations, 1999 [last amended on March 6, 2017]",securities
securities,"SEBI (Collective Investment Schemes) Regulations, 1999 [Last amended on March 06, 2017]",securities
securities,"SEBI (Buy Back Of Securities) Regulations, 1998 [Last amended on on March 6, 2017]",securities
securities,"SEBI (Custodian Of Securities) Regulations, 1996 [Last amended on March 06 , 2017]",securities
securities,"SEBI (Underwriters) Regulations, 1993 [Last amended on March 6, 2017]",securities
securities,"SEBI (Stock Brokers and Sub-Brokers) Regulations, 1992 [Last amended on July 13, 2017]",securities
securities,"SEBI (Prohibition on Raising Further Capital From Public and Transfer of Securities of Suspended Companies) Order, 2015.",securities
securities,"SEBI (Employee Stock Option Scheme and Employee Stock Purchase Scheme) Guidelines, 1999 (As updated upto 3rd September 2009)",securities
securities,"SEBI (Employee Stock Option Scheme and Employee Stock Purchase Scheme) Guidelines, 1999 -(Amended up to August 04, 2008)",securities
securities,Amendment to the SEBI (Informal Guidance ) Scheme 2003,securities
securities,SEBI (Informal Guidance) Scheme 2003,securities
securities,"SEBI (Delisting of Securities) Guidelines, 2003 - as amended upto January 31, 2006",securities
securities,Master Circular on Matters relating to Exchange Traded Derivatives,securities
securities,Amendments to section 9 of the German Securities Trading Act (,securities
securities,Regulation on the supplementary notification of financial services institutions and securities trading banks under the Law on Credit,securities
securities,Securities Trading Reporting and Insider List Regulation,securities
securities,Securities Trading Act,securities
securities,Sale of customer receivables in connection with Asset-Backed Securities Transactions by German Credit Institutions - Supplementary note concerning revolving transactions,securities
securities,Securities Acquisition and Takeover Act,securities
securities,Regulation on the collection of fees under the Securities Prospectus Act,securities
securities,Ordinance on the determination of the mortgage lending values ??of real estate pursuant to Section 16 (1) and (2) of the Pfandbrief Act,securities
securities,"Ordinance on the Use of Employees in Investment Advice, as Sales Representatives or as Compliance Officers and on the Disclosure Obligations pursuant to Section 34d of the Securities Trading Act",securities
securities,"Regulation on Risk Management and Risk Measurement for the Use of Derivatives, Securities Loans and Repurchase Agreements in Investment Funds under the German Investment Code",securities
securities,Securities Prospectus Act,securities
securities,Ordinance on Contributions to the Compensation Facility of Securities Trading Companies at Kreditanstalt für Wiederaufbau,securities
securities,Ordinance on the applicability of provisions regarding offers within the meaning of section 1 (2) and (3) of the Securities Acquisition and Takeover Act,securities
securities,Ordinance on the required information and documents to be submitted in the case of a license application pursuant to § 37i of the Securities Trading Act,securities
securities,"Ordinance on the specification of duties to report, notify and publish as well as the duty to keep insider directories according to the German Securities Trading Act",securities
securities,Ordinance on the timing as well as the content and form of the notification and the publication of the decision of a target company pursuant to § 1 (5) sentences 1 and 2 of the Securities Acquisition and Takeover Act,securities
securities,Regulation on the admission of securities to the regulated market of a stock exchange,securities
securities,Regulation on the initial listing of financial services institutions and securities trading banks under the Law on Credit,securities
securities,Trade Regulations,securities
securities,Law on safekeeping and purchase of securities,securities
securities,Law on Securities Trading,securities
securities,"Law on the preparation, approval and publication of the prospectus to be published in the public offering of securities or in the admission of securities to trading on an organized market",securities
securities,Securities Acquisition and Takeover Act,securities
securities,Undertakings for collective investment in transferable securities,securities
securities,Regulation on the applicability of provisions governing offers within the meaning of section 1 (2) and (3) of the Securities Acquisition and Takeover Act,securities
securities,Ordinance relating to Fees Payable under the Securities Acquisition and Takeover Act,securities
securities,Regulation on fees under the Securities Acquisition and Takeover Act,securities
securities,Regulation on the Examination of Investment Services Enterprises pursuant to Section 36 of the Securities Trading Act,securities
securities,Ordinance on the Audit of Securities Service Companies pursuant to Section 36 of the Securities Trading Act,securities
securities,Hearing: General Administrative Act pursuant to section 4b (1) of the German Securities Trading Act (Wertpapierhandelsgesetz – WpHG) regarding credit-linked notes,securities
securities,Ordinance on the Determination of the Mortgage Lending Value of Ships and Ship Structures pursuant to Section 24 (1) to (3) of the Pfandbrief Act,securities
securities,"Ordinance on ensuring the coverage of mortgage Pfandbriefe, public sector Pfandbriefe, ship Pfandbriefe and aircraft Pfandbriefe at their current value and their calculation at Pfandbrief banks at all times",securities
securities,Ordinance on the Investment of Financial Investments,securities
securities,Regulation on the analysis of financial instruments,securities
securities,Capital Investment Code,securities
securities,High Frequency Trading Act,securities
securities,Investor Compensation Act,securities
securities,Investors Model Procedure Act,securities
securities,Law on investments,securities
securities,Law on Private Equity Companies,securities
securities,Law on the adaptation of laws in the field of the financial market,securities
securities,Stock exchange Act,securities
securities,Regulation governing the Analysis of Financial Instruments,securities
securities,Ordinance on the concretization of the rules of conduct and organization rules according to the Capital Investment Code,securities
securities,Regulation on the electronic notification procedure for domestic investment funds and EU investment funds in accordance with the Capital Investment Code,securities
