customer_id,age,age_youngest_child,debt_equity,gender,bad_payment,gold_card,pension_plan,household_debt_to_equity_ratio,income,members_in_household,months_current_account,months_customer,call_center_contacts,loan_accounts,number_products,number_transactions,non_worker_percentage,white_collar_percentage,rfm_score,Mortgage,Pension,Savings
19762,40,12,40,0,0,0,0,59,36981,7,37,48,2,3,0,0,8,32,0.0,1,0,0
19764,44,16,44,1,0,0,0,47,36962,3,20,24,4,1,1,8,9,42,14.879000000000001,0,1,1
19771,35,7,35,0,0,0,0,51,36956,2,11,24,3,1,0,0,13,34,0.0,0,0,1
19779,39,9,39,0,0,0,0,47,36959,5,-2,0,3,3,0,0,12,39,0.0,1,0,0
19786,27,0,27,0,0,0,0,53,37006,3,18,24,3,1,3,1,12,34,7.529,0,0,1
19790,50,20,50,0,0,1,0,49,36972,2,28,36,3,0,5,4,9,41,11.059000000000001,0,1,0
19800,46,13,46,0,0,0,0,48,36967,2,28,36,3,2,4,2,8,42,9.482000000000001,0,1,1
19803,53,23,53,1,0,0,0,43,36979,5,12,24,4,0,3,1,14,42,9.972000000000001,0,1,1
19803,53,23,53,1,0,0,0,43,36979,5,12,24,4,0,3,1,14,42,9.972000000000001,0,0,0
19806,40,10,40,1,0,0,0,48,37017,5,29,36,3,5,0,0,15,36,0.0,1,0,0
19812,43,16,43,0,0,0,0,57,37052,4,6,12,2,1,2,1,13,28,7.432,0,0,0
19816,34,3,34,0,0,0,0,54,37111,6,38,48,2,1,0,0,13,31,0.0,0,0,1
19826,27,0,27,1,0,0,0,45,37106,5,22,24,4,0,3,1,12,41,12.335999999999999,0,0,0
19826,27,0,27,1,0,0,0,45,37106,5,22,24,4,0,3,1,12,41,12.335999999999999,0,0,1
19829,55,24,55,1,0,1,0,68,37080,3,0,12,0,0,3,0,11,20,0.0,0,1,0
19830,36,13,36,1,0,0,0,55,37134,5,39,48,2,1,0,0,10,33,0.0,0,0,0
19833,48,20,48,1,0,0,0,43,37100,5,-2,0,4,0,0,0,7,48,0.0,0,1,0
19842,24,0,24,1,0,0,0,61,37077,3,21,24,1,2,0,0,11,26,0.0,0,0,0
19858,52,21,52,1,0,0,0,69,37143,1,-5,0,0,3,0,0,9,20,0.0,0,0,0
19862,49,22,49,1,0,0,0,63,37123,3,20,24,1,0,0,0,10,25,0.0,0,0,0
19862,49,22,49,1,0,0,0,63,37123,3,20,24,1,0,0,0,10,25,0.0,0,1,0
19869,42,9,42,1,0,0,0,58,37147,7,39,48,2,0,3,2,10,30,8.658999999999999,0,1,1
19869,42,9,42,1,0,0,0,58,37147,7,39,48,2,0,3,2,10,30,8.658999999999999,0,0,0
19883,29,1,29,0,0,0,0,45,37109,2,-1,0,4,0,0,0,15,39,0.0,0,0,0
19888,33,5,33,1,0,0,0,54,37098,6,20,24,2,0,0,0,6,38,0.0,0,0,0
19893,43,15,43,0,0,0,0,46,37149,5,11,24,4,0,0,0,17,36,0.0,0,0,0
19896,27,0,27,0,0,0,0,43,37078,6,29,36,4,0,2,2,14,41,8.876,0,0,1
19906,50,22,50,1,0,0,0,46,37115,2,24,36,4,0,0,0,11,42,0.0,0,0,1
19907,56,26,56,0,0,0,0,56,37142,6,0,12,2,0,0,0,9,33,0.0,0,0,0
19915,81,53,81,1,0,0,0,52,37119,6,39,48,3,1,0,0,8,39,0.0,0,0,1
19916,34,5,34,0,0,0,0,53,37117,6,8,12,3,2,2,2,11,34,9.985,1,0,0
19919,40,7,40,1,0,0,0,48,37095,7,9,12,3,0,2,1,11,40,8.626,0,1,0
19919,40,7,40,1,0,0,0,48,37095,7,9,12,3,0,2,1,11,40,8.626,0,0,0
19924,38,10,38,1,0,0,0,59,37147,7,40,48,1,3,2,1,4,35,8.412,0,0,0
19924,38,10,38,1,0,0,0,59,37147,7,40,48,1,3,2,1,4,35,8.412,1,0,1
19938,30,0,30,1,0,0,0,61,37120,5,41,48,1,1,0,0,8,29,0.0,0,0,0
19965,49,23,49,0,0,0,0,59,37056,6,19,24,2,1,5,3,11,29,11.03,0,0,1
19970,30,2,30,0,0,0,0,57,37066,3,28,36,2,0,2,2,10,31,8.899,0,0,0
19971,39,10,39,0,0,0,0,54,37051,3,33,36,2,4,3,2,6,38,9.602,1,1,0
19974,31,0,31,1,0,0,0,62,37098,5,37,48,1,0,0,0,6,30,0.0,0,0,0
19985,33,5,33,1,0,0,0,51,37111,4,11,24,3,1,0,0,10,38,0.0,0,0,1
19986,32,6,32,1,0,0,0,45,37094,7,22,24,4,1,4,3,14,40,11.856,1,0,0
19989,19,0,19,0,0,0,0,60,37109,2,23,24,1,1,0,0,8,30,0.0,0,0,0
20020,50,25,50,0,0,0,0,59,37117,2,12,24,1,0,4,1,9,30,9.182,0,1,1
20022,48,19,48,0,0,0,0,66,37113,4,32,36,0,2,3,1,8,25,10.939,0,0,0
20022,48,19,48,0,0,0,0,66,37113,4,32,36,0,2,3,1,8,25,10.939,1,0,0
20024,47,18,47,1,0,0,0,51,37148,3,7,12,3,0,2,1,14,33,7.652,0,0,1
20037,54,25,54,1,0,1,0,48,37108,6,39,48,3,1,0,0,14,36,0.0,0,0,0
20042,36,7,36,1,0,0,0,62,37153,3,20,24,1,1,3,2,8,29,10.318,0,0,0
20050,28,0,28,0,0,0,0,57,37208,2,27,36,2,4,0,0,7,35,0.0,0,0,1
20050,28,0,28,0,0,0,0,57,37208,2,27,36,2,4,0,0,7,35,0.0,0,0,1
20054,29,0,29,0,0,0,0,61,37160,3,22,24,1,0,4,3,19,18,12.550999999999998,0,0,1
20054,29,0,29,0,0,0,0,61,37160,3,22,24,1,0,4,3,19,18,12.550999999999998,0,0,0
20057,41,15,41,0,0,0,0,52,37207,7,16,24,2,1,0,0,16,31,0.0,1,1,0
20057,41,15,41,0,0,0,0,52,37207,7,16,24,2,1,0,0,16,31,0.0,0,0,0
20061,41,13,41,0,0,0,0,62,37248,6,36,48,1,0,2,1,10,27,11.155999999999999,0,1,0
20070,48,18,48,0,0,0,0,61,37232,7,40,48,1,3,3,2,8,30,11.697000000000001,0,0,0
20079,44,14,44,1,0,0,0,55,37215,2,32,36,2,0,4,2,8,35,8.897,0,0,0
20084,34,8,34,0,0,0,0,61,37164,2,41,48,1,0,0,0,12,25,0.0,0,0,0
20126,37,7,37,0,0,0,0,46,37290,5,16,24,4,0,2,1,17,36,9.936,0,1,0
20129,18,0,18,1,0,0,0,44,37268,5,5,12,4,0,4,1,8,47,10.046,0,0,0
20129,18,0,18,1,0,0,0,44,37268,5,5,12,4,0,4,1,8,47,10.046,0,0,0
20130,33,1,33,0,0,0,0,44,37268,5,40,48,4,4,6,2,8,47,8.684,0,1,0
20133,34,8,34,1,0,0,0,58,37288,7,-5,0,2,0,2,0,11,29,0.0,0,0,0
20134,36,4,36,0,0,0,0,55,37292,7,41,48,2,0,2,4,11,33,10.922,0,1,0
20134,36,4,36,0,0,0,0,55,37292,7,41,48,2,0,2,4,11,33,10.922,0,1,0
20135,19,0,19,0,0,0,0,59,37301,4,40,48,1,1,0,0,7,33,0.0,0,0,0
20145,31,1,31,0,0,0,0,48,37308,6,40,48,3,0,2,1,15,35,11.402000000000001,0,0,0
20145,31,1,31,0,0,0,0,48,37308,6,40,48,3,0,2,1,15,35,11.402000000000001,0,0,0
20149,37,7,37,0,0,0,0,60,37284,6,23,36,2,0,0,0,11,28,0.0,0,0,0
20156,38,6,38,0,0,0,0,41,37314,7,-4,0,4,1,0,0,13,44,0.0,0,0,1
20156,38,6,38,0,0,0,0,41,37314,7,-4,0,4,1,0,0,13,44,0.0,1,0,0
20160,35,7,35,1,0,0,0,51,37258,6,37,48,3,1,0,0,8,39,0.0,0,0,1
20170,43,14,43,1,0,0,0,40,37324,5,41,48,5,3,3,2,14,44,8.497,1,0,0
20171,49,21,49,0,0,0,0,65,37285,5,-6,0,0,0,0,0,11,22,0.0,0,0,0
20173,40,13,40,0,0,0,0,48,37267,4,8,12,3,0,3,1,11,39,7.932,0,0,1
20173,40,13,40,0,0,0,0,48,37267,4,8,12,3,0,3,1,11,39,7.932,0,0,0
20185,27,0,27,0,0,0,0,56,37292,2,38,48,2,1,0,0,8,35,0.0,0,0,0
20187,39,9,39,0,0,0,0,49,37260,7,11,24,3,4,3,2,14,36,8.595,1,1,1
20191,32,4,32,1,0,1,0,55,37292,3,-4,0,2,7,0,0,6,37,0.0,0,0,0
20211,27,0,27,0,0,0,0,50,37363,3,21,24,3,0,1,29,8,41,35.673,0,0,1
20215,25,0,25,1,0,0,0,65,37360,3,26,36,0,2,3,2,11,23,9.468,0,0,0
20252,16,0,16,0,0,0,0,62,37493,3,39,48,1,1,2,2,9,28,8.44,0,0,1
20256,39,8,39,0,0,0,0,62,37493,3,-1,0,1,0,0,0,9,28,0.0,0,0,0
20256,39,8,39,0,0,0,0,62,37493,3,-1,0,1,0,0,0,9,28,0.0,0,0,0
20272,60,29,60,1,0,0,0,58,37474,2,14,24,2,1,3,2,12,29,10.136000000000001,0,0,1
20284,40,8,40,1,0,0,0,54,37473,5,-5,0,2,2,0,0,8,37,0.0,1,1,0
20284,40,8,40,1,0,0,0,54,37473,5,-5,0,2,2,0,0,8,37,0.0,0,0,0
20290,40,13,40,0,0,0,0,52,37530,6,-3,0,3,1,0,0,11,36,0.0,0,0,1
20305,42,11,42,0,0,0,0,51,37501,4,36,48,3,0,0,0,5,42,0.0,0,0,1
20316,44,15,44,0,0,0,0,40,37507,6,29,36,5,0,4,2,15,44,11.06,0,0,1
20320,23,0,23,1,0,0,0,73,37529,4,28,36,0,1,3,1,7,18,12.663,0,0,0
20320,23,0,23,1,0,0,0,73,37529,4,28,36,0,1,3,1,7,18,12.663,0,0,0
20323,30,1,30,0,0,0,0,59,37464,7,22,24,1,1,4,2,9,30,8.411,0,0,0
20324,41,12,41,1,0,0,0,69,37518,5,40,48,0,1,5,4,9,21,11.172,0,0,0
20332,26,0,26,1,0,0,0,64,37502,3,24,36,1,0,0,0,7,27,0.0,0,0,0
20348,37,10,37,1,0,0,0,54,37535,6,-6,0,2,0,0,0,23,21,0.0,0,0,0
20352,48,18,48,0,0,0,0,60,37495,3,37,48,1,2,0,0,7,32,0.0,0,1,1
20354,25,0,25,1,0,1,0,63,37520,3,32,36,1,3,5,2,5,31,10.946,0,0,1
20360,31,1,31,0,0,0,0,42,37459,7,36,48,4,0,4,2,10,47,9.756,0,1,1
20366,29,0,29,0,0,0,0,42,37498,6,40,48,5,1,3,2,11,46,10.131,0,0,0
20366,29,0,29,0,0,0,0,42,37498,6,40,48,5,1,3,2,11,46,10.131,0,0,0
20386,28,0,28,0,0,0,0,52,37521,3,13,24,3,1,3,3,11,35,11.374,0,0,1
20386,28,0,28,0,0,0,0,52,37521,3,13,24,3,1,3,3,11,35,11.374,0,0,1
20387,40,10,40,1,0,0,0,62,37528,4,15,24,1,1,2,1,7,29,7.478,0,0,0
20393,36,8,36,0,0,0,0,48,37465,6,18,24,3,2,3,1,13,38,7.227,1,0,0
20400,57,24,57,0,0,0,0,59,37492,1,-1,0,1,0,0,0,9,30,0.0,0,1,0
20406,55,26,55,0,0,0,0,53,37540,1,7,12,2,2,0,0,6,39,0.0,0,1,1
20409,51,22,51,1,0,0,0,43,37514,5,40,48,4,0,3,2,12,43,12.616,0,0,1
20410,39,5,39,1,0,0,0,43,37514,6,29,36,4,0,4,1,12,43,7.906000000000001,0,0,0
20421,32,0,32,0,0,0,0,41,37526,4,0,12,4,2,0,0,14,44,0.0,0,0,0
20425,24,0,24,1,0,0,0,57,37549,6,-5,0,2,4,1,0,11,31,0.0,1,0,0
20430,51,22,51,0,0,0,0,47,37524,5,23,36,3,2,0,0,9,42,0.0,0,0,1
20433,61,33,61,0,0,0,0,62,37476,3,-4,0,1,0,0,0,13,24,0.0,0,1,0
20457,48,16,48,0,0,0,0,63,37503,3,-3,0,1,1,2,0,12,24,0.0,0,1,1
20459,40,10,40,1,0,0,0,63,37503,3,31,36,1,1,3,1,12,24,9.907,0,0,0
20464,43,11,43,1,0,0,0,61,37460,2,32,36,1,0,3,1,10,28,12.932,0,0,0
20467,32,0,32,0,0,0,0,46,37489,3,23,24,4,2,0,0,10,43,0.0,0,0,0
20468,22,0,22,0,0,0,0,52,37540,4,23,24,3,2,0,0,12,35,0.0,1,0,0
20489,46,16,46,0,0,0,0,56,37499,2,8,12,2,1,2,2,9,33,10.360999999999999,0,1,0
20501,32,1,32,0,0,0,0,57,37520,2,32,36,2,0,4,2,11,31,8.612,0,0,0
20504,54,23,54,1,0,0,0,57,37520,1,26,36,2,0,0,0,11,31,0.0,0,1,0
20515,42,13,42,1,0,0,0,55,37504,4,6,12,2,2,0,0,17,26,0.0,0,0,1
20530,12,0,12,1,0,0,0,62,37542,6,11,24,1,1,0,0,9,27,0.0,0,0,1
20530,12,0,12,1,0,0,0,62,37542,6,11,24,1,1,0,0,9,27,0.0,1,0,1
20570,29,0,29,0,0,0,0,47,37492,6,16,24,3,0,0,0,9,42,0.0,0,0,0
20570,29,0,29,0,0,0,0,47,37492,6,16,24,3,0,0,0,9,42,0.0,0,0,1
20572,29,0,29,0,0,0,0,50,37532,4,-5,0,3,4,1,0,13,36,0.0,1,0,0
20572,29,0,29,0,0,0,0,50,37532,4,-5,0,3,4,1,0,13,36,0.0,0,0,0
20577,34,0,34,0,0,0,0,61,37523,3,13,24,1,0,0,0,14,23,0.0,0,0,0
20584,55,27,55,1,0,0,0,59,37459,2,13,24,1,0,4,2,13,26,9.32,0,1,0
20584,55,27,55,1,0,0,0,59,37459,2,13,24,1,0,4,2,13,26,9.32,0,1,0
20589,33,3,33,0,0,0,0,40,37546,3,6,12,5,1,2,1,2,56,9.059,0,0,0
20590,51,21,51,1,0,0,0,57,37548,5,32,36,1,0,3,14,14,27,21.357,0,0,0
20591,34,3,34,0,0,0,0,71,37479,6,26,36,0,1,3,1,15,12,7.3420000000000005,0,1,0
20598,54,23,54,0,0,1,0,66,37492,1,29,36,0,0,4,3,6,27,10.424000000000001,0,1,0
20609,34,2,34,0,0,0,0,39,37543,5,17,24,5,7,3,2,13,47,10.112,1,0,0
20609,34,2,34,0,0,0,0,39,37543,5,17,24,5,7,3,2,13,47,10.112,1,0,0
20621,40,10,40,0,0,0,0,47,37515,5,21,24,4,4,4,3,10,41,10.495999999999999,1,0,0
20624,58,31,58,0,0,0,0,57,37503,2,12,24,2,0,0,0,12,30,0.0,0,0,1
20631,30,2,30,0,0,0,0,41,37502,4,-2,0,5,0,0,0,14,44,0.0,0,0,0
20636,22,0,22,1,0,0,0,62,37502,2,31,36,1,0,3,2,6,31,8.362,0,0,0
20637,32,5,32,1,0,0,0,75,37478,4,22,24,0,0,4,2,8,15,10.517999999999999,0,0,1
20637,32,5,32,1,0,0,0,75,37478,4,22,24,0,0,4,2,8,15,10.517999999999999,0,0,1
20639,35,5,35,0,0,0,0,69,37504,3,20,24,0,0,4,2,10,19,9.52,0,0,1
20642,35,2,35,0,0,0,0,53,37456,4,20,24,3,1,0,0,11,35,0.0,0,0,0
20648,53,22,53,1,0,0,0,57,37497,3,12,24,2,1,1,1,7,35,9.292,0,0,1
20649,32,3,32,1,0,0,0,59,37452,4,-3,0,2,0,1,0,18,22,0.0,0,0,1
20657,42,9,42,0,0,0,0,54,37461,6,40,48,2,0,4,3,4,40,9.439,0,0,1
20678,52,19,52,1,0,0,0,45,37519,5,37,48,4,0,4,2,12,41,8.527000000000001,0,0,0
20678,52,19,52,1,0,0,0,45,37519,5,37,48,4,0,4,2,12,41,8.527000000000001,0,0,0
20683,48,19,48,0,0,0,0,67,37459,4,-5,0,0,3,0,0,7,24,0.0,1,0,1
20696,39,11,39,0,0,0,0,56,37525,4,16,24,2,0,0,0,16,26,0.0,0,0,0
20698,32,4,32,0,0,0,0,56,37525,4,-2,0,2,0,0,0,16,26,0.0,0,0,0
20703,62,28,62,0,0,0,0,59,37524,4,36,48,2,4,5,2,14,25,11.162,1,0,1
20721,29,0,29,0,0,0,0,43,37517,3,11,24,4,1,0,0,7,48,0.0,0,0,0
20730,32,4,32,0,0,0,0,66,37460,7,21,24,0,0,3,2,7,25,8.517000000000001,0,0,0
20732,36,6,36,0,0,0,0,39,37467,4,11,24,5,0,0,0,9,51,0.0,0,0,0
20733,42,14,42,0,0,0,0,69,37507,5,12,24,0,0,3,28,9,21,34.808,0,0,0
20735,26,0,26,0,0,1,0,45,37512,3,22,24,4,1,3,2,11,43,9.558,0,0,1
20743,27,0,27,1,0,0,0,35,37475,3,41,48,6,2,0,0,14,50,0.0,0,0,0
20756,41,14,41,0,0,0,0,38,37509,6,34,36,5,4,0,0,17,43,0.0,1,0,1
20770,58,28,58,0,0,0,0,55,37493,3,-2,0,2,0,0,0,13,30,0.0,0,0,0
20775,29,0,29,1,0,0,0,67,37529,5,30,36,0,0,0,0,10,22,0.0,0,0,1
20776,39,11,39,1,0,0,0,53,37468,4,40,48,2,1,6,3,6,39,9.481,0,0,0
20780,35,2,35,0,0,0,0,39,37456,3,30,36,5,0,0,0,21,38,0.0,0,0,0
20785,52,20,52,1,0,0,0,43,37493,4,33,36,4,0,0,0,11,44,0.0,0,1,0
20795,38,11,38,0,0,1,0,56,37493,5,29,36,2,1,4,1,14,29,8.332,0,0,1
20795,38,11,38,0,0,1,0,56,37493,5,29,36,2,1,4,1,14,29,8.332,0,0,0
20822,34,2,34,0,0,0,0,50,37542,5,-3,0,3,1,1,0,10,38,0.0,0,0,0
20825,51,18,51,0,0,0,0,46,37486,2,40,48,4,2,3,2,7,45,9.817,0,0,1
20840,38,14,38,1,0,0,0,53,37501,7,41,48,2,1,3,1,7,38,10.125,0,0,0
20842,37,5,37,0,0,1,0,42,37515,2,40,48,4,0,0,28,17,40,34.418,0,0,1
20851,45,17,45,1,0,0,0,47,37576,7,22,24,3,4,0,0,14,37,0.0,1,1,0
20855,35,0,35,0,0,0,0,40,37610,6,30,36,5,1,1,22,14,44,30.325,1,0,1
20865,42,13,42,0,0,0,0,45,37605,7,11,12,4,0,0,0,10,44,0.0,0,0,0
20879,31,3,31,1,0,0,0,33,37573,7,0,12,6,1,0,0,11,55,0.0,0,0,0
20880,41,8,41,1,0,0,0,45,37568,7,40,48,4,0,2,1,10,44,9.099,0,0,0
20890,37,7,37,1,0,0,0,58,37612,4,38,48,2,0,2,2,9,32,9.3,0,1,0
20897,30,1,30,0,0,0,0,65,37707,6,22,24,1,1,2,2,7,26,8.621,0,0,0
20898,43,12,43,0,0,0,0,70,37674,4,9,12,0,1,0,0,10,19,0.0,0,1,0
20901,37,4,37,1,0,0,0,46,37701,2,30,36,3,0,3,3,14,38,9.72,0,0,0
20904,53,26,53,1,0,0,0,66,37658,3,-4,0,0,0,0,0,9,24,0.0,0,0,1
20917,38,9,38,0,0,0,0,28,37653,4,15,24,7,2,0,0,20,50,0.0,0,0,1
20918,39,7,39,1,0,0,0,69,37745,3,37,48,0,0,3,2,11,18,8.77,0,0,1
20919,55,28,55,0,0,0,0,65,37702,3,25,36,0,1,0,0,5,29,0.0,0,0,0
20936,53,23,53,1,0,0,0,42,37708,2,-6,0,4,1,0,0,18,39,0.0,0,0,1
20942,35,10,35,1,0,0,0,58,37684,6,28,36,2,1,3,1,9,32,12.405999999999999,0,1,1
20942,35,10,35,1,0,0,0,58,37684,6,28,36,2,1,3,1,9,32,12.405999999999999,0,1,1
20959,34,1,34,1,0,0,0,42,37691,4,27,36,4,2,3,1,16,41,10.937000000000001,1,0,0
20959,34,1,34,1,0,0,0,42,37691,4,27,36,4,2,3,1,16,41,10.937000000000001,0,0,1
20962,39,9,39,1,0,0,0,47,37658,3,19,24,3,0,0,0,4,47,0.0,0,0,1
20972,37,7,37,0,0,0,0,46,37652,7,12,24,4,0,3,1,15,38,11.356,0,1,0
20977,51,25,51,0,0,0,0,52,37706,2,19,24,3,0,0,0,8,39,0.0,0,0,0
20983,43,10,43,0,0,0,0,70,37735,7,39,48,0,0,2,1,16,13,10.399000000000001,0,1,1
20987,23,0,23,1,0,0,0,71,37667,6,28,36,0,0,2,2,8,19,8.527999999999999,0,0,0
21010,30,0,30,0,0,0,0,53,37816,4,29,36,3,0,4,2,11,35,9.899,0,0,1
21014,21,0,21,1,0,0,0,61,37752,2,20,24,1,4,0,0,4,34,0.0,1,0,0
21017,42,12,42,0,0,0,0,42,37819,7,20,24,4,2,0,0,14,43,0.0,0,0,1
21026,38,10,38,0,0,0,0,32,37781,4,8,12,6,7,0,0,15,51,0.0,1,0,0
21028,26,0,26,0,0,0,0,38,37759,4,41,48,5,0,0,0,13,48,0.0,0,0,0
21029,37,8,37,1,0,0,0,44,37772,5,12,24,4,1,5,4,13,41,11.025,0,0,0
21029,37,8,37,1,0,0,0,44,37772,5,12,24,4,1,5,4,13,41,11.025,0,0,1
21030,36,6,36,0,0,0,0,56,37803,6,13,24,2,2,3,1,12,31,9.152000000000001,0,0,0
21032,42,12,42,0,0,0,0,54,37767,5,36,48,2,0,0,0,14,30,0.0,0,0,1
21032,42,12,42,0,0,0,0,54,37767,5,36,48,2,0,0,0,14,30,0.0,0,0,0
21053,47,19,47,0,0,0,0,36,37925,5,34,36,5,1,5,3,11,51,10.543,0,1,0
21056,42,14,42,0,0,0,0,51,37908,2,36,48,3,0,4,1,13,35,10.682,0,1,0
21059,51,26,51,1,0,0,0,51,37908,1,28,36,3,1,1,1,13,35,8.566,0,0,0
21080,38,9,38,1,0,0,0,58,37854,4,-1,0,2,0,0,0,10,31,0.0,0,0,1
21081,12,0,12,0,0,0,0,54,37904,7,34,36,2,1,0,0,10,34,0.0,0,0,0
21085,62,37,62,0,0,0,0,67,37906,5,38,48,0,0,0,0,7,25,0.0,0,0,0
21101,43,14,43,1,0,0,0,60,37946,7,36,48,1,0,0,0,11,27,0.0,0,1,1
21104,29,3,29,1,0,0,0,58,37893,6,13,24,2,1,5,2,5,35,10.542,0,0,0
21109,29,0,29,0,0,0,0,60,37940,3,29,36,1,2,4,3,11,27,13.075999999999999,0,0,0
21112,46,16,46,1,0,0,0,54,37914,4,21,24,2,1,4,6,11,33,13.706,0,0,1
21112,46,16,46,1,0,0,0,54,37914,4,21,24,2,1,4,6,11,33,13.706,0,0,1
21113,41,14,41,1,0,0,0,70,37915,7,29,36,0,1,6,3,14,15,11.26,0,0,0
21115,39,13,39,1,0,0,0,70,37915,7,38,48,0,2,0,0,14,15,0.0,0,1,1
21115,39,13,39,1,0,0,0,70,37915,7,38,48,0,2,0,0,14,15,0.0,1,0,0
21119,34,4,34,0,0,0,0,51,37861,2,-5,0,2,1,0,0,13,34,0.0,0,0,1
21119,34,4,34,0,0,0,0,51,37861,2,-5,0,2,1,0,0,13,34,0.0,0,0,0
21120,53,18,53,0,0,0,0,51,37861,2,12,24,2,0,2,1,13,34,8.732000000000001,0,0,0
21121,69,40,69,0,0,0,0,51,37861,1,38,48,2,0,0,0,13,34,0.0,0,0,0
21122,39,8,39,1,0,0,0,59,37910,3,27,36,2,2,2,1,8,32,8.336,0,0,1
21132,35,2,35,1,0,0,0,54,37937,3,5,12,2,1,0,0,8,36,0.0,0,0,1
21132,35,2,35,1,0,0,0,54,37937,3,5,12,2,1,0,0,8,36,0.0,0,0,0
21136,54,21,54,0,0,0,0,59,37885,5,28,36,1,1,0,0,6,33,0.0,0,1,1
21141,50,22,50,0,0,0,0,62,37908,5,22,24,1,0,1,1,9,27,11.592,0,0,1
21169,73,44,73,0,0,0,0,49,37882,1,6,12,3,0,0,0,8,42,0.0,0,0,1
21192,36,10,36,0,0,0,0,60,37884,7,22,24,1,2,4,1,9,30,8.297,1,0,0
21202,13,0,13,1,0,0,0,62,37872,2,39,48,1,1,3,2,9,28,10.845,0,0,1
21205,51,21,51,0,0,0,0,46,37874,1,36,48,4,0,4,2,10,43,8.275,0,0,0
21214,17,0,17,0,0,0,0,58,37871,5,16,24,2,0,2,1,14,27,8.199,0,0,0
21214,17,0,17,0,0,0,0,58,37871,5,16,24,2,0,2,1,14,27,8.199,0,0,1
21215,62,32,62,0,0,0,0,58,37871,4,29,36,2,0,1,1,14,27,8.017000000000001,0,0,1
21216,18,0,18,0,0,0,0,82,37864,6,12,24,1,0,5,1,2,15,7.6160000000000005,0,0,0
21220,35,6,35,0,0,0,0,42,37881,6,32,36,4,0,0,0,6,50,0.0,0,0,0
21235,39,11,39,1,0,0,0,42,37875,2,-5,0,4,1,0,0,12,44,0.0,0,0,1
21240,57,30,57,0,0,0,0,68,37910,3,32,36,0,5,1,1,7,24,10.899000000000001,1,0,0
21245,26,0,26,0,0,0,0,36,37897,4,26,36,5,2,0,0,10,52,0.0,1,0,1
21248,31,1,31,0,0,0,0,52,37854,5,22,24,3,0,0,0,11,36,0.0,0,0,0
21249,19,0,19,0,0,0,0,52,37854,5,5,12,3,0,2,1,11,36,7.412000000000001,0,0,0
21249,19,0,19,0,0,0,0,52,37854,5,5,12,3,0,2,1,11,36,7.412000000000001,0,0,0
21251,36,7,36,1,0,0,0,55,37940,6,41,48,2,1,2,1,11,32,8.363,0,1,1
21259,13,0,13,0,0,0,0,52,37891,4,25,36,3,1,2,16,16,31,23.16,0,0,0
21271,41,11,41,1,0,0,0,61,37869,2,11,12,1,0,2,2,7,30,9.508,0,0,0
21290,41,11,41,0,0,0,0,40,37860,7,12,24,5,4,4,3,13,46,10.226,1,0,0
21293,31,1,31,1,0,0,0,55,37913,6,22,24,2,0,3,2,14,29,10.587,0,0,0
21301,35,2,35,1,0,0,0,52,37919,4,15,24,3,1,3,1,18,29,11.727,0,0,0
21302,40,10,40,0,0,0,0,52,37919,4,13,24,3,0,0,0,18,29,0.0,0,0,0
21306,33,6,33,0,0,0,0,48,37861,5,29,36,3,0,2,1,17,34,7.499,0,0,0
21309,20,0,20,0,0,0,0,52,37872,4,9,12,3,1,0,0,15,32,0.0,0,0,0
21310,23,0,23,0,0,0,0,52,37872,4,17,24,3,3,0,0,15,32,0.0,0,0,0
21311,36,7,36,0,0,0,0,59,37890,6,26,36,1,6,6,1,10,30,10.016,1,0,1
21322,43,9,43,1,0,0,0,57,37902,4,40,48,2,1,5,2,13,29,11.857999999999999,0,1,0
21322,43,9,43,1,0,0,0,57,37902,4,40,48,2,1,5,2,13,29,11.857999999999999,0,1,0
21327,82,52,82,0,0,0,0,42,37944,3,18,24,4,1,4,3,14,43,11.005,0,1,1
21327,82,52,82,0,0,0,0,42,37944,3,18,24,4,1,4,3,14,43,11.005,0,0,1
21343,40,17,40,1,0,0,0,45,37863,5,36,48,4,0,0,0,10,44,0.0,0,1,1
21357,26,0,26,0,0,0,0,53,37880,4,25,36,2,3,4,2,14,32,9.597999999999999,0,0,0
21367,55,21,55,1,0,0,0,51,37878,6,33,36,3,3,0,0,13,35,0.0,1,0,1
21370,39,13,39,1,0,0,0,52,37935,4,-4,0,2,1,0,0,9,38,0.0,0,0,0
21381,32,3,32,1,0,0,0,63,37885,5,5,12,1,1,0,0,9,27,0.0,0,0,1
21383,39,10,39,0,0,0,0,62,37909,6,-6,0,1,1,2,0,10,26,0.0,1,0,1
21396,37,10,37,1,0,0,0,53,37854,3,8,12,2,1,0,0,11,35,0.0,0,0,0
21402,42,14,42,1,0,0,0,22,37927,6,17,24,8,0,2,2,21,55,9.127,0,0,1
21404,41,14,41,1,0,0,0,62,37866,7,27,36,1,0,3,2,6,30,10.322000000000001,0,0,0
21404,41,14,41,1,0,0,0,62,37866,7,27,36,1,0,3,2,6,30,10.322000000000001,0,0,1
21407,30,0,30,1,0,0,0,52,37894,5,12,24,3,1,0,0,9,38,0.0,0,0,1
21416,43,12,43,0,0,0,0,50,38010,7,14,24,3,0,4,2,12,37,10.044,0,1,0
21419,19,0,19,0,0,0,0,45,38030,2,29,36,4,1,3,2,10,43,11.706,0,0,0
